bik	tl
Naaraman ni Hadeng Herodes an gabos na ginibo ni Jesus dahel ta nakalakop na an kabantogan ni Jesus. May nagsabi, “Nabuhay liwat si Juan Bautista, kaya igwa siya nin kapangyarihan sa paggibo nin mga milagro.”	Ngunit sinasabi ng iba, “Siya'y si Elias.” At sinasabi naman ng iba, “Siya'y propeta, na tulad ng isa sa mga propeta noong una.”
Alagad an iba nagsabi, “Siya si Elias.”	Ngunit nang marinig ito ni Herodes ay sinabi niya, “Si Juan na aking pinugutan ng ulo ay muling nabuhay.”
May iba pang nagsabi, “Propeta siya na arog kan mga propeta kaidtong panahon.”	Sapagkat si Herodes mismo ang nagsugo sa mga kawal na dumakip kay Juan, at nagpagapos sa kanya sa bilangguan dahil kay Herodias, na asawa ni Felipe na kanyang kapatid; sapagkat pinakasalan siya ni Herodes.
Kan makaabot ini ki Herodes, nagsabi siya, “Siya si Juan Bautista na pinapugotan ko; nabuhay siya liwat!”	Sapagkat sinasabi ni Juan kay Herodes, “Hindi ipinahihintulot sa iyo na angkinin mo ang asawa ng iyong kapatid.”
Si Herodes iyo an nagboot na si Juan dakopon asin ibilanggo. Ginibo niya ini dahel ki Herodias na inagom niya dawa agom ini kan tugang niyang si Felipe.	Kaya't si Herodias ay nagtanim ng galit sa kanya at hinangad siyang patayin ngunit hindi niya magawa,
Huli ta tinaraman ni Juan si Herodes, “Ipinapangalad na agomon mo an agom kan tugang mo!”	sapagkat natatakot si Herodes kay Juan. Nalalaman niyang si Juan ay isang lalaking matuwid at banal at siya'y ipinagtanggol niya. Nang kanyang mapakinggan siya, labis siyang nabagabag gayunma'y masaya siyang nakinig sa kanya.
Nagkaigwa nin hilom na kaanggotan si Herodias ki Juan asin boot niya ining ipagadan, alagad dai niya magibo,	Ngunit dumating ang isang pagkakataon na si Herodes sa kanyang kaarawan ay nagbigay ng isang salu-salo para sa kanyang mga mahistrado, mga pinuno ng hukbo at mga pangunahing tao sa Galilea.
huli ta iginagalang ni Herodes si Juan dahel ta aram niya na ini marahay saka banal, kaya habo niyang may mangyari ki Juan. Boot niyang magparadangog ki Juan, dawa dai siya napapamugtak kun nadadangog niya ini.	Nang pumasok ang anak na babae ni Herodias at sumayaw, siya'y nagustuhan ni Herodes at ng kanyang mga panauhin. Sinabi ng hari sa dalaga, “Hingin mo sa akin ang maibigan mo at ibibigay ko sa iyo.”
Dangan nagkaigwa si Herodias nin oportunidad kan kumpleanyo ni Herodes; nagbangkete ini para sa mga haralangkaw na opisyal kan gobyerno, para sa mga opisyal kan hukbo asin para sa mga iginagalang na tawo sa Galilea.	At sumumpa siya sa kanya, “Ang anumang hingin mo sa akin ay ibibigay ko sa iyo, kahit na ang kalahati ng aking kaharian.”
Naglaog an aking daraga ni Herodias saka nagsayaw. Napaogma niya nin marahay si Herodes asin an mga bisita kaini. Kaya hinapot ni Herodes an daraga, “Hagadon mo an anoman na mawoton mo asin itatao ko iyan saimo.”	Lumabas siya at sinabi sa kanyang ina, “Ano ang aking hihingin?” At sinabi niya, “Ang ulo ni Juan na Tagapagbautismo.”
Nagsumpa pa siya nin siring, “Itatao ko saimo an anoman na hagadon mo, maski an kabanga kan sakong kahadean!”	At nagmamadali siyang pumasok sa kinaroroonan ng hari at humiling na sinasabi, “Ibig kong ibigay mo sa akin ngayon din ang ulo ni Juan na Tagapagbautismo na nasa isang pinggan.”
Nagluwas an daraga dangan hinapot an saiyang ina, “Ano an hahagadon ko?”	At lubhang nalungkot ang hari, ngunit dahil sa kanyang pangako at sa kanyang mga panauhin, ayaw niyang tumanggi sa kanya.
“Hagadon mo an payo ni Juan Bautista,” an simbag kan ina.	Agad na isinugo ng hari ang isang kawal na bantay at ipinag-utos na dalhin sa kanya ang ulo ni Juan. Umalis nga ang kawal at pinugutan niya ng ulo si Juan sa bilangguan.
Nagbalik tolos sa hade an daraga dangan nagsabi, “Boot ko na ngunyan tolos itao mo sako an payo ni Juan Bautista na nasa bandehado!”	At dinala ang ulo ni Juan na nasa isang pinggan at ibinigay ito sa dalaga at ibinigay naman ito ng dalaga sa kanyang ina.
Namondo nin makuri an hade, alagad dai niya nasayumahan an daraga huli ta nagsumpa siya sa atubangan kan gabos niyang mga bisita.	Nang mabalitaan ito ng kanyang mga alagad, pumaroon sila at kinuha ang kanyang bangkay at inilagay sa isang libingan.
Kaya sinugo niya tolos an sarong bantay na darahon an payo ni Juan. Nagduman sa bilanggoan an bantay; pinugotan niya si Juan,	Ang mga apostol ay nagtipon sa harap ni Jesus at ibinalita nila sa kanya ang lahat ng kanilang ginawa at itinuro.
ibinugtak an payo sa bandehado, dangan itinao ini sa daraga asin itinao man kaini sa saiyang ina.	At sinabi niya sa kanila, “Pumunta kayo ng bukod sa isang dakong ilang at magpahinga kayo nang sandali.” Sapagkat marami ang nagpaparoo't parito at sila'y hindi man lamang nagkaroon ng panahong kumain.
Kan maaraman ini kan mga disipulo ni Juan, nagduman sinda, kinua an bangkay saka ilinubong.	Umalis nga silang bukod, sakay ng isang bangka patungo sa isang dakong ilang.
Nagbalik ki Jesus an mga apostol asin inosip an gabos nindang ginibo saka itinukdo.	Ngunit maraming nakakita sa kanilang pag-alis at sila'y nakilala. Kaya't tumakbo sila mula sa lahat ng mga bayan at nauna pang dumating sa kanila.
Kadakul na tawo an nag-aabot dangan naghahale kaya mayo na sindang panahon sa pagkakan. Kaya sinabihan sinda ni Jesus, “Magduman kita sa sarong lugar na harayo sa mga tawo tanganing makapahingalo kamo nin dikit na oras.”	Pagbaba niya sa pampang nakita niya ang napakaraming tao at nahabag siya sa kanila, sapagkat sila'y tulad sa mga tupa na walang pastol. At sila'y sinimulan niyang turuan ng maraming bagay.
Naglunad sinda sa sakayan pasiring sa sarong lugar na harayo sa mga tawo.	Nang gumagabi na, lumapit sa kanya ang kanyang mga alagad at nagsabi, “Ito ay isang ilang na dako at gumagabi na.
Alagad paghale ninda, dakul na tawo an nakahiling asin nakamidbid sainda. Kaya an mga tawong hale sa gabos na banwa nagdaralagan asin naenotan sindang makaabot duman.	Paalisin mo na sila upang makapunta sa mga bukid at mga nayon sa paligid at makabili sila ng anumang makakain.”
Paglusad ni Jesus sa sakayan, nahiling niya an kadakul na tawo. Naherak siya sainda, ta garo sindang mga karnero na mayo nin pastor. Kaya tinukdoan niya sinda nin dakul na bagay.	Ngunit sumagot siya sa kanila, “Bigyan ninyo sila ng makakain.” At sinabi nila sa kanya, “Aalis ba kami upang bumili ng dalawang daang denariong tinapay at ipapakain namin sa kanila?”
Kan nagdidiklom na, nagdolok saiya an mga disipulo, asin nagsabi, “Banggi na asin harayo an lugar na ini.	At sinabi niya sa kanila, “Ilang tinapay mayroon kayo? Humayo kayo at inyong tingnan.” Nang malaman nila ay kanilang sinabi, “Lima, at dalawang isda.”
Subolan na an mga tawong magduman sa haraning mga banwa o mga baryo tanganing bumakal nin kakanon ninda.”	Pagkatapos ay iniutos niya sa kanila na paupuin silang lahat nang pangkat-pangkat sa luntiang damo.
Alagad sinabihan sinda ni Jesus, “Tawe nindo sinda nin makakakan.”	Kaya't umupo sila nang pangkat-pangkat, nang tig-iisandaan at tiglilimampu.
Naghapot an mga disipulo, “Boot mong bumakal kami nin tinapay sa kantidad na dos syentos denaryo nganing ipakakan sainda?”	Kinuha niya ang limang tinapay at ang dalawang isda, tumingala siya sa langit, pinagpala at pinagputul-putol ang mga tinapay at ibinigay niya sa mga alagad upang ipamahagi sa mga tao. At ipinamahagi niya sa kanilang lahat ang dalawang isda.
Hinapot sinda ni Jesus, “Pira an tinapay nindo diyan? Hilinga daw.”	Kumain silang lahat at nabusog.
Kan hilingon ninda, nagsabi sinda, “Limang tinapay asin duwang sira.”	Kanilang pinulot ang labindalawang kaing na punô ng pira-pirasong tinapay at mga isda.
Pinagbotan ni Jesus an mga tawo na grupo-grupong magturukaw sa doot.	Ang mga kumain ng mga tinapay ay limang libong lalaki.
Kaya grupo-grupong nagturukaw an mga tawo, may mananggatos saka maningkwenta.	Agad niyang pinasakay sa bangka ang kanyang mga alagad at pinauna sa kanya sa kabilang ibayo, sa Bethsaida, hanggang sa mapauwi na niya ang maraming tao.
Dangan kinua ni Jesus an limang tinapay asin duwang sira, nagtingkalag siya sa langit asin nagpasalamat, binaraak niya an mga tinapay saka itinao sa mga disipulo tanganing ipanao sa mga tawo. Binaranga man niya an duwang sira para sainda gabos.	Pagkatapos na makapagpaalam siya sa kanila, umakyat siya sa bundok upang manalangin.
Nagkarakan an gabos asin nagkabarasog.	Nang sumapit ang gabi, ang bangka ay nasa gitna ng dagat at siya'y nag-iisa sa lupa.
Pakatapos, tinipon kan mga disipulo an mga natada sa tinapay saka sira na nakapano nin doseng basket.	Pagkakita sa kanila na sila'y nahihirapan sa pagsagwan, sapagkat salungat sa kanila ang hangin, nang malapit na ang madaling araw, lumapit siya sa kanila na lumalakad sa ibabaw ng dagat. Balak niyang lampasan sila,
Limang ribo gabos an kalalakihan na nagkarakan.	ngunit nang makita nilang siya'y lumalakad sa ibabaw ng dagat, inakala nilang iyon ay isang multo at sila'y sumigaw;
Mantang pinapahale ni Jesus an mga tawo, pinalunad niya tolos an saiyang mga disipulo sa sakayan nganing mag-enot na saiya duman sa Betsaida, sa ibong kan danaw.	sapagkat siya ay nakita nilang lahat at sila'y nasindak. Ngunit agad siyang nagsalita sa kanila at sinabi, “Lakasan ninyo ang inyong loob. Ako ito; huwag kayong matakot.”
Pakapahalea niya sainda, nagtukad siya sa sarong bulod tanganing mamibi.	Sumakay siya sa bangka kasama nila at tumigil ang hangin. At sila'y lubhang nanggilalas,
Kan banggi na, yaon pa duman si Jesus na mayong kaiba mantang nasa tahaw na kan danaw an sakayan.	sapagkat hindi nila nauunawaan ang tungkol sa mga tinapay, kundi tumigas ang kanilang mga puso.
Nahiling niya na an saiyang mga disipulo sinasakit sa paggaod kan sakayan, huli ta sabat sinda sa doros. Kan maaga na, nagrani si Jesus sainda na naglalakaw sa ibabaw kan tubig. Lilihisan kutana niya sinda,	Nang makatawid na sila, narating nila ang lupain ng Genesaret at dumaong doon.
alagad kan mahiling siya nindang naglalakaw sa ibabaw kan tubig, naghona sindang kalag idto kaya napakurahaw sinda	At nang bumaba sila sa bangka, agad siyang nakilala ng mga tao.
sa makuring takot.	Tumakbo sila sa palibot ng buong lupaing iyon at pinasimulan nilang dalhin ang mga maysakit na nasa kanilang higaan, saanman nila mabalitaan na naroon siya.
Alagad tolos sinabihan niya sinda, “Magmaisog kamo; ako ini! Dai kamo matakot!”	At saanman siya pumasok sa mga nayon, o sa mga lunsod o bukid inilalagay nila sa mga pamilihan ang mga maysakit, at pinapakiusapan siya na ipahipo man lamang sa kanila ang laylayan ng kanyang damit. At ang lahat ng humipo nito ay pawang gumaling.
Nagkapirang Fariseo asin paratukdo kan Katogonan na hale pa sa Jerusalem an nagtiripon sa palibot ni Jesus.	Nang sama-samang lumapit sa kanya ang mga Fariseo at ang ilan sa mga eskriba na nanggaling sa Jerusalem,
Namasdan ninda na an nagkapira sa mga disipulo ni Jesus nagkakakan na maati an mga kamot; dai sinda naghanaw nin kamot bago magkakan.	kanilang nakita ang ilan sa kanyang alagad na kumakain ng tinapay na marurumi ang mga kamay, samakatuwid ay hindi hinugasan.
(	(Sapagkat ang mga Fariseo at ang lahat ng mga Judio ay hindi kumakain malibang makapaghugas na mabuti ng mga kamay, na sinusunod ang tradisyon ng matatanda.
Huli ta an mga Fariseo asin an mga tawo nagsusunod sa mga itinukdo kaidto kan mga ginikanan: dai sinda minakakan sagkod na dai maghanaw nin kamot,	Kapag nanggaling sila sa palengke, hindi sila kumakain malibang nalinis nila ang kanilang mga sarili. At marami pang ibang bagay ang kanilang sinusunod gaya ng mga paghuhugas ng mga tasa, mga pitsel, at mga lalagyang tanso.)
ni minakakan nin anoman na hale sa sadan na dai ngona hugasan. Dakul pang mga pagsusundon an inootob ninda arog kan paghugas nin mga tasa, koron, bronseng mangko, saka higdaan).	Kaya't siya'y tinanong ng mga Fariseo at mga eskriba, “Bakit ang iyong mga alagad ay hindi lumalakad ayon sa tradisyon ng matatanda, kundi kumakain ng tinapay na marurumi ang mga kamay?”
Kaya hinapot si Jesus kan mga Fariseo asin kan mga paratukdo kan Katogonan, “Tadaw ta dai sinusunod kan mga disipulo mo an mga katukdoan na hale pa sa satong mga ginikanan, kundi minakakan sindang maati an mga kamot?”	At sinabi niya sa kanila, “Tama ang pahayag ni Isaias tungkol sa inyo na mga mapagkunwari, ayon sa nasusulat,
Nagsimbag si Jesus, “Tama nanggad an sinabi ni Propeta Isaias dapit saindong mga parasagin-sagin kan isinurat niya ini:	‘Iginagalang ako ng bayang ito ng kanilang mga labi,
‘Inoomaw ako kan mga tawong ini kan saindang ngoso,	subalit ang kanilang puso ay malayo sa akin.
alagad harayo sako an saindang puso.	At walang kabuluhan ang pagsamba nila sa akin,
An pagsamba ninda sako mayo nin halaga,	na itinuturo bilang aral ang mga utos ng mga tao!’
huli ta an itinutukdo ninda bilang doktrina, mga pagboot nin tawo sana!’”	Iniwan ninyo ang utos ng Diyos at inyong pinanghahawakan ang tradisyon ng mga tao.”
Nagsabi pa si Jesus, “Isinisikwal nindo an togon nin Dios asin kinukuyog an mga katukdoan nin mga tawo.”	Sinabi pa niya sa kanila, “Maganda ang paraan ng inyong pagtanggi sa utos ng Diyos, upang masunod ang inyong mga tradisyon.
Nagpadagos si Jesus nin pagtaram, “Marahay an paagi nindo nin pagsikwal kan katogonan nin Dios tanganing mapahalagahan sana an sadiri nindong tradisyon!	Sapagkat sinabi ni Moises, ‘Igalang mo ang iyong ama at ang iyong ina,’ at ‘Ang sinumang lumait sa ama o sa ina ay dapat patayin!’
Nagboot si Moises, ‘Galangan mo an saimong ama asin ina,’ saka ‘An magtaram nin maraot tumang sa saiyang ama o ina, dapat na gadanon.’	Ngunit sinasabi ninyo na kung sabihin ng isang tao sa kanyang ama o ina, ‘Ang anumang tulong na mapapakinabang ninyo sa akin ay Corban, na nangangahulugang handog,’
Alagad itinutukdo nindo na kun an sarong tawo igwang ikakatao sa saiyang ama o ina magsabing ‘an bagay na ini Corban’ (na an boot sabihon, para sa Dios),	at pagkatapos ay hindi na ninyo siya pinahihintulutang gumawa ng anuman para sa kanyang ama o ina,
bako na siya obligadong magtabang pa sa saiyang ama o ina.	kaya't pinawawalang kabuluhan ang salita ng Diyos sa pamamagitan ng tradisyon na inyong ipinamana at marami pa kayong ginagawang mga bagay na katulad nito.
Hinahalean nindo nin halaga an tataramon nin Dios sa paagi nin mga tradisyon na itinutukdo nindo sa iba. Kadakul pang arog kaining mga pagsusundon an inootob nindo.”	Muli niyang pinalapit ang maraming tao at sinabi sa kanila, “Makinig kayong lahat sa akin at inyong unawain.
Pinarani giraray ni Jesus an mga tawo dangan sinabihan, “Dangoga saka sabota nindo gabos an sasabihon ko saindo.	Walang anumang nasa labas ng tao na pagpasok sa kanya ay nakapagpaparumi sa kanya kundi ang mga bagay na lumalabas sa tao ang nakapagpaparumi sa tao.”
Bakong an minalaog sa ngoso kan tawo an nakakapaati saiya sa atubang nin Dios kundi an minaluwas sa saiya.	[Kung ang sinuman ay may pandinig na ipandirinig ay makinig.]
An may talinga magdangog!”	Nang iwan niya ang maraming tao at pumasok siya sa bahay, tinanong siya ng kanyang mga alagad tungkol sa talinghaga.
Pakabayae ni Jesus sa mga tawo asin pakalaog niya sa harong, hinapot siya kan mga disipulo dapit sa sinabi niya.	Sinabi niya sa kanila, “Kayo rin ba ay hindi nakakaunawa? Hindi ba ninyo nalalaman, na anumang nasa labas na pumapasok sa tao ay hindi nakapagpaparumi sa kanya,
Sinabihan sinda ni Jesus, “Dai man kamo nakakasabot? Mayo nin anoman na kinakakan an tawo na talagang nakakapaati saiya,	sapagkat hindi ito pumapasok sa kanyang puso kundi sa tiyan, at ito'y inilalabas sa tapunan ng dumi? Sa ganito'y nililinis niya ang lahat ng pagkain.”
huli ta iyan dai minalaog sa saiyang puso kundi sa tulak, pakatapos minaluwas sana.” (Sinabi ini ni Jesus sa pagpahayag na an gabos na kakanon malinig.)	Sinabi pa niya, “Ang lumalabas sa tao ang nakapagpaparumi sa tao.
Nagsabi pa siya, “An minaluwas sa tawo iyo an nakakapaati saiya,	Sapagkat mula sa loob, mula sa puso ng tao, lumalabas ang masasamang pag-iisip, pakikiapid, pagnanakaw, pagpaslang,
huli ta hale sa laog, sa puso nin tawo, minagikan an mga maraot na kaisipan, imoralidad, paghabon, paggadan, panambay,	ang pangangalunya, kasakiman, kasamaan, pandaraya, kahalayan, pagkainggit, paninirang-puri, kapalaluan, at kahangalan.
pagkaara, katampalasan, pandaya, kadustaan, pagkaori, tsismis, kapaabaw-abawan dangan, kalolongan.	Ang lahat ng masasamang bagay na ito ay sa loob nagmumula at nakapagpaparumi sa tao.”
Ining mga karatan na gikan sa puso kan tawo iyo an nakakapaati saiya.”	Mula roon, tumindig siya at nagtungo sa lupain ng Tiro. Tumuloy siya sa isang bahay at ayaw niyang malaman ng sinuman na nandoon siya. Ngunit hindi nagawang di siya mapansin.
Paghale ni Jesus duman, nagpasiring siya sa rehiyon nin Tiro asin Sidon. Nagdagos siya sa sarong harong asin habo niyang maaraman nin siisay man na yaon siya duman; alagad igwa man giraray nin nakaaram.	Sa halip, may isang babae na ang munting anak na batang babae na may masamang espiritu, na nakabalita tungkol sa kanya ay agad na lumapit at nagpatirapa sa kanyang paanan.
Naaraman kan sarong babae, na may aking daragita na may maraot na espiritu, na idtoon si Jesus. Nagduman siya tolos ki Jesus dangan nagdapa sa atubangan kaini.	Ang babaing ito ay isang Griyego, isang Sirofenisa, ayon sa lahi. Nakiusap siya kay Jesus na palayasin ang demonyo sa kanyang anak na babae.
An babaeng ini taga Grecia, namundag sa Fenecia, sa Siria. Nakimaherak siya ki Jesus na paluwason an demonyo sa aki niya.	At sinabi niya sa kanya, “Hayaan mo munang mapakain ang mga anak sapagkat hindi marapat na kunin ang tinapay ng mga anak at ihagis ito sa mga aso.”
Alagad nagsimbag si Jesus, “Pakakanon ta ngona an mga aki; bakong tama na kuahon an kakanon kan mga aki asin ibahog sa mga ayam.”	Ngunit siya'y sumagot at sinabi sa kanya, “Panginoon, kahit na ang mga aso sa ilalim ng hapag ay kumakain ng mga nalaglag na pagkain ng mga anak.”
Nagsimbag an babae, “Tama, Kagurangnan; alagad maski an mga ayam sa sirong kan lamesa minakakan kan mga rakdag na nahuhulog kan mga aki!”	Sinabi naman ni Jesus sa kanya, “Dahil sa salitang iyan, makakaalis ka na, lumabas na ang demonyo sa iyong anak.”
Kaya sinabihan siya ni Jesus, “Huli sa sinabi mo, pwede ka nang magpuli. Nagluwas na an demonyo sa saimong aki!”	Umuwi nga siya at nadatnan ang anak na nakahiga sa higaan at wala na ang demonyo.
Nagpuli siya dangan naabotan niyang naghihigda an saiyang aki asin mayo na an demonyo saiya.	Pagkatapos, siya'y bumalik mula sa lupain ng Tiro at dumaan sa Sidon patungo sa lawa ng Galilea, na tinahak ang lupain ng Decapolis.
Naghale si Jesus sa distrito nin Tiro. Nag-agi siya sa Sidon saka sa rehiyon kan Decapolis pagpasiring sa Danaw nin Galilea.	Dinala nila sa kanya ang isang bingi at may kapansanan sa pagsasalita, at siya'y pinakiusapan nila na ipatong ang kanyang kamay sa kanya.
Duman, dinara ki Jesus an sarong tawong bongog asin bilot; pinakimaherakan si Jesus na dutaan niya ini kan kamot niya.	At siya'y inilayo niya ng bukod mula sa maraming tao at isinuot ang kanyang mga daliri sa kanyang mga tainga. Siya'y dumura at hinipo ang kanyang dila.
Irinayo ni Jesus sa mga tawo an lalaki. Dangan dinutaan niya kan saiyang mga muro an talinga kan lalaki, naglutab siya saka dinutaan an dila kaini.	Pagtingala niya sa langit, siya'y nagbuntong-hininga, at sinabi sa kanya, “Effata,” na nangangahulugang “Mabuksan.”
Pakatapos, nagtingkalag si Jesus sa langit, naghangos nin hararom, dangan nagsabi sa lalaki, “Effata”, na an boot sabihon, “Mabuksan ka!”	Agad nabuksan ang kanyang mga tainga, nakalag ang tali ng kanyang dila, at siya'y nakapagsalita nang malinaw.
Nakadangog tolos an lalaki asin naomayan an saiyang dila saka nakataram nin malinaw.	Inutusan naman sila ni Jesus na huwag nilang sabihin ito kaninuman; ngunit habang lalo niyang ipinagbabawal sa kanila, lalo namang masigasig nilang ipinamamalita ito.
Dai nahaloy, may nagtiripon naman na dakul na tawo. Mayo sinda nin makakakan, kaya inapod ni Jesus an saiyang mga disipulo asin sinabihan,	Nang mga araw na iyon, nang magkaroong muli ng napakaraming tao na walang makain, tinawag niya ang kanyang mga alagad at sinabi sa kanila,
“Naheherak ako sa mga tawong ini huli ta tolong aldaw na sinda sa kaibahan ko asin mayo na sindang kakanon.	“Nahahabag ako sa maraming tao sapagkat tatlong araw ko na silang kasama at walang makain.
Kun papulion ko sinda na gutom, luluyahon sinda sa dalan; an iba pati sainda harayo an hinalean.”	Kung sila'y pauuwiin kong nagugutom sa kanilang mga bahay, mahihilo sila sa daan at ang iba sa kanila ay nanggaling pa sa malayo.”
Nagsimbag an saiyang mga disipulo, “Saen kita makua nin ipapakakan sa mga tawong ini digdi sa kalangtadan?”	Sumagot ang kanyang mga alagad, “Paanong mapapakain ninuman ang mga taong ito ng tinapay dito sa ilang?”
Hinapot sinda ni Jesus, “Pira an tinapay nindo diyan?”	At sila'y tinanong niya, “Ilang tinapay mayroon kayo?” Sinabi nila, “Pito.”
“Pito,” an simbag ninda.	Inutusan niya ang maraming tao na umupo sa lupa. Kinuha niya ang pitong tinapay at pagkatapos magpasalamat, pinagputul-putol niya ang mga ito at ibinigay sa kanyang mga alagad upang ihain. At inihain nila ang mga ito sa maraming tao.
Pinagbotan ni Jesus an mga tawo na magturukaw sa daga. Dangan kinua niya an pitong tinapay, nagpasalamat, binaraak asin itinao sa saiyang mga disipulo nganing ipanao sa mga tawo.	Mayroon din silang ilang maliliit na isda at nang mabasbasan ang mga ito, sinabi niya na ihain din ang mga ito.
Igwa man sinda nin nagkapirang saradit na sira; benendisyonan ini ni Jesus asin sinabihan niya an mga disipulo na ipanao man sa mga tawo.	Sila'y kumain at nabusog. At may lumabis na mga piraso, pitong kaing na puno.
Nagkarakan sinda asin nagkabarasog. Pakatapos, tinipon kan mga disipulo an mga natada asin pitong basket pa an napano.	Sila'y may mga apat na libo; at kanyang pinaalis na sila.
Mga apat na ribo katawo an nagkarakan.	At agad siyang sumakay sa bangka kasama ang kanyang mga alagad at pumunta siya sa lupain ng Dalmanuta.
Dangan pinahale na sinda ni Jesus saka naglunad tolos siya sa sakayan kaiba kan saiyang mga disipulo pasiring sa distrito nin Dalmanuta.	Dumating ang mga Fariseo at nagsimulang makipagtalo sa kanya na hinahanapan siya ng isang tanda mula sa langit, upang subukin siya.
Duminolok ki Jesus an nagkapirang Fariseo asin nagpoon pakidiskutiran saiya, naghahagad nin tanda hale sa langit tanganing baloon siya.	At nagbuntong-hininga siya nang malalim sa kanyang espiritu at sinabi, “Bakit humahanap ng tanda ang salinlahing ito? Katotohanan ang sinasabi ko sa inyo, walang tanda na ibibigay sa salinlahing ito.”
Naghangos nin hararom si Jesus asin nagsabi, “Tadaw ta an henerasyon na ini naghahagad nin tanda? Sa katotoohan sinasabihan ko kamo, na mayong ipapahiling na tanda sa henerasyon na ini!”	Sila'y iniwan niya at sa muling pagsakay sa bangka, tumawid siya sa kabilang ibayo.
Dangan binayaan niya sinda, nagbalik sa sakayan asin nagduman sa ibong kan danaw.	Noon ay nakalimutan ng mga alagad na magdala ng tinapay maliban sa iisang tinapay na nasa bangka.
Nakalingaw an mga disipulo na magdara nin tinapay. Igwa sinda nin saro sanang tinapay duman sa sakayan.	Kanyang binalaan sila na sinabi, “Mag-ingat kayo, iwasan ninyo ang lebadura ng mga Fariseo at ang lebadura ni Herodes.”
Pinatanidan sinda ni Jesus, “Maglikay kamo sa lebadura kan mga Fariseo saka sa lebadura ni Herodes.”	At sinabi nila sa isa't isa, “Ito ay sapagkat wala tayong tinapay.”
Nag-olay-olay an mga disipulo, “Nagtaram siya kaiyan dahel ta mayo kita nin tinapay.”	Yamang batid ito ni Jesus, ay sinabi sa kanila, “Bakit ninyo pinag-uusapan na wala kayong tinapay? Hindi pa ba ninyo nalalaman ni nauunawaan man? Tumigas na ba ang inyong mga puso?
Aram ni Jesus an saindang pinag-oolayan, kaya sinabihan niya sinda, “Tadaw ta pinag-oolayan nindo na mayo kamong darang tinapay? Dai pa nanggad nindo naaaraman o nasasabotan? Abaang luya kan isip nindo!	Mayroon kayong mga mata, ngunit hindi nakakakita? Mayroon kayong mga tainga, ngunit hindi nakakarinig? Hindi ba ninyo natatandaan?
Igwa kamong mga mata, dai nindo nahihiling? Igwa kamong mga talinga, dai nindo nadadangog? Dai nindo nagigiromdoman?	Nang aking pagputul-putulin ang limang tinapay para sa limang libo, ilang kaing na punô ng mga pinagputul-putol ang inyong pinulot?” Sinabi nila sa kanya, “Labindalawa.”
Kan baraakon ko an limang tinapay na ipinakakan sa limang ribo katawo, pirang basket an napano kan natada?”	“Nang pagputul-putulin ang pitong tinapay para sa apat na libo, ilang kaing na punô ng mga pinagputul-putol ang pinulot ninyo?” Sinabi nila sa kanya, “Pito.”
“Dose,” an simbag ninda.	Sinabi naman niya sa kanila, “Hindi pa ba ninyo nauunawaan?”
“Kan baraakon ko an pitong tinapay na ipinakakan sa apat na ribo katawo, pirang basket an napano kan natada?”	Dumating sila sa Bethsaida. At dinala nila sa kanya ang isang lalaking bulag at ipinakiusap sa kanyang hipuin siya.
“Pito,” an simbag ninda.	Hinawakan niya sa kamay ang lalaking bulag at dinala niya sa labas ng nayon. Nang maduraan ang kanyang mga mata at maipatong ang kanyang mga kamay sa kanya, kanyang tinanong siya, “May nakikita ka bang anuman?”
Dangan sinabihan sinda ni Jesus, “Dai pa giraray nindo nasasabotan?”	Tumingala ang lalaki at nagsabi, “Nakakakita ako ng mga tao, na parang mga punungkahoy na naglalakad.”
Nag-abot sinda sa Betsaida. Nagkapirang tawo an nagdara nin sarong buta ki Jesus asin nakimaherak na dutaan niya.	Saka ipinatong na muli sa kanyang mga mata ang kanyang mga kamay; siya'y tumitig at bumalik ang kanyang paningin. Nakita niya ang lahat ng bagay na maliwanag.
Kinabit ni Jesus an buta paluwas sa baryo. Linutaban niya an mga mata kan buta, asin ibinugtak an mga kamot saiya, dangan hinapot, “May nahihiling ka?”	At pinauwi niya siya sa kanyang bahay na sinasabi, “Huwag kang pumasok kahit sa nayon.”
Nagtangad an lalaki asin nagsabi, “May nahihiling akong mga tawo, alagad garo sinda mga kahoy na naglalakaw.”	Nagtungo si Jesus at ang kanyang mga alagad sa mga nayon ng Cesarea sa Filipos at sa daan ay tinanong niya ang kanyang mga alagad, “Sino raw ako ayon sa sinasabi ng mga tao?”
Dinutaan liwat ni Jesus an mga mata kan buta. Nagmaan nin marahay an buta asin narahay siya. Nahiling na niya nin malinaw an gabos.	At sinabi nila sa kanya, “Si Juan na Tagapagbautismo; at sabi ng iba, si Elias; at ng iba pa, isa sa mga propeta.”
Dangan pinapuli na ni Jesus an lalaki asin tinugon, “Dai ka na magbalik sa baryo.”	At tinanong niya sila, “Ngunit, sino ako ayon sa sinasabi ninyo?” Sumagot si Pedro at sinabi sa kanya, “Ikaw ang Cristo.”
Dangan nagpasiring si Jesus asin an mga disipulo sa mga baryo kan Cesarea Filipos. Kan nasa dalan pa sinda, hinapot niya sinda, “Ano an sabi kan mga tawo, siisay daa ako?”	Mahigpit na iniutos niya sa kanila na huwag nilang sasabihin kaninuman ang tungkol sa kanya.
