bik,tl
Pinag-insulto man siya kan mga parahabon na ipinako sa krus kaiba niya.,"Ngunit sinabi ng iba, “Pabayaan ninyo siya, tingnan natin kung darating si Elias upang iligtas siya.”"
"Pagkaodto, nagdiklom sa bilog na daga sagkod alas tres nin hapon.",At muling sumigaw si Jesus ng may malakas na tinig at nalagot ang kanyang hininga.
"Kan mag-aalas tres na, nagkurahaw si Jesus nin makosog, “Eli, Eli, lema sabactani?” na an boot sabihon, “Dios ko, Dios ko, tadaw ta pinabayaan mo ako?”","At nang sandaling iyon, ang tabing ng templo ay napunit sa dalawa, mula sa itaas hanggang sa ibaba; nayanig ang lupa; at nabiyak ang mga bato."
"Pagkadangog kaini kan ibang mga nagmimiron, nagsarabi sinda, “Inaapod niya si Elias!”","Nabuksan ang mga libingan at maraming katawan ng mga banal na natulog ay bumangon,"
"Saro sainda an nagdalagan tolos asin nagkua nin espongha; pakapasaromsoman kaini sa suka, ibinugtak sa poro nin tukon dangan idinuhol ki Jesus nganing inomon.",at paglabas nila sa mga libingan pagkatapos ng kanyang muling pagkabuhay ay pumasok sila sa banal na lunsod at nagpakita sa marami.
"Alagad an iba nagsabi, “Halat ngona, hilingon ta daw kun umabot si Elias sa pagligtas saiya!”","Nang makita ng senturion at ng mga kasamahan niyang nagbabantay kay Jesus ang lindol at ang mga bagay na nangyari, sila'y lubhang natakot, at nagsabi, “Tunay na ito ang Anak ng Diyos.”"
"Nagkurahaw giraray si Jesus, dangan nautsan.","At marami ding babae roon na nakatanaw mula sa malayo na sumunod kay Jesus buhat sa Galilea, na naglingkod sa kanya."
Dangan nabanga an kurtina kan Templo poon sa itaas sagkod sa ibaba. Naglinog sa bilog na daga asin nagkabaraak an mga gapo.,"Kasama sa mga iyon ay si Maria Magdalena, si Maria na ina nina Santiago at Jose, at ang ina ng mga anak ni Zebedeo."
Nagkaburuksan man an mga lulubngan asin nabuhay liwat an mga banal.,"Kinagabihan, dumating ang isang mayamang mula sa Arimatea, na ang pangalan ay Jose, na naging alagad din ni Jesus."
"Nagruluwas sinda sa mga lulubngan. Kan nabuhay liwat si Jesus, nagduman sinda sa Banal na Syudad saka nagpahiling sa dakul na tawo.",Pumunta ang taong ito kay Pilato at hiningi ang bangkay ni Jesus. At ipinag-utos ni Pilato na ibigay iyon.
"Natakot nin makuri an kapitan asin an mga soldados na nagbabantay ki Jesus kan mamatean ninda an linog saka kan mahiling ninda an gabos na nangyari. Nagsabi sinda, “Totoo mananggad na Aki nin Dios an tawong ini!”","Kinuha ni Jose ang bangkay at binalot niya iyon ng isang malinis na telang lino,"
Kadakul man na babae an nagtatanaw sa harayo. Sinda an nagsunod ki Jesus hale sa Galilea saka naglingkod saiya.,"at inilagay sa kanyang sariling bagong libingan, na kanyang inukit sa bato. Pagkatapos ay iginulong niya ang isang malaking bato sa pintuan ng libingan, at siya'y umalis."
"Kaiba ninda si Maria Magdalena, si Maria na ina ni Santiago asin ni Jose, saka an agom ni Zebedeo.",Si Maria Magdalena at ang isa pang Maria ay naroon at nakaupo sa tapat ng libingan.
"Kan banggi na, nag-abot an sarong tawong mayaman na an ngaran Jose na taga Arimatea. Disipulo man siya ni Jesus.","Kinabukasan, pagkatapos ng araw ng Paghahanda, ang mga punong pari at ang mga Fariseo ay nagpulong sa harapan ni Pilato,"
Nagduman siya ki Pilato dangan hinagad an bangkay ni Jesus. Nagboot si Pilato na itao an bangkay ki Jose.,"na nagsasabi, “Ginoo, natatandaan namin na sinabi ng mandarayang iyon nang nabubuhay pa siya, ‘Pagkaraan ng tatlong araw ay babangon akong muli.’"
"Kaya kinua idto ni Jose, pinatos sa malinig na telang lino,","Kaya't ipag-utos mo na bantayan ang libingan hanggang sa ikatlong araw, baka pumaroon ang kanyang mga alagad at siya'y nakawin, at sabihin sa mga tao, ‘Siya'y bumangon mula sa mga patay,’ at magiging masahol pa ang huling pandaraya kaysa una.”"
saka ilinubong sa sadiri niyang lulubngan na bago pa sana niyang itinuki sa gapo. Pinaligid niya an sarong dakulang gapo tanganing serahan an pintoan kan lulubngan dangan naghale.,"Sinabi ni Pilato sa kanila, “Mayroon kayong bantay, humayo kayo, bantayan ninyo sa paraang alam ninyo.”"
"Idtoon duman si Maria Magdalena saka an sarong pang Maria, nagtuturukaw sa atubangan kan lulubngan.","Kaya't sila'y pumaroon, at iningatan nila ang libingan, tinatakan ang bato, na kasama nila ang bantay."
"Pakalihis kan Sabbath, madurudiklom pa kan Domingong aga, nagsongko sa lulubngan si Maria Magdalena asin an saro pang Maria.","Pagkatapos ng Sabbath, sa pagbubukang-liwayway ng unang araw ng sanlinggo, si Maria Magdalena at ang isa pang Maria ay pumaroon upang tingnan ang libingan."
"Biglang naglinog nin makosog huli ta may sarong anghel nin Kagurangnan na naghilig hale sa langit, nagduman sa lulubngan, pinaligid an gapo na nakatakop dangan tuminukaw sa ibabaw kaiyan.","At biglang nagkaroon ng malakas na lindol, sapagkat bumaba mula sa langit ang isang anghel ng Panginoon, na naparoon at iginulong ang bato, at umupo sa ibabaw nito."
Nagliliwanag siya siring sa kikilat asin an gubing niya maputi siring sa ambon.,Ang kanyang anyo ay tulad sa kidlat at ang kanyang pananamit ay maputing parang busilak.
"Huli kan takot saiya kan mga bantay, tinakigan sinda asin nagkapurukan na garo mga gadan.","At sa takot sa kanya, nanginig ang mga bantay, at naging tulad sa mga patay."
"Nagtaram an anghel sa mga babae, “Dai kamo matakot. Aram kong hinahanap nindo si Jesus na ipinako sa krus.","Ngunit sumagot ang anghel at sinabi sa mga babae, “Huwag kayong matakot, sapagkat nalalaman kong hinahanap ninyo si Jesus na ipinako sa krus."
"Mayo siya digdi; nabuhay siya liwat siring sa saiyang sinabi. Madya kamo, hilinga nindo an hinutadan saiya.","Wala siya rito, sapagkat siya'y binuhay, tulad ng sinabi niya. Halikayo, tingnan ninyo ang dakong hinigaan niya."
"Dangan paduman tolos kamo asin sabihan nindo an saiyang mga disipulo na, ‘Nabuhay siya liwat sa mga gadan; maeenot siya saindong magduman sa Galilea. Duman nindo siya mahihiling!’ Tandaan nindo an sinabi ko saindo.”",Pagkatapos ay magmadali kayong umalis at sabihin ninyo sa kanyang mga alagad na siya'y binuhay mula sa mga patay. Siya'y mauuna sa inyo sa Galilea. Makikita ninyo siya roon. Ito ang nasabi ko na sa inyo.”
"Kaya hidaling nagluwas sa lulubngan an mga babae, tinatakigan sa takot alagad maogma; nagdalagan sinda tanganing baretaan an mga disipulo.","Sila nga'y dali-daling umalis sa libingan na may takot at malaking kagalakan, at tumakbo sila upang magbalita sa kanyang mga alagad."
"Alagad sinabat sinda ni Jesus asin sinabihan, “Mapasaindo an katoninongan.” Dinolok ninda si Jesus, kinapotan an saiyang mga bitis dangan sinamba siya.","At doo'y sinalubong sila ni Jesus, na nagsasabi, “Kapayapaan ay sumainyo.” At paglapit nila sa kanya ay niyakap ang kanyang mga paa at siya'y sinamba."
"Sinabihan sinda ni Jesus, “Dai kamo matakot. Sabihan nindo an mga tugang ko na magduman sinda sa Galilea, ta duman ninda ako mahihiling.”","Pagkatapos ay sinabi ni Jesus sa kanila, “Huwag kayong matakot. Humayo kayo at sabihin ninyo sa aking mga kapatid na pumunta sila sa Galilea, at doon ay makikita nila ako.”"
"Pakahale kan mga babae, nagduman sa syudad an ibang mga bantay asin isinumbong sa mga poon na padi an gabos na nangyari.","Habang patungo sila roon, ang ilan sa mga bantay ay pumunta sa lunsod at ibinalita sa mga punong pari ang lahat ng mga bagay na nangyari."
"Nag-orolay an mga poon na padi asin an mga kamagurangan; kan magkaoroyon sinda, tinawan ninda nin dakulang kantidad an mga soldados","Pagkatapos makipagpulong sa matatanda, nagpanukala sila na magbigay ng sapat na salapi sa mga kawal,"
"saka pinagbotan, “Sabihon nindo sa mga tawo na mantang kamo natotorog, nag-abot an mga disipulo ni Jesus dangan hinabon an saiyang bangkay.","na sinasabi, “Sabihin ninyo, ‘Ang kanyang mga alagad ay dumating nang gabi at siya'y kanilang ninakaw samantalang kami'y natutulog.’"
"Kun makaabot ini sa Gobernador, kami na an bahala na magpaliwanag saiya. Mayo kamong dapat na ikahandal.”","Kung mabalitaan ito ng gobernador, hihikayatin namin siya, at ilalayo namin kayo sa gulo.”"
Kinua kan mga bantay an kwarta saka ginibo ninda an sinabi sainda. Sagkod ngunyan siring kaiyan an sinasabi kan mga Judio.,At ginawa nga ng mga tumanggap ng salapi ang ayon sa itinuro sa kanila. Ang salitang ito ay kumalat sa mga Judio hanggang sa araw na ito.
"Nagduman an onseng disipulo sa Galilea, sa bulod na pinapadumanan sainda ni Jesus.","Samantala, ang labing-isang alagad ay pumunta sa Galilea, sa bundok na itinuro sa kanila ni Jesus."
"Kan mahiling ninda si Jesus, sinamba ninda siya, alagad an iba nagduwa-duwa.","At nang siya'y kanilang makita, ay kanilang sinamba siya. Subalit ang ilan ay nag-alinlangan."
"Dinolok sinda ni Jesus asin sinabihan, “Itinao sako an gabos na kapangyarihan sa langit asin sa daga.","Lumapit si Jesus at sinabi sa kanila, “Ang lahat ng awtoridad sa langit at sa ibabaw ng lupa ay ibinigay na sa akin."
"Kaya paduman kamo sa gabos na tawo saen man na lugar; gibohon nindo sindang mga disipulo ko. Bunyagan nindo sinda sa ngaran nin Ama, nin Aki, asin nin Espiritu Santo.","Kaya't sa paghayo ninyo, gawin ninyong alagad ang lahat ng mga bansa, bautismuhan ninyo sila sa pangalan ng Ama at ng Anak at ng Espiritu Santo,"
Tukdoan nindo sindang magkuyog kan gabos na ipinaboot ko saindo. Giromdomon nindo ini: danay akong kaiba nindo sagkod sa kataposan kan panahon.”,"at turuan silang sundin ang lahat ng mga bagay na iniutos ko sa inyo. At narito, ako'y kasama ninyong palagi, hanggang sa katapusan ng panahon.”"
"Ini an Marahay na Bareta ni Jesu-Cristo na Aki nin Dios,","Ang pasimula ng ebanghelyo ni Jesu-Cristo, ang Anak ng Diyos."
siring sa nasusurat sa libro ni Propeta Isaias:,"Ayon sa nasusulat sa Isaias na propeta,"
"“‘Uya, papaenoton ko saimo an sugo ko,","“Narito, ipinapadala ko ang aking sugo sa iyong unahan,"
nganing andamon an dalan na aagihan mo.’,na maghahanda ng iyong daan;
Igwang nagkukurahaw sa kalangtadan:,ang tinig ng isang sumisigaw sa ilang:
‘Andama an dalan para sa Kagurangnan;,"‘Ihanda ninyo ang daan ng Panginoon,"
tanosa an dalan na saiyang lalakawan!’”,"Tuwirin ninyo ang kanyang mga landas,’”"
"Kaya nagduman si Juan sa kalangtadan. Nagbunyag siya asin naghulit sa mga tawo, “Magbakle na kamo saka magpabunyag asin papatawadon kamo nin Dios kan mga kasalan nindo.”",si Juan na Tagapagbautismo ay dumating sa ilang at ipinangangaral ang bautismo ng pagsisisi sa ikapagpapatawad ng mga kasalanan.
Nagduman sa pagdangog ki Juan an gabos na taga Judea saka taga Jerusalem. Itinuga ninda an saindang mga kasalan dangan binunyagan sinda ni Juan sa Salog nin Jordan.,"Pumupunta sa kanya ang mga tao mula sa buong lupain ng Judea at ang lahat ng mga taga-Jerusalem; at sila'y binabautismuhan niya sa Ilog Jordan, na nagpapahayag ng kanilang mga kasalanan."
An gubing ni Juan hinabol na buhok nin kamelyo saka may hagkos siyang anit; an kinakakan niya doron asin dugos.,"Si Juan ay nakadamit ng balahibo ng kamelyo, may sinturong balat sa kanyang baywang, at kumakain ng mga balang at pulot-pukyutan."
"Nagpahayag siya sa mga tawo, “An tawong maabot na kasunod ko mas mapangyari ki sa sako, asin dai ako maninigo na maghale kan saiyang sandalyas.","At siya'y nangangaral, na nagsasabi, “Dumarating na kasunod ko ang higit na makapangyarihan kaysa akin; hindi ako karapat-dapat yumukod at magkalag ng tali ng kanyang mga sandalyas."
"Binubunyagan ko kamo sa tubig, alagad siya mabunyag saindo sa Espiritu Santo.”","Binautismuhan ko kayo sa tubig, ngunit kayo'y babautismuhan niya sa Espiritu Santo.”"
Dai nahaloy nag-abot si Jesus hale sa Nazaret nin Galilea asin binunyagan ni Juan sa Salog nin Jordan.,"Nang mga araw na iyon ay nanggaling si Jesus sa Nazaret ng Galilea, at siya'y binautismuhan ni Juan sa Jordan."
"Pakahawas ni Jesus sa tubig, nahiling tolos niya na an langit nabuksan asin an Espiritu Santo arog sa salampati na naghihilig saiya.","Pagkaahon niya sa tubig, nakita niyang biglang nabuksan ang kalangitan, at ang Espiritu na bumababa sa kanya na tulad sa isang kalapati."
"Dangan nagsabi an sarong tingog hale sa langit, “Ika an sakong namomotan na Aki na sakong ikinakaogma.”","At may isang tinig na nagmula sa langit, “Ikaw ang minamahal kong Anak, sa iyo ako lubos na nalulugod.”"
Pinaduman tolos siya kan Espiritu Santo sa kalangtadan.,At agad siyang dinala ng Espiritu sa ilang.
"Kwarentang aldaw siya duman, na pinagsogotan ni Satanas. Idtoon man duman an mga mariringis na hayop; asin pinaglingkodan siya kan mga anghel.","Siya'y nasa ilang ng apatnapung araw, at tinukso siya ni Satanas. Kasama siya ng mababangis na hayop at pinaglingkuran siya ng mga anghel."
"Kan mabilanggo si Juan, nagduman si Jesus sa Galilea asin naghulit siya kan Marahay na Bareta nin Dios.","Pagkatapos madakip si Juan, pumunta si Jesus sa Galilea na ipinangangaral ang ebanghelyo ng Diyos,"
"Nagsabi siya, “Uminabot na an talaan na panahon; uya na an Kahadean nin Dios! Magbakle kamo asin magtubod sa Marahay na Bareta!”","na sinasabi, “Naganap na ang panahon at malapit na ang kaharian ng Diyos: kayo'y magsisi at manampalataya sa ebanghelyo.”"
"Kan naglalakaw si Jesus sa baybayon kan Danaw nin Galilea, nahiling niya an magtugang na parasira—si Simon saka si Andres—na nag-iitsa kan hikot sa danaw.","Sa pagdaan ni Jesus sa tabi ng dagat ng Galilea, nakita niya sina Simon at ang kanyang kapatid na si Andres na naghahagis ng lambat sa dagat, sapagkat sila'y mga mangingisda."
"Inapod sinda ni Jesus, “Sumunod kamo sako asin gigibohon ko kamong parasira nin tawo.”","At sinabi sa kanila ni Jesus, “Sumunod kayo sa akin at gagawin ko kayong mga mamamalakaya ng mga tao.”"
Binayaan tolos ninda an saindang mga hikot saka nagsunod ki Jesus.,Kaagad nilang iniwan ang kanilang mga lambat at sumunod sa kanya.
Sa oroenotan nahiling ni Jesus an magtugang na Santiago asin Juan na mga aki ni Zebedeo. Yaon sinda sa sakayan nagpapakarahay kan mga hikot.,"Nang makalakad pa siya ng kaunti, nakita niya sina Santiago na anak ni Zebedeo at si Juan na kanyang kapatid na naghahayuma ng mga lambat sa kanilang bangka."
"Pakahiling sainda ni Jesus inapod niya sinda; binayaan ninda sa sakayan an ama nindang si Zebedeo sagkod an mga lalaking parapatandan, dangan nagsunod ki Jesus.",Agad niyang tinawag sila at iniwan nila si Zebedeo na kanilang ama sa bangka na kasama ng mga upahang tauhan at sumunod sa kanya.
"Nagduman si Jesus asin an saiyang mga disipulo sa banwaan nin Capernaum. Pag-abot kan Sabbath, naglaog si Jesus sa sinagoga saka nagtukdo.","Nagpunta sila sa Capernaum. Nang araw ng Sabbath, kaagad siyang pumasok sa sinagoga at nagturo."
"An mga tawo nagngalas sa saiyang katukdoan, huli ta nagtukdo siya na may kapangyarihan, bakong arog kan mga paratukdo kan katogonan.","Namangha sila sa kanyang aral, sapagkat sila'y tinuturuan niyang tulad sa isang may awtoridad at hindi gaya ng mga eskriba."
"Biglang naglaog sa sinagoga an sarong lalaking may maraot na espiritu saka nagkurahaw,","At bigla na lamang sa kanilang sinagoga ay may isang tao na may masamang espiritu; at siya'y sumigaw,"
"“Ano an boot mong gibohon samo, Jesus na taga Nazaret? Nagdigdi ka sa paglaglag samo? Midbid taka: ika an banal na sugo nin Dios!”","na nagsasabi, “Anong pakialam mo sa amin, Jesus ng Nazaret? Naparito ka ba upang kami'y puksain? Alam ko kung sino ka, ang Banal ng Diyos.”"
"Alagad pinagbotan ni Jesus an espiritu, “Dai ka magribok asin lumuwas ka sa tawong iyan!”","Sinaway siya ni Jesus, na nagsasabi, “Tumahimik ka, at lumabas ka sa kanya!”"
"Pinakimig-kimig an lalaki kan maraot na espiritu, kuminurahaw asin luminuwas sa lalaki.","Nang kanyang mapangisay siya, ang masamang espiritu ay sumigaw nang malakas na tinig, at lumabas sa tao."
"Nagngalas nin marahay an mga tawo asin nagharapotan sinda, “Ano ini, bagong katukdoan? An tawong ini may kapangyarihan na magboot sa mga maraot na espiritu asin minakuyog sinda saiya!”","Silang lahat ay namangha, at nagtanungan sila sa isa't isa, na sinasabi, “Ano ito? Isang bagong aral! May kapangyarihan siyang mag-utos maging sa masasamang espiritu at siya'y kanilang sinusunod.”"
An bareta dapit ki Jesus nakalakop sa bilog na rehiyon nin Galilea.,Agad na kumalat ang balita tungkol sa kanya sa buong palibot ng lupain ng Galilea.
"Paghale ninda sa sinagoga nagdagos sinda sa harong ni Simon asin Andres, kaiba si Santiago asin si Juan.","Pagkalabas sa sinagoga, pumasok sila sa bahay ni Simon at ni Andres, kasama sina Santiago at Juan."
"An panugangan na babae ni Simon naghihigda ta kinakalentura, asin ini tolos nindang sinabi ki Jesus.",At ang biyenang babae ni Simon ay nakahiga na nilalagnat at agad nilang sinabi kay Jesus ang tungkol sa kanya.
"Kaya dinolok ni Jesus an babae, kinaptan sa kamot saka tinabangan na bumangon. Tolos ining narahay asin naglingkod sainda.",Lumapit siya at hinawakan ang babae sa kamay at siya'y ibinangon. Nawala ang kanyang lagnat at siya'y naglingkod sa kanila.
"Pagsolnop kan aldaw, dinara ki Jesus kan mga tawo an gabos na naghehelang asin an mga may demonyo.","Pagsapit ng gabi, pagkalubog ng araw, kanilang dinala sa kanya ang lahat ng mga maysakit at ang mga inaalihan ng mga demonyo."
Nagtiripon sa natad kan harong an gabos na tawo sa banwa.,Ang buong lunsod ay nagkatipon sa may pintuan.
Binolong ni Jesus an dakul na tawong may manlaen-laen na helang asin pinaluwas niya an dakul na demonyo. Dai ni Jesus tinugotan na magtaram nin anoman an mga demonyo huli ta midbid ninda kun siisay siya.,"At nagpagaling siya ng maraming iba't ibang may karamdaman at nagpalayas siya ng maraming demonyo. Hindi niya pinahintulutang magsalita ang mga demonyo, sapagkat siya'y kilala nila."
"Kan sunod na aldaw, haloy pa bago magsirang an aldaw, nagbangon na si Jesus dangan naghale sa harong. Nagpasiring siya sa lugar na mayong tawo dangan namibi duman.","Nang madaling-araw, habang madilim pa, pagbangon ni Jesus ay lumabas siya at nagtungo sa isang ilang na lugar, at doon ay nanalangin."
Hinanap siya ni Simon asin kan saiyang mga kairiba.,Hinanap siya ni Simon at ng mga kasamahan niya.
"Kan makua ninda siya, nagsabi sinda saiya, “Hinahanap ka kan mga tawo.”","Siya'y natagpuan nila, at sinabi sa kanya, “Hinahanap ka ng lahat.”"
"Alagad nagsimbag si Jesus, “Magduman kita sa ibang mga banwa tanganing hulitan ko man kan tataramon nin Dios, huli ta iyan an katuyohan kan pagdigdi ko.”","Sinabi niya sa kanila, “Pumunta tayo sa iba pang mga karatig-bayan upang ako'y makapangaral din naman doon, sapagkat dahil dito ako'y naparito.”"
Kaya linibot ni Jesus an bilog na Galilea. Naghulit siya sa mga sinagoga saka nagpaluwas nin mga demonyo.,At nagpunta siya sa buong Galilea na nangangaral sa kanilang mga sinagoga at nagpapalayas ng mga demonyo.
"Nagdolok ki Jesus an sarong daoton, nagluhod saka nakimaherak na tabangan. “Kun boot mo, malilinigan mo ako,” an sabi kan daoton.","Lumapit sa kanya ang isang ketongin na nakikiusap at nakaluhod na nagsasabi, “Kung gusto mo, maaari mo akong linisin.”"
"Naherak saiya si Jesus, inunat an saiyang kamot, dinutaan an daoton asin sinabihan, “Boot ko! Magin malinig ka!”","Dahil sa awa, iniunat ni Jesus ang kanyang kamay, hinipo ang ketongin at sinabi sa kanya, “Gusto ko, maging malinis ka.”"
Nahale tolos an daot asin nagin malinig an lalaki.,At kaagad na nawala ang kanyang ketong at siya'y naging malinis.
Pinahale tolos siya ni Jesus pakatapos na pagbotan nin siring:,"Pagkatapos na mahigpit siyang binalaan, kaagad niya itong pinaalis."
"“Dai mo ini ipang-osip, kundi magduman ka asin magpahiling sa padi; dangan magdolot ka kan ipinagboboot ni Moises sa pagpatunay sa gabos na tawo na malinig ka na.”","Sinabi niya sa kanya, “Tiyakin mong wala kang sasabihin kaninuman kundi pumunta ka at magpakita sa pari at maghandog ka para sa pagkalinis sa iyo ayon sa ipinag-utos ni Moises bilang isang patotoo sa kanila.”"
Pakalihis nin nagkapirang aldaw nagbalik si Jesus sa Capernaum asin nakalakop an bareta na siya nasa saiyang harong.,"Nang siya'y magbalik sa Capernaum pagkaraan ng ilang araw, kumalat ang balita na siya'y nasa bahay."
"Kaya kadakul na tawo an nagduman, mala ta mayo na nin lugar na matitindogan maski sa natad. Naghuhulit si Jesus sainda kan tataramon,","Maraming nagtipon, kaya't wala nang lugar kahit sa may pintuan. At kanyang ipinangaral sa kanila ang salita."
kan mag-abot an apat na lalaking may pinagbubuligan pasiring saiya na sarong lalaking paralitiko.,May mga taong dumating na may dala sa kanya na isang lalaking lumpo na buhat ng apat.
"Huli sa kadakulan nin tawo, dai ninda ikinarani ki Jesus an paralitiko. Kaya hinaklas ninda an atop sa tangod kan natitindogan ni Jesus saka itinunton ninda an nahihigdaan kan paralitiko.","Nang hindi nila ito mailapit sa kanya dahil sa karamihan ng tao, kanilang tinanggal ang bubungan sa tapat ng kanyang kinaroroonan. Nang kanilang mabutas iyon, ibinaba nila ang higaang kinahihigan ng lumpo."
"Kan mahiling ni Jesus an saindang pagtubod, sinabihan niya an paralitiko, “Aki ko, pinapatawad na an mga kasalan mo.”","Nang makita ni Jesus ang kanilang pananampalataya, sinabi niya sa lumpo, “Anak, pinatatawad na ang iyong mga kasalanan.”"
Nagkapirang mga paratukdo kan Katogonan na nagtutukaw duman an nagsaboot:,"May ilan sa mga eskriba na nakaupo roon na nagtatanong sa kanilang mga puso,"
“Tadaw ta nangangahas na maglanghad an tawong ini tumang sa Dios? Dai nin siisay man na makakapagpatawad nin mga kasalan kundi an Dios sana!”,“Bakit nagsasalita ng ganito ang taong ito? Siya'y lumalapastangan! Sino ang makapagpapatawad ng mga kasalanan maliban sa Diyos?”
"Aram ni Jesus an iniisip ninda, kaya hinapot niya sinda tolos, “Tadaw ta nag-iisip kamo nin siring?","Pagkabatid ni Jesus sa kanyang espiritu na nagtatanong sila ng gayon sa kanilang mga sarili, agad niyang sinabi sa kanila, “Bakit nagtatanong kayo ng ganito sa inyong mga puso?"
"Arin an mas masayon sabihon sa paralitikong ini, ‘Pinapatawad na an mga kasalan mo,’ o ‘Tindog, daraha an higdaan mo asin lakaw’?","Alin ba ang mas madali, ang sabihin sa lumpo, ‘Pinatatawad na ang iyong mga kasalanan;’ o ang sabihin, ‘Tumayo ka, damputin mo ang iyong higaan, at lumakad ka?’"
"Alagad tanganing maaraman nindo na an Aki nin Tawo igwa nin kapangyarihan digdi sa daga na magpatawad nin mga kasalan,” sinabihan niya an paralitiko,",Ngunit upang malaman ninyo na ang Anak ng Tao ay may awtoridad sa lupa na magpatawad ng mga kasalanan”—sinabi niya sa lumpo—
"“Tindog, daraha an saimong higdaan dangan pumuli ka na!”","“Sinasabi ko sa iyo, tumayo ka, damputin mo ang iyong higaan, at umuwi ka.”"
"Nagtindog an paralitiko, dinara an hinigdaan niya dangan hidaling naghale na nahihiling kan mga tawo. Nagngalas sinda gabos, nag-omaw sa Dios saka nagsabi, “Dai pa kami nakahiling nin arog kaini!”","Tumayo nga siya, agad na dinampot ang higaan at umalis sa harapan nilang lahat. Anupa't namangha silang lahat at niluwalhati nila ang Diyos, na nagsasabi, “Kailanma'y hindi pa tayo nakakita ng ganito!”"
Nagduman giraray si Jesus sa tampi kan Danaw nin Galilea. Sinundan siya kan mga tawo asin tinukdoan niya sinda.,At si Jesus ay muling lumabas sa tabi ng lawa. Nagtipon sa paligid niya ang napakaraming tao at sila'y kanyang tinuruan.
"Mantang naglalakaw siya, nahiling niya an parasingil nin buhis na si Levi, aki ni Alfeo, na nagtutukaw sa pinagsisingilan nin buhis. Sinabihan siya ni Jesus, “Sumunod ka sako.” Nagtindog si Levi dangan nagsunod ki Jesus.","Habang siya'y naglalakad, nakita niya si Levi na anak ni Alfeo na nakaupo sa tanggapan ng buwis at sinabi sa kanya, “Sumunod ka sa akin.” Tumayo siya at sumunod sa kanya."
"Kan si Jesus nagkakakan sa harong ni Levi, kadakul na parasingil nin buhis asin mga parakasala an nagsurunod saiya; dakul sainda an nagsabay sa lamesa ki Jesus asin sa saiyang mga disipulo.","At nang siya'y nakaupo sa hapag-kainan sa bahay ni Levi, maraming maniningil ng buwis at mga makasalanan ang nakaupong kasalo ni Jesus at ng kanyang mga alagad sapagkat marami silang sumunod sa kanya."
"Nagkapirang paratukdo kan Katogonan, na mga Fariseo, pakahiling ki Jesus na nagkakakan kasabay an mga parasingil nin buhis saka mga parakasala, nagsabi sa mga disipulo ni Jesus, “Tadaw ta nagkakakan siya sa kaibahan nin mga parasingil nin buhis saka mga parakasala?”","Nang makita ng mga eskriba ng mga Fariseo na siya'y kumakaing kasalo ng mga makasalanan at ng mga maniningil ng buwis, sinabi nila sa kanyang mga alagad, “Bakit siya kumakaing kasalo ng mga maniningil ng buwis at ng mga makasalanan?”"
"Kan madangog ini ni Jesus, sinabihan niya sinda, “An mga mayong helang dai nangangaipo nin doktor kundi an mga naghehelang. Dai ako nagdigdi sa pag-apod kan mga matanos kundi kan mga parakasala.”","Nang ito'y marinig ni Jesus, sinabi niya sa kanila, “Ang malalakas ay hindi nangangailangan ng manggagamot, kundi ang mga maysakit. Hindi ako naparito upang tawagin ang mga matuwid, kundi ang mga makasalanan.”"
"Nag-aayuno kaidto an mga disipulo ni Juan Bautista asin an mga Fariseo kan nagdolok an nagkapirang tawo ki Jesus saka naghapot, “Tadaw ta nag-aayuno an mga disipulo ni Juan saka kan mga Fariseo, alagad an mga disipulo mo dai?”","Noon ay nag-aayuno ang mga alagad ni Juan at ang mga Fariseo. Sila'y lumapit at sinabi sa kanya, “Bakit nag-aayuno ang mga alagad ni Juan at ang mga alagad ng mga Fariseo, ngunit hindi nag-aayuno ang iyong mga alagad?”"
"Nagsimbag si Jesus, “Mag-aayuno daw an mga bisita sa kinasal mantang kaiba pa ninda an nobyo? Mantang kaiba pa ninda an nobyo dai sinda mag-aayuno.","Sinabi sa kanila ni Jesus, “Maaari bang mag-ayuno ang mga abay sa kasalan, samantalang ang lalaking ikakasal ay kasama pa nila? Habang kasama pa nila ang lalaking ikakasal, hindi sila maaaring mag-ayuno."
"Alagad maabot an panahon na an nobyo hahaleon sa kaibahan ninda. Pag-abot kan aldaw na iyan, dangan na sinda mag-aayuno.",Ngunit darating ang mga araw na kukunin sa kanila ang lalaking ikakasal at kung magkagayo'y mag-aayuno sila sa araw na iyon.
"“Dai nin siisay man na minatagubhang nin bagong tela sa daan na gubing huli ta pagkonkon kan itinagubhang na bagong tela, orog na madakula an gisi.","Walang nagtatagpi ng matibay na tela sa damit na luma. Kapag gayon, babatakin ng itinagpi, ang bago mula sa luma at lalong lalaki ang punit."
"Dai nin siisay man na minapalis nin bagong arak sa daan na lalagan na anit, ta mabubusi kan bagong arak an daan na anit asin parehong masasayang an arak saka an lalagan na anit. Kaya, ipalis an bagong arak sa bagong lalagan na anit.”","Walang naglalagay ng bagong alak sa mga lumang sisidlang balat. Kapag gayon, papuputukin ng alak ang mga balat at matatapon ang alak at masisira ang mga sisidlang balat. Sa halip, ang bagong alak ay inilalagay sa mga bagong sisidlang balat.”"
