source,reference,translation
‘A people has come out of Egypt and covered the land. Now come and curse them for me. Perhaps I’ll be able to fight against them and drive them out.’”,"Sinabi ng Diyos kay Balaam, “Huwag kang paroroon na kasama nila. Huwag mong susumpain ang bayan, sapagkat sila'y pinagpala.”","May isang bayan na lumabas mula sa Ehipto at sumasaklaw sa lupain. Ngayon ay kayo'y sumapit at sumumpa sa kanila para sa akin, baka ako'y makikipaglaban sa kanila at papalabasin sila."
Make two gold rings for the chest pendant and attach the two rings to the two edges of the chest pendant.,"at igagawa mo ang ibabaw ng pektoral ng dalawang singsing na ginto, at ilalagay mo ang dalawang singsing sa dalawang sulok ng pektoral.","Gawin mo ang dalawang singsing ng ginto para sa hangganan ng dibdib, at i-attach ang dalawang singsing sa dalawang gilid ng hangganan ng dibdib."
"While he was still talking to them, Rachel came with her father’s flock since she was its shepherd.","Sinabi ni Jacob kay Raquel na siya'y kamag-anak ni Laban na kanyang ama, at anak siya ni Rebecca. Kaya't tumakbo si Raquel at sinabi sa kanyang ama.","Habang nagsasalita pa siya sa kanila, dumating si Raquel kasama ang mga tupa ng kanyang ama, sapagkat siya'y nagmamapastol nito."
"but when it’s planted, it grows and becomes the largest of all vegetable plants. It produces such large branches that the birds in the sky are able to nest in its shade. ”","ngunit kapag ito'y naihasik ay tumutubo, nagiging mas malaki kaysa lahat ng mga halaman, at nagsasanga ng malalaki, anupa't ang mga ibon sa himpapawid ay nakakagawa ng mga pugad sa lilim nito.”","Ngunit kapag itinanim na ito, ito'y lumaki at nagiging pinakamalaking mula sa lahat ng mga halaman, at nagbubunga ng mga sanga, na ang mga ibon sa langit ay maaaring gumawa ng mga habog sa ilalim ng anino nito."
“I really thought that I ought to oppose the name of Jesus the Nazarene in every way possible.,"At ginawa ko ito sa Jerusalem; at hindi ko lamang kinulong sa mga bilangguan ang marami sa mga banal, sa pamamagitan ng awtoridad mula sa mga punong pari, kundi nang sila'y ipapatay, ay ibinibigay ko ang aking pagsang-ayon laban sa kanila.",Sa akin mismo ay naisip na dapat kong gawin ang lahat upang labanan ang pangalan ni Jesus na taga-Nazaret.
"But happy are you, even if you suffer because of righteousness! Don’t be terrified or upset by them.","Subalit magdusa man kayo ng dahil sa katuwiran ay mapapalad kayo. Huwag kayong matakot sa kanilang pananakot, ni mabahala,","Ngunit kung kayo'y magdurusa dahil sa katuwiran, kayo'y maligaya. Huwag kayong matakot sa kanila, ni magagalit sa kanila."
"He canceled the detailed rules of the Law so that he could create one new person out of the two groups, making peace.","Sapagkat siya ang ating kapayapaan, na kanyang pinag-isa ang dalawa, at sa pamamagitan ng kanyang laman ay giniba ang gitnang pader ng alitang humahati.","Sa pamamagitan ng pagpapahayag ng kapayapaan, siya'y binayaan ang mga tuntunin ng kautusan, upang siya'y lumikha ng isang bagong tao mula sa dalawang tao."
"So, as the Holy Spirit says,","Kaya't gaya ng sinasabi ng Espiritu Santo,","Kaya, gaya ng sinasabi ng Espiritu Santo,"
"Whoever does the will of my Father who is in heaven is my brother, sister, and mother. ”","Sapagkat sinumang gumagawa ng kalooban ng aking Ama na nasa langit, ay siyang aking mga kapatid na lalaki at babae, at ina.”","Sapagka't ang sinumang gumagawa ng kalooban ng aking Ama na nasa langit, siya ang aking kapatid na lalaki, kapatid na babae, at ina."
"They will stand a long way off because they are afraid of the pain she suffers, and they will say, ‘Oh, the horror! Babylon, you great city, you powerful city! In a single hour your judgment has come.’",at ang mga mangangalakal sa lupa ay yumaman dahil sa kapangyarihan ng kanyang kalayawan.”,"Sila'y tatakbo sa malayo dahil sa takot sa kanyang pagdurusa, at magsasabing, Kahit, kahit! Babilonia, ang malaking lunsod, ang malakas na lunsod! Sa isang oras ay dumating ang iyong paghuhukom."
The men who were holding Jesus in custody taunted him while they beat him.,Nagsalita pa sila ng maraming mga panlalait laban sa kanya.,"Ang mga taong nag-iwan ni Jesus ay nagsisigaw sa kanya, at siya'y tinampalo."
"in the divine image God created them,","Sa bawat mailap na hayop sa lupa, at sa bawat ibon sa himpapawid, at sa bawat gumagapang sa ibabaw ng lupa, sa bawat bagay na may hininga ng buhay ay ibinigay ko ang lahat ng halamang luntian bilang pagkain.” At ito ay nangyari.","sa larawan ng Diyos ay nilikha siya ng Diyos,"
He will cut them in pieces and put them in a place with the hypocrites. People there will be weeping and grinding their teeth.,"at siya'y pagpuputul-putulin at ilalagay na kasama ng mga mapagkunwari, kung saan ay magkakaroon ng pagtangis at pagngangalit ng mga ngipin.","At siya'y puputol sa kanila, at ilagay sila sa kabilang dako ng mga mapagpakumbaba; doon sila'y magtatangis at magsisisi ng mga ngipin."
"They went directly to Moses, Aaron, and the entire Israelite community in the Paran desert at Kadesh. They brought back a report to them and to the entire community and showed them the land’s fruit.","Gayunman, ang mga tao na tumitira sa lupaing iyon ay malalakas, at ang mga bayan ay may pader at napakalalaki; at saka aming nakita roon ang mga anak ni Anak.","Sila'y nagpunta nang direkta kay Moises, kay Aaron, at sa buong kapisanan ng mga anak ni Israel sa ilang ng Paran sa Kadesh. Sila'y nagdala ng ulat sa kanila at sa buong kapisanan at ipinakita sa kanila ang mga bunga ng lupain."
"Araunah looked up and saw the king and his servants approaching him. Araunah rushed out and bowed low before the king, his nose to the ground.","Nang tumanaw si Arauna, nakita niya ang hari at ang kanyang mga lingkod na papalapit sa kanya. Si Arauna ay lumabas at patirapang nagbigay-galang sa hari.","At tumingin si Arauna, at nakita niya ang hari at ang kaniyang mga lingkod na humarap sa kanya; at si Arauna ay nagmamadali at nagpakumbaba sa harap ng hari, na ang kanyang ilong ay nasa lupa."
Now kill every male child and every female who has known a man intimately by sleeping with him.,Ngayon ay patayin ninyo ang lahat ng mga batang lalaki at bawat babae na nakakilala na ng lalaki sa pamamagitan ng pagsiping sa mga ito.,Ngayon ay papatayin ninyo ang lahat ng anak na lalaki at ang lahat ng babae na nakakakilala ng isang lalaki sa pamamagitan ng pagtatalik sa kanya.
"But again, in the passage above, God said, “ They will never enter my rest! ”","At sa dakong ito ay muling sinabi, “Sila'y hindi papasok sa aking kapahingahan.”","Sapagka't sinabi niya sa lugar na ito, Hindi sila makakasama sa aking pahinga."
"This is why I’m writing these things while I’m away. I’m writing so that I won’t need to act harshly when I’m with you by using the authority that the Lord gave me. He gave it to me so that I could build you up, not tear you down.","Kaya't isinusulat ko ang mga bagay na ito samantalang ako'y wala pa sa inyo, upang kapag ako ay dumating ay hindi na ako kailangang maging mabagsik sa aking paggamit ng kapamahalaang ibinigay sa akin ng Panginoon para sa ikatatatag, at hindi sa ikawawasak.","Ito ang dahilan kung bakit isinusulat ko ang mga bagay na ito habang wala ako sa inyo, upang kapag ako'y naroroon ay hindi ako kailangang maging mapigilan sa pamamagitan ng kapangyarihan na ibinigay sa akin ng Panginoon, upang kayo'y patayo, at hindi sa pagkawasak."
Jonathan got up from the table in a rage. He didn’t eat anything on the second day of the new moon because he was worried about David and because his father had humiliated him.,"Kinaumagahan, si Jonathan ay pumunta sa parang ayon sa napag-usapan nila ni David, at kasama niya ang isang munting bata.","At siya'y tumayo mula sa lamesa sa galit; at siya'y hindi kumakain sa ikalawang araw ng bagong buwan, dahil siya'y nag-aalala tungkol kay David, at dahil sa pagpapakumbaba sa kanya ng kanyang ama."
You are saved by God’s grace because of your faith. This salvation is God’s gift. It’s not something you possessed.,upang kanyang maipakita sa mga panahong darating ang di-masukat na kayamanan ng kanyang biyaya sa kagandahang-loob sa atin sa pamamagitan ni Cristo Jesus.,"Sapagka't sa pamamagitan ng biyaya ay kayo'y niligtas sa pamamagitan ng pananampalataya, at ito'y kaloob ng Diyos, at hindi mula sa inyong sarili."
The waters rose and spread out over the earth. The ark floated on the surface of the waters.,"Dumagsa ang tubig at lumaki nang husto sa ibabaw ng lupa, at lumutang ang daong sa ibabaw ng tubig.","Ang tubig ay tumataas at lumaki sa ibabaw ng lupa, at ang daong ay lumangoy sa ibabaw ng tubig."
The young man didn’t waste any time doing this because he liked Jacob’s daughter so much. He was more respected than anyone else in his father’s household.,"Hindi nag-atubili ang binata na gawin iyon, sapagkat nalugod siya sa anak na babae ni Jacob. Si Shekem ay ang pinakamarangal sa buong sambahayan ng kanyang ama.","Ang batang lalaki ay hindi nag-iwas sa paggawa ng bagay na ito, sapagkat siya'y nagmamahal sa anak na babae ni Jacob, at siya'y higit sa lahat ng mga tao sa bahay ng kanyang ama."
"However, Israel did take the cattle and other booty of that city as plunder for themselves, in agreement with the command that the LORD had given Joshua.","Tanging ang hayop at ang samsam sa lunsod na iyon ang kinuha ng Israel bilang samsam, ayon sa salita ng Panginoon na kanyang iniutos kay Josue.","Ngunit ang mga hayop at ang iba pang mga gantimpala ng lunsod ay kinuha ng mga Israelita para sa kanilang sarili, gaya ng iniutos ng Panginoon kay Josue."
"But we said, ‘We can’t go down. We will go down only if our youngest brother is with us. We won’t be able to gain an audience with the man without our youngest brother with us.’","ay aming sinabi, ‘Hindi kami makakababa. Kung ang aming bunsong kapatid ay kasama namin, ay bababa kami. Sapagkat hindi namin makikita ang mukha ng lalaking iyon, malibang ang aming bunsong kapatid ay kasama namin.’","Ngunit sinabi namin, Hindi kami makakasama. Makakasama kami kung kasama ang aming pinakamaliit na kapatid, at hindi kami makakasama sa lalaking iyon kung wala ang aming pinakamaliit na kapatid sa amin."
"When the Jews saw the crowds, they were overcome with jealousy. They argued against what Paul was saying by slandering him.",isang gawang sa anumang paraa'y hindi ninyo paniniwalaan kung sabihin sa inyo ng sinuman.’”,"Nang makita ng mga Judio ang mga karamihan, sila'y napansin ng kaawa-awa, at sila'y sumasang-ayon sa mga sinasabi ni Pablo, at nagsisigaw."
"The priest will examine it. If the infection has turned white, the priest will declare the infected person clean; at that point, the person is clean.","siya'y susuriin ng pari, at kung ang karamdaman ay pumuti, ang may karamdaman ay ipahahayag ng pari na malinis; siya nga'y malinis.","At ang saserdote ay magsisiyasat sa kanya, at kung ang sakit ay naging puti, ang saserdote ay magsisiyasat na malinis ang taong iyon; sa sandaling iyon ay malinis siya."
"“I assure you that the time is coming—and is here!—when the dead will hear the voice of God’s Son, and those who hear it will live.","upang parangalan ng lahat ang Anak, na gaya rin ng kanilang pagpaparangal sa Ama. Ang hindi nagpaparangal sa Anak ay hindi nagpaparangal sa Ama na sa kanya'y nagsugo.","Sa katunayan, sinasabi ko sa inyo, darating ang oras, at narito na, na ang mga patay ay maririnig ang tinig ng Anak ng Diyos, at ang mga maririnig ay mabubuhay."
"The next day he came upon some Israelites who were caught up in an argument. He tried to make peace between them by saying, ‘You are brothers! Why are you harming each other?’","Nang sumunod na araw, lumapit siya sa kanila samantalang sila'y nag-aaway, at ibig sana niyang sila'y pagkasunduin, na sinasabi, ‘Mga ginoo, kayo'y magkapatid; bakit kayo nag-aaway?’","Nang sumunod na araw ay nakita niya ang ilan sa mga Israelita na nagkakagulo, at sinubukan niyang patunayan sila sa pamamagitan ng pagsasabing, Kayo'y mga kapatid; bakit kayo'y nagsisisi?"
"When someone’s ox hurts someone else’s ox and it dies, then they should sell the live ox and divide its price. They should also divide the dead animal between them.","“Kung ang baka ng sinuman ay nanakit sa baka ng iba, na anupa't namatay, kanila ngang ipagbibili ang bakang buháy, at kanilang paghahatian ang halaga niyon; at ang patay ay paghahatian din nila.","Kung ang baka ng isang tao ay saktan ang baka ng ibang tao at ito'y mamatay, dapat nilang ilalak ang buhay na baka at ibahagi ang halaga nito, at ang patay na hayop ay ibahagi nila."
"You will offer an entirely burned offering as a soothing smell to the LORD : one bull from the herd, one ram, and seven male lambs one year old, all flawless.","Kayo'y maghahandog ng isang handog na sinusunog na mabangong samyo sa Panginoon , ng isang batang toro, isang lalaking tupa, pitong korderong lalaki na isang taong gulang at walang kapintasan.","At kayo'y maghahandog ng isang handog na sinusunog bilang isang inumig na amoy sa Panginoon: isang baka mula sa mga baka, isang kordero, at pitong lalaking kordero na isang taon ang gulang, lahat ay walang pagkakamali."
"She said, “I will go.”","Ngayon, si Isaac ay nanggaling sa daang Beer-lahai-roi at siya'y nakatira sa lupain ng Negeb.","Sinabi niya, Ako'y pupunta."
"These are the ones appointed from the community, chiefs of their ancestral tribes and leaders of the divisions of Israel.",ayon sa iniutos ng Panginoon kay Moises. Gayon niya binilang sila sa ilang ng Sinai.,"Ito ang mga itinatag mula sa lipunan, ang mga pinuno ng kanilang mga lipi, at ang mga pinuno ng mga pangkat ng Israel."
"from Simeon, Shelumiel, Zurishaddai’s son;",kay Juda: si Naashon na anak ni Aminadab;,"mula kay Simeon, si Selumiel na anak ni Zurisadai;"
"When the donkey saw the LORD ’s messenger, it leaned against the wall and squeezed Balaam’s foot against the wall, so he continued to beat it.","Pagkatapos, ang anghel ng Panginoon ay nagpauna uli at tumayo sa isang makipot na dako na walang daang lilikuan maging sa kanan o sa kaliwa.","Nang makita ng asno ang mensahero ng Panginoon, ang asno ay lumuhod sa pader, at pinatay ang paa ni Balaam sa pader, at siya'y nagpatuloy sa pagpapatalo nito."
"Dimnah and its pastures, Nahalal and its pastures; in total: four cities.","ang Dimna pati ang mga pastulan nito, ang Nahalal pati ang mga pastulan nito—apat na lunsod.","Ang Dimnah at ang mga pastol nito, at ang Nahalal at ang mga pastol nito, ang apat na bayan."
"They also had a few fish. He said a blessing over them, then gave them to the disciples to hand out also.","Sila'y kumain at nabusog. At may lumabis na mga piraso, pitong kaing na puno.","Mayroon din sila ng ilang isda, at siya'y nagpasalamat sa kanila, at ibinigay sa mga alagad na ibigay din sa mga tao."
"Abraham said, “I give you my word.”","Nang sumbatan ni Abraham si Abimelec dahil sa isang balon ng tubig na sinamsam sa kanya ng mga tauhan ni Abimelec,","At sinabi ni Abraham, Ibigay ko sa iyo ang aking salita."
"Having said this, he stayed in Galilee.",At nang masabi ang mga bagay na ito ay nanatili siya sa Galilea.,"Nang sabihin niya sa kanila ang mga ito, nanatili siya sa Galilea."
"Thinking he was the gardener, she replied, “Sir, if you have carried him away, tell me where you have put him and I will get him.”","Sinabi sa kanya ni Jesus, “Huwag mo akong hawakan, sapagkat hindi pa ako nakakaakyat sa Ama. Ngunit pumunta ka sa aking mga kapatid, at sabihin mo sa kanila, ‘Aakyat ako sa aking Ama at inyong Ama, sa aking Diyos at inyong Diyos.’”","Sinabi niya sa kanya, Panginoon, kung ikaw ang kumuha sa kanya, sabihin mo sa akin kung saan mo siya inilagay, at ako'y kukuha sa kanya."
"The one who claims, “I know him,” while not keeping his commandments, is a liar, and the truth is not in this person.","Ang nagsasabing, “Kilala ko siya,” ngunit hindi tinutupad ang kanyang mga utos, ay sinungaling, at ang katotohanan ay wala sa kanya.","Ang nagsasabi, Na kilala ko siya, at hindi sumusunod sa kanyang mga utos, siya'y mangsinungaling, at ang katotohanan ay wala sa kanya."
"If he finds it, I assure you that he is happier about having that one sheep than about the ninety-nine who didn’t wander off.",Sapagkat ang Anak ng Tao ay naparito upang iligtas ang nawala.],"Sapagka't kung siya'y mahanap, sinasabi ko sa inyo, siya'y mas maligaya dahil sa isang ito kaysa sa siyam na't siyam na hindi nawala."
"When he said, “I Am,” they shrank back and fell to the ground.","Kaya't muli niyang tinanong sila, “Sino ang inyong hinahanap?” At sinabi nila, “Si Jesus na taga-Nazaret.”","Nang sabihin niya sa kanila, Ako ito, sila'y umuli at bumaba sa lupa."
"Then make forty silver bases to go under the twenty boards. There will be two bases under the first board for its two pegs, two bases under the next board for its two pegs, and so on.","at apatnapung patungang pilak upang ilagay sa ilalim ng dalawampung haligi, dalawang patungan sa bawat haligi na ukol sa dalawang mitsa nito, at dalawang patungan sa ilalim ng ibang haligi para sa dalawa nitong mitsa;","Pagkatapos ay gawin mo ang apatnapung suso ng pilak sa ilalim ng labindalawang tabla; dalawang suso sa ilalim ng unang tabla para sa dalawang pinto nito, dalawang suso sa ilalim ng susunod na tabla para sa dalawang pinto nito, at iba pa."
"He answered, “ I tell you, if they were silent, the stones would shout. ”",at kaluwalhatian sa kataas-taasan!”,"At siya'y sumagot, Sabi ko sa inyo, kung ang mga ito'y magtahimik, ang mga bato'y magsisisigaw."
"Then Jesus said to them, “ Don’t be afraid. Go and tell my brothers that I am going into Galilee. They will see me there. ”","Pagkatapos ay sinabi ni Jesus sa kanila, “Huwag kayong matakot. Humayo kayo at sabihin ninyo sa aking mga kapatid na pumunta sila sa Galilea, at doon ay makikita nila ako.”","Kaya't sinabi ni Jesus sa kanila, Huwag kayong matakot. Pumunta kayo at sabihin ninyo sa aking mga kapatid na ako'y pupunta sa Galilea, at doon sila'y makakakita sa akin."
"These things are an allegory: the women are two covenants. One is from Mount Sinai, which gives birth to slave children; this is Hagar.","Ang mga bagay na ito ay isang paghahambing, sapagkat ang mga babaing ito'y dalawang tipan. Ang isa ay si Hagar na mula sa bundok ng Sinai na nanganganak para sa pagkaalipin.","Ang mga bagay na ito ay isang halimbawa: ang dalawang babae ay dalawang tipan; ang isa ay mula sa bundok ng Sinai, na ipinanganak ng mga alipin, at ito ay si Agar."
"Once you have entered the land the LORD your God is giving you and you have taken possession of it and settled down in it, you might say: “Let’s appoint a king over us, as all our neighboring nations have done.”","“Kapag dumating ka na sa lupaing ibinibigay sa iyo ng Panginoon mong Diyos, at iyong maangkin ito, at iyong matirahan, at iyong sasabihin, ‘Ako'y maglalagay ng isang hari na gaya ng lahat ng mga bansang nasa palibot ko’;","Kapag kayo'y pumasok sa lupain na ibinibigay sa iyo ng Panginoon mong Diyos, at kayo'y nagmamay-ari nito at naninirahan roon, ay kayo'y magsasabi, Magturo kami ng isang hari sa ibabaw namin, gaya ng ginawa ng lahat ng bansa sa paligid namin."
"Lord, who has believed through our message?","at makaunawa sa pamamagitan ng kanilang puso, at magbalik-loob,","Panginoon, sino ang naniniwala sa aming salita?"
"Right then, Jesus made the disciples get into the boat and go ahead to the other side of the lake while he dismissed the crowds.","Pagkatapos ay pinasakay niya kaagad ang kanyang mga alagad sa bangka at pinauna niya sa kabilang ibayo, habang pinapauwi niya ang maraming tao.","Nang magkagayo'y sinabi ni Jesus sa kanyang mga alagad na sumakay sila sa bangka at lumakad sa kabilang bahagi ng dayat, samantalang siya'y pumayag sa mga tao."
"but its insides and lower legs must be washed with water. Then the priest will present all of it and completely burn it on the altar. It is an entirely burned offering, a food gift of soothing smell to the LORD .","ngunit ang mga lamang-loob at ang mga paa ay huhugasan ng tubig. At ihahandog ng pari ang kabuuan at susunugin sa dambana; ito ay isang handog na sinusunog, isang handog na pinaraan sa apoy, na isang mabangong samyo sa Panginoon .","Ngunit ang loob nito at ang mga paa nito ay maghuhugas ng tubig, at ang pari ay maghahandog ng lahat ng ito at susunugin ito sa ibabaw ng dambana. Ito ay isang handog na susunugin na handog, isang handog na handog na nararamdaman ng kaginhawahan sa Panginoon."
"She responded, “Say that these two sons of mine will sit, one on your right hand and one on your left, in your kingdom.”",Nang marinig ito ng sampu ay nagalit sila sa dalawang magkapatid.,"At sinabi niya sa kanya, Ibigay mo sa akin ang utos na ang dalawang anak kong ito ay maglingkod, ang isa sa iyong kanan at ang isa sa iyong kaliwa sa iyong kaharian."
"The person selected, who has the things reserved for God, must be put to death by burning. Burn everything that belongs to him too. This is because he has violated the LORD ’s covenant and has committed an outrage in Israel.”","Kinaumagahan maagang bumangon si Josue, at inilapit ang Israel ayon sa kanilang mga lipi, at ang lipi ni Juda ay napili.","Kaya't ang taong iyon, na may mga bagay na ipinagkaloob sa Diyos, ay papatayin sa sunog, kasama ang lahat ng kanyang kayarian, dahil siya'y sumisira sa tipan ng Panginoon at gumawa ng isang kahihiyan sa Israel."
"When I was with them, I watched over them in your name, the name you gave to me, and I kept them safe. None of them were lost, except the one who was destined for destruction, so that scripture would be fulfilled.","Habang ako'y kasama nila, iningatan ko sila sa iyong pangalan, sila na ibinigay mo sa akin. Sila'y binantayan ko, at isa man sa kanila ay walang napahamak, maliban sa anak ng kapahamakan, upang matupad ang kasulatan.","Habang ako'y kasama nila, pinananatili ko sila sa iyong pangalan, ang pangalan na ibinigay mo sa akin, at iniingatan ko sila, at walang isa sa kanila ang nawala maliban sa lalaking nalalapit, upang matupad ang kasulatan."
certain wicked people have gone out from your community and they’ve led the citizens of their town astray by saying: “Come on! We should follow and worship other gods”—ones you haven’t experienced before;,"na ilang masasamang tao mula sa mga kasama mo ang umalis at iniligaw ang mga naninirahan sa lunsod, na sinasabi, ‘Tayo'y humayo at maglingkod sa ibang mga diyos,’ na hindi ninyo nakilala;","Ang mga taong masama ay lumabas mula sa iyong bayan, at sila'y nagsinungaling sa mga mamamayan ng kanilang bayan, na sinasabi, Sumapit kayo, upang tayo'y sumunod at sumamba sa ibang mga diyos na hindi ninyo alam."
the king of Jerusalem,"ang hari ng Debir, isa; ang hari ng Geder, isa;","ang hari ng Jerusalem,"
"If you are offering it for thanksgiving, you must offer the following with the communal sacrifice of thanksgiving: unleavened flatbread mixed with oil, unleavened thin loaves spread with oil, and flatbread of choice flour thoroughly mixed with oil.","Kung ihahandog niya iyon bilang pasasalamat, ihahandog niyang kasama ng alay ang mga maninipis na tinapay na walang pampaalsa na hinaluan ng langis, mga munting tinapay na hinaluan ng langis, at manipis na tinapay na gawa sa magandang uri ng harina na hinaluan ng langis.","At kung iyong ibibigay ito bilang handog ng pasasalamat, ito'y iyong ibibigay kasama ng handog ng pasasalamat: tinapay na walang levadura na hinuhulan ng langis, tinapay na walang levadura na hinuhulan ng langis, at tinapay na walang levadura na hinuhulan ng langis."
You delivered me from struggles with many people;,“Iniligtas mo ako sa mga alitan sa aking bayan;,Ikaw ang nagligtas sa akin mula sa maraming labanan;
"Jesus asked them, “ What are you arguing about? ”","Sila'y kanyang tinanong, “Ano ang ipinakikipagtalo ninyo sa kanila?”","At sinabi ni Jesus sa kanila, Ano ang inyong pinag-uusapan?"
"The man from whom the demons had gone begged to come along with Jesus as one of his disciples. Jesus sent him away, saying,","At nang bumalik si Jesus, masaya siyang tinanggap ng maraming tao, sapagkat silang lahat ay naghihintay sa kanya.","Kaya't ang taong pinaglayahan ng mga demonyo ay humingi kay Jesus na siya'y sumama sa kanya bilang isa sa kanyang mga alagad. Kaya't iniwan siya ni Jesus, na sinasabi,"
"This is the record of Adam’s descendants. On the day God created humanity, he made them to resemble God","Ito ang aklat ng mga salinlahi ni Adan. Nang lalangin ng Diyos ang tao, siya ay nilalang sa wangis ng Diyos.","Ito ang talaan ng mga anak ni Adan. Noong araw na nilikha ng Diyos ang tao, ginawa niya siya sa anyo ng Diyos."
But if someone has material possessions and sees a brother or sister in need but refuses to help—how can the love of God dwell in a person like that?,"Subalit ang sinumang may mga pag-aari sa sanlibutang ito, at nakikita ang kanyang kapatid na nangangailangan, at pinagsasarhan niya ito ng kanyang damdamin, paanong nananatili ang pag-ibig ng Diyos sa kanya?","Ngunit kung ang isang tao ay may mga bagay sa mundong ito, at nakikita niya ang kanyang kapatid na nangangailangan, at siya'y tumigil sa kanya, paano ang pag-ibig ng Diyos ay nananatili sa kaniya?"
They long for places of honor in the synagogues and at banquets.,"‘Sinabi ng Panginoon sa aking Panginoon,",Gusto nila ang mga pangunahang upuan sa mga sinagoga at sa mga hapunan.
But I’m afraid that your minds might be seduced in the same way as the snake deceived Eve with his devious tricks. You might be unable to focus completely on a genuine and innocent commitment to Christ.,"Ngunit ako'y natatakot na kung paanong si Eva ay dinaya ng ahas sa pamamagitan ng kanyang katusuhan, ang inyong mga pag-iisip ay mailigaw mula sa katapatan at kadalisayan kay Cristo.","Ngunit ako'y natatakot na ang inyong mga isip ay maliligaw, gaya ng pag-aalinlangan ni Eva ng halas sa kanyang katiwalian, at kayo'y maliligaw mula sa tunay at walang kasalanan na pananampalataya kay Cristo."
"The one who said, “ Don’t commit adultery ”, also said, “ Don’t commit murder ”. So if you don’t commit adultery but do commit murder, you are a lawbreaker.","Sapagkat siya na nagsabi, “Huwag kang mangalunya,” ay nagsabi rin, “Huwag kang papatay.” Ngayon, kung ikaw ay hindi nangangalunya, ngunit pumapatay ka, ikaw ay lumalabag sa kautusan.","Sapagka't ang nagsabi, Huwag kang manlililibog, ay nagsabi din, Huwag kang mamamatay. Kaya kung hindi ka manlililibog, kundi mamamatay ka, ikaw ay sumisira sa kautusan."
"However, we know that a person isn’t made righteous by the works of the Law but rather through the faithfulness of Jesus Christ. We ourselves believed in Christ Jesus so that we could be made righteous by the faithfulness of Christ and not by the works of the Law—because no one will be made righteous by the works of the Law.","at nalalaman natin na ang tao ay hindi inaaring-ganap sa pamamagitan ng mga gawa ng kautusan, kundi sa pamamagitan ng pananampalataya kay Jesu-Cristo, at tayo ay sumasampalataya kay Cristo Jesus, upang ariing-ganap sa pamamagitan ng pananampalataya kay Cristo, at hindi sa pamamagitan ng mga gawa ng kautusan, sapagkat sa pamamagitan ng mga gawa ng kautusan ay hindi aariing-ganap ang sinumang laman.","Ngunit alam namin na ang tao ay hindi matuwid sa pamamagitan ng mga gawa ng kautusan, kundi sa pamamagitan ng pananampalataya ni Jesu-Cristo. At kami mismo ay naniniwala kay Cristo Jesus upang tayo'y matuwid sa pamamagitan ng pananampalataya ni Cristo at hindi sa pamamagitan ng mga gawa ng kautusan; sapagkat walang sinuman ang matuwid sa pamamagitan ng mga gawa ng kautusan."
"The people were standing around watching, but the leaders sneered at him, saying, “He saved others. Let him save himself if he really is the Christ sent from God, the chosen one.”","Nililibak din siya ng mga kawal na lumapit sa kanya, at inalok siya ng suka,","Ang mga tao ay tumayo at tumingin sa kanya; at ang mga pinuno ay nagsisigaw sa kanya, na sinasabi, Ipinsala niya ang iba; iligtas niya ang kanyang sarili kung siya ang Mesiyas na ipinadala ng Diyos, ang pinili."
"(Now the whole Argob area, including all of Bashan, was often called Rephaim Country.",At aking ibinigay ang Gilead kay Makir.,"(Ang buong lupain ng Argob, kasama ang buong Basan, ay tinatawag na lupain ng mga Refaim."
"Many people will come in my name, saying, ‘I’m the one!’ They will deceive many people.","Maraming darating sa aking pangalan na magsasabi, ‘Ako siya!’ at maililigaw nila ang marami.","Marami ang darating sa aking pangalan, na nagsasabi, Ako ang Isa; at maliligaw ang marami."
"He ruled over Mount Hermon, Salecah, and all of Bashan as far as the border of the Geshurites and the Maacathites, and half of Gilead down to the border of Heshbon’s King Sihon.","at namuno sa bundok ng Hermon, at sa Saleca, at sa buong Basan, hanggang sa hangganan ng mga Geshureo at ng mga Maacatita, at ng kalahati ng Gilead, na hangganan ni Sihon na hari sa Hesbon.","Siya'y naghari sa Bundok ng Hermon, at sa Salecah, at sa buong Bashan hanggang sa hangganan ng mga Geshurihanon at ng mga Maacatihanon, at sa kalahati ng Galaad hanggang sa hangganan ni Sihon na hari ng Hesbon."
"The priest will lift up the two sheep, along with the bread of the early produce, as an uplifted offering before the LORD . These will be holy to the LORD and will belong to the priest.","Ang mga iyon ay iwawagayway ng pari kasama ng tinapay ng mga unang bunga, bilang handog na iwinawagayway sa harapan ng Panginoon , kasama ng dalawang kordero; ang mga iyon ay magiging banal sa Panginoon para sa pari.","Ang dalawang tupa, kasama ang tinapay ng mga unang bunga, ay itataas ng pari sa harap ng Panginoon bilang isang handog na handog; ito'y magiging banal sa Panginoon, at ito'y magiging para sa pari."
"I assure you that whoever says to this mountain, ‘Be lifted up and thrown into the sea’—and doesn’t waver but believes that what is said will really happen—it will happen.","Katotohanang sinasabi ko sa inyo, na ang sinumang magsabi sa bundok na ito, ‘Mabunot ka at mapatapon ka sa dagat,’ at hindi nag-aalinlangan sa kanyang puso, kundi naniniwala na mangyayari ang kanyang sinabi, ay mangyayari nga iyon sa kanya.","Sapagka't sinasabi ko sa inyo, ang sinuman na magsasabi sa bundok na ito, Lakaw ka at ilagay ka sa dagat, at hindi magsisisi, kundi mananampalataya na ang sinasabi ay mangyayari, ito'y mangyayari."
