ceb	en
ang motuo ug magpabautismo maluwas apan ang dili motuo hukman sa silot.	whoever believes and is baptized will be saved, but whoever does not believe will be condemned.
unya ang ginoong Jesus, human siya makasulti kanila, gibayaw ngadto sa langit ug milingkod dapit sa tuo sa Dios.	after the Lord Jesus had spoken to them, he was taken up into heaven and he sat at the right hand of God.
ug uban kaninyo kinahanglan nga may usa ka tawo gikan sa matag banay, ang matag usa pangulo sa panimalay sa iyang katigulangan.	one man from each tribe, each of them the head of his family, is to help you.
sumala sa sugo sa Ginoo kang Moises. busa giihap niya sila didto sa kamingawan sa Sinai.	as the Lord commanded Moses. and so he counted them in the desert of Sinai:
apan ang mga levihanon wala ipha uban kanila sumala sa banay sa ilang katigulangan.	the ancestral tribe of the Levites, however, was not counted along with the others.
kay ang Ginoo miingon kang Moises,	the Lord had said to Moses:
“ang banay lamang ni Levi ang dili nimo iphon, ayaw usab sila ipha uban sa katawhan sa Israel.	“you must not count the tribe of Levi or include them in the census of the other Israelites.
busa gibuhat kini sa katawhan Israel sumala sa tanang mga butang nga gisugo sa Ginoo kang Moises.	the Israelites did all this just as the Lord commanded Moses.
ang Ginoo miingon kang Moises ug kang Aaron,	the Lord said to Moses and Aaron:
apan ang mga levihanon wala ipha uban sa katawhan sa Israel sumala sa sugo sa Ginoo kang Moises.	the Levites, however, were not counted along with the other Israelites, as the Lord commanded Moses.
kini mao ang mga kaliwatan ni Aaron ug ni Moises sa adlaw nga ang Ginoo misulti kang Moises didto sa bukid sa Sinai.	this is the account of the family of Aaron and Moses at the time the Lord spoke to Moses at mount Sinai.
ug mao kini ang mga ngalan sa mga anak nga lalaki ni Aaron: si nadab, ang kamagulangan, ug si abihu, si eleasar ug si itamar.	the names of the sons of Aaron were nadab the firstborn and abihu, eleazar and ithamar.
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
“paduola ang banay ni Levi ug ipahimutang sila sa atubangan ni Aaron nga pari, aron sila magalagad kaniya.	“bring the tribe of Levi and present them to Aaron the priest to assist him.
itugyan ang mga levihanon ngadto kang Aaron ug sa iyang mga anak nga lalaki, sila gihatag gayod gikan sa katawhan sa Israel.	give the Levites to Aaron and his sons; they are the Israelites who are to be given wholly to him.
unya ang Ginoo miingon kang Moises,	the Lord also said to Moses,
unya ang Ginoo miingon kang Moises didto sa kamingawan sa Sinai,	the Lord said to Moses in the desert of Sinai,
busa giihap sila ni Moises sumala sa pulong sa Ginoo, sumala sa gisugo kaniya.	so Moses counted them, as he was commanded by the word of the Lord ..
kang gerson ang panimalay sa mga libnihanon ug ang panimalay sa mga simeihanon. kini mao ang mga panimalay sa mga gersonhanon.	to gershon belonged the clans of the libnites and shimeites; these were the gershonite clans.
ang mga panimalay sa mga gersonhanon magkampo sa likod sa tolda dapit sa kasadpan.	the gershonite clans were to camp on the west, behind the tabernacle.
ug ang pangulo sa mga gersonhanon mao si eliasaf nga anak ni lael.	the leader of the families of the gershonites was eliasaph son of lael.
ang panimalay sa mga anak nga lalaki ni kohat magkampo sa habagatang bahin sa tolda.	the kohathite clans were to camp on the south side of the tabernacle.
ug ang pangulo sa mga kohathanon mao si elisafan nga anak ni uziel.	the leader of the families of the kohathite clans was elizaphan son of uzziel.
kang merari ang panimalay sa mga mahlihanon ug ang panimalay sa mga musihanon. kini mao ang mga panimalay ni merari.	to merari belonged the clans of the mahlites and the mushites; these were the merarite clans.
ug ang ilang gidaghanon, sumala sa pagihap sa tanang mga lalaki sukad sa usa ka bulan ang kagulangon ug pataas, 6200.	the number of all the males a month old or more who were counted was 6200.
lakip usab niini ang mga haligi nga naglibot sa hawanan, ang mga tungtonganan niini, ang mga ugsok ug ang mga higot nga pisi.	as well as the posts of the surrounding courtyard with their bases, tent pegs and ropes.
busa giihap ni Moises ang tanang mga kamagulangan sa katawhan sa Israel, sumala sa sugo sa Ginoo kaniya.	so Moses counted all the firstborn of the Israelites, as the Lord commanded him.
unya ang Ginoo miingon kang Moises,	the Lord also said to Moses,
ug ihatag nimo kang Aaron ug sa iyang mga anak ang salapi nga lukat sa milabaw nga gidaghanon.”	give the money for the redemption of the additional Israelites to Aaron and his sons.”
busa gikuha ni Moises ang salapi nga lukat gikan kanila nga milabaw sa gidaghanon sa gilukat sa mga levihanon,	so Moses collected the redemption money from those who exceeded the number redeemed by the Levites.
ang Ginoo miingon kang Moises ug kang Aaron,	the Lord said to Moses and Aaron:
kini mao ang katungdanan sa mga kaliwat ni kohat diha sa tolda nga tagboanan: ang mga butang nga labing balaan.	“this is the work of the kohathites at the tent of meeting: the care of the most holy things.
unya kuhaan nila ug abo ang halaran ug ibuklad nila sa ibabaw niini ang usa ka panapton nga tapol.	“they are to remove the ashes from the bronze altar and spread a purple cloth over it.
ug ang Ginoo miingon kang Moises ug kang Aaron,	the Lord said to Moses and Aaron,
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
kini mao ang katungdanan sa mga panimalay sa mga gersonhanon, sa pagalagad ug sa pagdala sa mga dadonon.	“this is the service of the gershonite clans in their carrying and their other work:
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug ang tanang butang nga balaan sa matag tawo maiya sa pari, bisan unsa nga ihatag sa tawo ngadto sa pari, kini maiya sa pari.”	sacred things belong to their owners, but what they give to the priest will belong to the priest.’ ””
ang Ginoo miingon kang Moises,	then the Lord said to Moses,
“unya ang pari magdala sa asawa ngadto sa duol ug magpahiluna kaniya sa atubangan sa Ginoo.	““ ‘the priest shall bring her and have her stand before the Lord ..
“unya ang pari magsulat niining mga tunglo sa usa ka basahon ug papason niya kini ngadto sa pait nga tubig,	““ ‘the priest is to write these curses on a scroll and then wash them off into the bitter water.
ug ang lalaki mahigawas sa kasalanan, apan ang babaye magpasan sa iyang kasalanan.”	the husband will be innocent of any wrongdoing, but the woman will bear the consequences of her sin.’ ””
ang Ginoo miingon kang Moises,	the Lord said to Moses,
sa tanan nga adlaw sa iyang pagkaginahin, balaan siya alang sa Ginoo.	throughout the period of their dedication, they are consecrated to the Lord ..
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
ang Ginoo magpanalangin kaninyo ug magbantay kaninyo;	““ ‘‘ “the Lord bless you and keep you;
ang Ginoo magdanag sa iyang nawong ibabaw kaninyo, ug magmaluluyon kaninyo;	the Lord make his face shine on you and be gracious to you;
ang Ginoo magyahat sa iyang nawong nganha kaninyo ug maghatag kaninyo ug kalinaw.	the Lord turn his face toward you and give you peace.” ’’
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
busa gidawat ni Moises ang mga karomata ug ang mga baka, ug gihatag kini ngadto sa mga levihanon.	so Moses took the carts and oxen and gave them to the Levites.
duha ka karomata ug upat ka baka ang gihatag niya sa mga kaliwat ni gerson sumala sa ilang pagalagad.	he gave two carts and four oxen to the gershonites, as their work required,
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug ang Ginoo miingon kang Moises,	the Lord said to Moses:
“kuhaa ang mga levihanon gikan sa taliwala sa katawhan sa Israel ug hinloi sila.	“take the Levites from among all the Israelites and make them ceremonially clean.
ug dada ang mga levihanon sa atubangan sa tolda nga tagboanan ug tigoma ang tibuok nga katilingban sa katawhan sa Israel.	bring the Levites to the front of the tent of meeting and assemble the whole israelite community.
“sa ingon niana, ilain nimo ang mga levihanon gikan sa taliwala sa katawhan sa Israel ug ang mga levihanon mahimong akoa.	in this way you are to set the Levites apart from the other Israelites, and the Levites will be mine.
ug gikuha nako ang mga levihanon ingon nga puli sa tanang mga kamagulangan sa katawhan sa Israel.	and i have taken the Levites in place of all the firstborn sons in Israel.
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug inigabot sa panuigon nga 50 ka tuig mohunong sila sa pagbuhat sa pagalagad ug dili na gayod sila magalagad,	but at the age of fifty, they must retire from their regular service and work no longer.
busa si Moises misulti sa katawhan sa Israel aron saulogon nila ang pagsaylo.	so Moses told the Israelites to celebrate the passover,
ug si Moises miingon kanila, “paghulat kamo aron mamati ako kon unsay isugo sa Ginoo mahitungod kaninyo.”	Moses answered them, “wait until i find out what the Lord commands concerning you.”
ang Ginoo miingon kang Moises,	then the Lord said to Moses,
ang Ginoo miingon kang Moises,	the Lord said to Moses:
ug sa diha nga patingogon nila ang duha, ang tibuok nga katilingban magtigom ngadto sa ganghaan sa tolda nga tagboanan.	when both are sounded, the whole community is to assemble before you at the entrance to the tent of meeting.
ug kon patingogon nila ang usa lamang, ang mga pangulo nga nangulo sa mga banay sa Israel magtigom nganha kanimo.	if only one is sounded, the leadersthe heads of the clans of israelare to assemble before you.
sa diha nga patingogon ninyo ang tunog sa pasidaan, ang mga nagkampo nga anaa mahimutang dapit sa silangan manglakaw.	when a trumpet blast is sounded, the tribes camping on the east are to set out.
apan sa diha nga tigomon ang katilingban, patingogon ninyo ang trumpeta, apan dili sa tunog sa pasidaan.	to gather the assembly, blow the trumpets, but not with the signal for setting out.
sa unang higayon, sila nanglakaw sumala sa sugo sa Ginoo pinaagi kang Moises.	they set out, this first time, at the Lord ’s command through Moses.
ug ang nangulo sa panon sa banay sa mga kaliwat ni isacar mao si natanael nga anak ni zuar.	nethanel son of zuar was over the division of the tribe of Issachar,
ug ang nangulo sa panon sa banay sa mga kaliwat ni zabulon mao si eliab nga anak ni helon.	and eliab son of helon was over the division of the tribe of Zebulun.
ug ang nangulo sa panon sa banay sa mga kaliwat ni Simeon mao si selumiel nga anak ni zurisadai.	shelumiel son of zurishaddai was over the division of the tribe of Simeon,
ug ang nangulo sa panon sa banay sa mga kaliwat ni Gad mao si eliasaf nga anak ni deuel.	and eliasaph son of deuel was over the division of the tribe of Gad.
ang nangulo sa panon sa banay sa mga kaliwat ni manases mao si gamaliel nga anak ni pedasur.	gamaliel son of pedahzur was over the division of the tribe of manasseh,
ug ang nangulo sa panon sa banay sa mga kaliwat ni Benjamin mao si abidan nga anak ni Gideon.	and abidan son of gideoni was over the division of the tribe of Benjamin.
ug ang nangulo sa panon sa banay sa mga kaliwat ni aser mao si pagiel nga anak ni ocran.	pagiel son of okran was over the division of the tribe of Asher,
ug ang nangulo sa panon sa banay sa mga kaliwat ni neftali mao si ahira nga anak ni enan.	and ahira son of enan was over the division of the tribe of Naphtali.
si hobab mitubag kaniya, “ako dili moadto, kondili mopauli ako ngadto sa akong yuta ug sa akong mga kadugo.”	he answered, “no, i will not go; i am going back to my own land and my own people.”
kon ikaw mouban kanamo, bisan unsa nga kaayohan nga buhaton kanamo sa Ginoo, buhaton usab namo ang maong kaayohan kanimo.”	if you come with us, we will share with you whatever good things the Lord gives us.”
ug ang panganod sa Ginoo diha sa ibabaw nila sa adlawan, sa diha nga mogikan sila sa kampo.	the cloud of the Lord was over them by day when they set out from the camp.
ug sa diha nga kini ipahimutang, siya moingon, “balik, o Ginoo, ngadto sa napulo ka libo sa mga linibo sa Israel.”	whenever it came to rest, he said, “return, Lord ,, to the countless thousands of Israel.”
ug ang katawhan nagpakitabang kang Moises, ug si Moises nagampo ngadto sa Ginoo ug napalong ang kalayo.	when the people cried out to Moses, he prayed to the Lord and the fire died down.
busa ang ngalan niadtong dapita gitawag ug tabera, kay ang kalayo sa Ginoo midilaab sa taliwala nila.	so that place was called taberah, because fire from the Lord had burned among them.
apan karon ang atong kusog nahubas ug wala na gayoy lain gawas niining mana nga tanawon.”	but now we have lost our appetite; we never see anything but this manna!”
ang mana sama sa liso sa kulantro ug ang dagway niini sama sa uga nga tagok.	the manna was like coriander seed and looked like resin.
dili ako makahimo sa pagdala niining tibuok nga katawhan nga ako lamang, kay hilabihan kini ka bugat alang kanako.	i cannot carry all these people by myself; the burden is too heavy for me.
magkaon kamo dili sa usa ka adlaw o sa duha ka adlaw o sa lima ka adlaw o sa napulo ka adlaw o sa 20 ka adlaw lamang,	you will not eat it for just one day, or two days, or five, ten or twenty days,
ug midagan ang usa ka batanong lalaki ug mipahibalo kang Moises ug miingon, “si eldad ug si medad nagpropesiya didto sa kampo.”	a young man ran and told Moses, “eldad and medad are prophesying in the camp.”
ug si Moises ug ang mga kadagkoan sa Israel mibalik sa kampo.	then Moses and the elders of Israel returned to the camp.
gikan sa kibrothataava ang katawhan mipanaw padulong sa haserot ug mipuyo sila didto sa haserot.	from kibroth hattaavah the people traveled to hazeroth and stayed there.
karon ang tawo nga si Moises mapaubsanon kaayo, labaw kay sa tanang mga tawo sa ibabaw sa yuta.	(now Moses was a very humble man, more humble than anyone else on the face of the earth.)
dili sama niini si Moises nga akong alagad, siya gitugyanan sa tibuok nakong panimalay.	but this is not true of my servant Moses; he is faithful in all my house.
ug ang kasuko sa Ginoo misilaob batok kanila ug siya mibiya.	the anger of the Lord burned against them, and he left them.
ug mituaw si Moises ngadto sa Ginoo, “nangaliyupo ako kanimo, o Dios, nga ayohon nimo siya.”	so Moses cried out to the Lord ,, “please, God, heal her!”
human niini ang katawhan mipanaw gikan sa haserot ug mipahiluna sa ilang kampo didto sa kamingawan sa paran.	after that, the people left hazeroth and encamped in the desert of paran.
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug tanawa ninyo kon unsa ang yuta ug ang katawhan nga nagpuyo didto, kon sila ligon ba o huyang, kon diyotay ba o daghan,	see what the land is like and whether the people who live there are strong or weak, few or many.
kadtong dapita ginganlan nila ug walog sa escol tungod sa pungpong sa mga ubas nga giputol sa katawhan sa Israel.	that place was called the valley of eshkol because of the cluster of grapes the Israelites cut off there.
human sa 40 ka adlaw namauli sila gikan sa pagpaniid sa yuta.	at the end of forty days they returned from exploring the land.
unya ang tibuok nga katilingban mipatugbaw sa ilang tingog ug naninggit ug ang katawhan nanghilak niadtong gabhiona.	that night all the members of the community raised their voices and wept aloud.
ug miingon sila sa usa ug usa, “magpili kita ug usa ka pangulo, ug mamalik kita sa Ehipto.”	and they said to each other, “we should choose a leader and go back to Egypt.”
unya si Moises ug si Aaron mihapa sa atubangan sa tibuok nga katilingban sa katawhan sa Israel nga nagtigom.	then Moses and Aaron fell facedown in front of the whole israelite assembly gathered there.
busa karon, himoang dako ang gahom sa Ginoo, sumala sa imong gisaad nga nagingon,	“now may the lords strength be displayed, just as you have declared:
ug ang Ginoo miingon, “ako nagpasaylo kanila sumala sa imong pulong.	the Lord replied, “i have forgiven them, as you asked.
apan sa pagkatinuod gayod, ingon nga ako buhi, ug ingon nga ang himaya sa Ginoo nagpuno sa tibuok kayutaan,	nevertheless, as surely as i live and as surely as the glory of the Lord fills the whole earth,
ug ang Ginoo misulti kang Moises ug kang Aaron,	the Lord said to Moses and Aaron:
apan kamo, ang inyong mga lawas nga patay mangapukan dinhi niining kamingawan.	but as for you, your bodies will fall in this wilderness.
ug si Moises misulti niining mga pulonga sa tanang katawhan sa Israel ug ang katawhan nagbangutan sa hilabihan.	when Moses reported this to all the Israelites, they mourned bitterly.
apan si Moises miingon, “ngano nga naglapas man kamo sa sugo sa Ginoo ?? apan dili kana mouswag.	but Moses said, “why are you disobeying the Lord ’s command? this will not succeed!
ayaw kamo pagtungas, kay ang Ginoo dili maguban kaninyo, aron dili kamo patyon sa atubangan sa inyong mga kaaway.	do not go up, because the Lord is not with you. you will be defeated by your enemies,
ang Ginoo miingon kang Moises,	the Lord said to Moses,
“sultihi ang katawhan sa Israel: sa diha nga mosulod kamo sa yuta nga inyong puyan nga akong gihatag kaninyo,	“speak to the Israelites and say to them: ‘after you enter the land i am giving you as a home
ug alang sa halad nga ilimnon, ihalad nimo ang bino nga ikatulo nga bahin sa usa ka hin, usa ka kahumot alang sa Ginoo.	and a third of a hin of wine as a drink offering. offer it as an aroma pleasing to the Lord ..
sumala sa gidaghanon sa giandam ninyo, mao usab ang buhaton ninyo sa matag usa sumala sa ilang gidaghanon.	do this for each one, for as many as you prepare.
usa ka balaod ug usa ka tulumanon alang kaninyo ug alang sa usa ka langyaw nga nagpuyo uban kaninyo.”	the same laws and regulations will apply both to you and to the foreigner residing among you.’ ””
ang Ginoo miingon kang Moises,	the Lord said to Moses,
“sultihi ang katawhan sa Israel: sa pagabot ninyo sa yuta nga akong dadan kaninyo,	“speak to the Israelites and say to them: ‘when you enter the land to which i am taking you
“apan kon masayop kamo ug dili magtuman niining tanang mga sugo nga gisulti sa Ginoo kang Moises,	““ ‘now if you as a community unintentionally fail to keep any of these commands the Lord gave Moses—
unya gibutang nila siya sa bilanggoan, tungod kay wala pa ipahayag kon unsay buhaton kaniya.	and they kept him in custody, because it was not clear what should be done to him.
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
busa hinumdomi ug buhata ninyo ang tanan nakong kasugoan ug magbalaan kamo alang sa inyong Dios.	then you will remember to obey all my commands and will be consecrated to your God.
sa diha nga nabati kini ni Moises, mihapa siya	when Moses heard this, he fell facedown.
ug si Moises miingon kang korah, “pamati, kamong mga kaliwat ni Levi!	Moses also said to korah, “now listen, you Levites!
ug si Moises mipatawag kang datan ug kang abiram nga mga anak ni eliab, ug sila miingon, “dili kami mangadto.	then Moses summoned dathan and abiram, the sons of eliab. but they said, “we will not come!
ug ang Ginoo miingon kang Moises ug kang Aaron,	the Lord said to Moses and Aaron,
“palayo kamo gikan sa taliwala niining katilingban aron hutdon nako sila sa usa ka pagpamilok.”	“separate yourselves from this assembly so i can put an end to them at once.”
ug ang Ginoo misulti kang Moises,	then the Lord said to Moses,
“sultihi ang tibuok nga katilingban: palayo kamo gikan sa palibot sa tolda ni korah, ni datan ug ni abiram.”	“say to the assembly, ‘move away from the tents of korah, dathan and abiram.’ ””
unya si Moises mitindog ug miadto kang datan ug kang abiram, ug ang mga kadagkoan sa Israel misunod kaniya.	Moses got up and went to dathan and abiram, and the elders of Israel followed him.
ug sa pagkahuman niya ug sulti niining tanang mga pulong, nabuka ang yuta sa ubos nila	as soon as he finished saying all this, the ground under them split apart
ug migula ang kalayo gikan sa Ginoo ug milamoy sa 250 ka tawo nga naghalad sa insenso.	and fire came out from the Lord and consumed the 250 men who were offering the incense.
unya ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug si Moises ug si Aaron nangadto sa atubangan sa tolda nga tagboanan.	then Moses and Aaron went to the front of the tent of meeting,
ug ang Ginoo miingon kang Moises,	and the Lord said to Moses,
“palayo kamo gikan sa taliwala niining katilingban aron hutdon nako sila sa usa ka pagpamilok.” ug sila mihapa.	“get away from this assembly so i can put an end to them at once.” and they fell facedown.
ug siya mibarog sa taliwala sa mga patay ug sa mga buhi ug ang katalagman mihunong.	he stood between the living and the dead, and the plague stopped.
unya kadtong mga nangamatay pinaagi sa katalagman 14700, wala pay labot sa mga nangamatay tungod sa hitabo ni korah.	but 14700 people died from the plague, in addition to those who had died because of korah.
unya mibalik si Aaron ngadto kang Moises nga didto sa ganghaan sa tolda nga tagboanan, sa diha nga ang katalagman mihunong.	then Aaron returned to Moses at the entrance to the tent of meeting, for the plague had stopped.
ang Ginoo miingon kang Moises,	the Lord said to Moses,
unya ibutang kini sila sa tolda nga tagboanan sa atubangan sa pagpamatuod diin ako makigtagbo kaninyo.	place them in the tent of meeting in front of the ark of the covenant law, where i meet with you.
ug gibutang ni Moises ang mga sungkod sa atubangan sa Ginoo didto sa tolda sa pagpamatuod.	Moses placed the staffs before the Lord in the tent of the covenant law.
busa gibuhat kini ni Moises sumala sa sugo sa Ginoo kaniya, kini gibuhat niya.	Moses did just as the Lord commanded him.
ug ang katawhan sa Israel miingon kang Moises, “tanawa, kami mangahanaw, kami mangawala, kaming tanan mangawala.	the Israelites said to Moses, “we will die! we are lost, we are all lost!
ang tanan nga magpaduol, ang mopaduol sa tolda sa Ginoo mamatay. mangamatay ba diay kaming tanan?”	anyone who even comes near the tabernacle of the Lord will die. are we all going to die?”
ang tanan nga ginahin nga butang sa Israel maimo.	“everything in Israel that is devoted to the Lord is yours.
ug ang unod niini maimo, ingon man ang dughan nga binayaw, ug ingon man ang tuo nga paa maimo.	their meat is to be yours, just as the breast of the wave offering and the right thigh are yours.
ug sukad karon dili moduol ang katawhan sa Israel sa tolda nga tagboanan, kay makadala unya sila ug sala ug mangamatay.	from now on the Israelites must not go near the tent of meeting, or they will bear the consequences of their sin and will die.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug isipon alang kaninyo ang inyong halad ingon nga trigo gikan sa giokanan ug ingon nga gikan sa kapuno sa puganan sa mga ubas.	your offering will be reckoned to you as grain from the threshing floor or juice from the winepress.
unya ang Ginoo miingon kang Moises ug kang Aaron,	the Lord said to Moses and Aaron:
ug ihatag ninyo kini kang eleasar nga pari, ug kini dadon niya ngadto sa gawas sa kampo ug patyon kini diha sa iyang atubangan.	give it to eleazar the priest; it is to be taken outside the camp and slaughtered in his presence.
“ang makahikap sa patay nga lawas ni bisan kinsa mahugaw sa pito ka adlaw.	“whoever touches a human corpse will be unclean for seven days.
ug ang tanan nga sudlanan nga walay tabon sa ibabaw, hugaw.	and every open container without a lid fastened on it will be unclean.
ug walay tubig alang sa katilingban, ug sila nagtigom pagtingob batok kang Moises ug batok kang Aaron.	now there was no water for the community, and the people gathered in opposition to Moses and Aaron.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
busa gikuha ni Moises ang sungkod gikan sa atubangan sa Ginoo, sumala sa iyang sugo kaniya.	so Moses took the staff from the Lord ’s presence, just as he commanded him.
ug mipanaw sila gikan sa cades ug ang katawhan sa Israel, ang tibuok nga katilingban, miabot sa bukid sa hor.	the whole israelite community set out from kadesh and came to mount hor.
ug ang Ginoo miingon kang Moises ug kang Aaron didto sa bukid sa hor, sa mga utlanan sa yuta ni Edom,	at mount hor, near the border of Edom, the Lord said to Moses and Aaron,
dada si Aaron ug si eleasar nga iyang anak ug patungasa sila sa bukid sa hor.	get Aaron and his son eleazar and take them up mount hor.
ug mipanaw ang katawhan sa Israel ug nagkampo didto sa obot.	the Israelites moved on and camped at oboth.
gikan didto mipanaw sila ug nagkampo didto sa walog sa zered.	from there they moved on and camped in the zered valley.
ug ang bakilid sa mga walog nga miabot ngadto sa nahimutangan sa ar, ug nagpaingon ngadto sa utlanan sa Moab.”	and the slopes of the ravines that lead to the settlement of ar and lie along the border of Moab.”
ug gikan sa matana ngadto sa nahaliel, ug gikan sa nahaliel ngadto sa bamot,	from mattanah to nahaliel, from nahaliel to bamoth,
unya ang Israel nagpadala ug mga sulugoon ngadto kang sihon nga hari sa mga amorihanon ug miingon,	Israel sent messengers to say to sihon king of the Amorites:
busa mipuyo ang Israel didto sa yuta sa mga amorihanon.	so Israel settled in the land of the Amorites.
ug ang Moab nahadlok pagayo sa katawhan kay daghan sila; nalisang ang Moab tungod sa katawhan sa Israel.	and Moab was terrified because there were so many people. indeed, Moab was filled with dread because of the Israelites.
ug ang Dios miadto kang balaam ug miingon, “kinsa ba kining mga tawhana nga uban kanimo?”	God came to balaam and asked, “who are these men with you?”
ug si balaam miingon sa Dios, “si balak nga anak ni zipor, nga hari sa Moab nagpasugo nganhi kanako nga nagingon,	balaam said to God, “balak son of zippor, king of Moab, sent me this message:
unya si balak nagsugo na usab ug mga pangulo nga daghan pa ug labaw pa ka dungganan kay kanila.	then balak sent other officials, more numerous and more distinguished than the first.
busa si balaam mibangon sa pagkabuntag ug gimonturahan niya ang iyang asno ug miuban sa mga pangulo sa Moab.	balaam got up in the morning, saddled his donkey and went with the moabite officials.
ug miuban si balaam kang balak ug miadto sila sa lungsod sa kiriathusot.	then balaam went with balak to kiriath huzoth.
ug si balak naghalad ug mga baka ug mga karnero ug gipadala niya kang balaam ug sa mga pangulo nga uban kaniya.	balak sacrificed cattle and sheep, and gave some to balaam and the officials who were with him.
unsaon nako pagtunglo sa wala tungloha sa Dios? unsaon nako pagpanghimaraot sa wala panghimaraota sa Ginoo ??	how can i curse those whom God has not cursed? how can i denounce those whom the Lord has not denounced?
ug siya mitubag, “kinahanglan ba nga dili ako magtagad sa pagsulti sa unsay gibutang sa Ginoo sa akong baba?”	he answered, “must i not speak what the Lord puts in my mouth?”
si balaam miingon kang balak, “tindog dinhi duol sa imong halad nga sunogon samtang ako makigtagbo sa Ginoo didto sa unahan.”	balaam said to balak, “stay here beside your offering while i meet with him over there.”
tanawa, ako nakadawat ug sugo sa pagpanalangin; ug siya nagpanalangin ug ako dili makabakwi niini.	i have received a command to bless; he has blessed, and i cannot change it.
ang Dios nagdala kanila gikan sa Ehipto; sila adunay sungay sama sa ihalas nga baka.	God brought them out of Egypt; they have the strength of a wild ox.
unya si balak miingon kang balaam, “ayaw gayod sila tungloha o panalangini.”	then balak said to balaam, “neither curse them at all nor bless them at all!”
busa si balak midala kang balaam ngadto sa kinatumyan sa peor nga nagdungaw sa kamingawan.	and balak took balaam to the top of peor, overlooking the wasteland.
pagkaanindot sa imong mga tolda, o Jacob, ang imong mga puluyanan, o Israel!	“how beautiful are your tents, Jacob, your dwelling places, Israel!
ug si balaam miingon kang balak, “wala ba usab ako magsulti sa imong mga sulugoon nga imong gipaadto kanako,	balaam answered balak, “did i not tell the messengers you sent me,
ang Edom ilogon, ang seir usab nga iyang kaaway ilogon, samtang ang Israel magmaisogon.	Edom will be conquered; seir, his enemy, will be conquered, but Israel will grow strong.
gikan kang Jacob adunay usa nga magmando, ug maglaglag sa nahibilin sa mga siyudad!”	a ruler will come out of Jacob and destroy the survivors of the city.”
bisan pa niana si kain gunobon. hangtod kanusa ba nga si asur magdala kanimo ingon nga bihag?”	yet you kenites will be destroyed when ashur takes you captive.”
ug siya mibungat sa iyang pakigpulong ug miingon, “pagkaalaot, kinsa man ang mabuhi sa diha nga buhaton kini sa Dios?	then he spoke his message: “alas! who can live when God does this?
apan mangabot ang mga sakayan gikan sa kitim, ug sakiton nila ang asur ug ang eber ug siya usab malaglag.”	ships will come from the shores of Cyprus; they will subdue ashur and eber, but they too will come to ruin.”
unya si balaam mitindog ug mibalik ngadto sa iyang dapit, ug si balak usab milakaw.	then balaam got up and returned home, and balak went his own way.
apan kadtong mga nangamatay pinaagi sa katalagman, 24000.	but those who died in the plague numbered 24000.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
busa isulti, ‘tanawa, naghatag ako kaniya sa akong kasabotan sa pakigdait,	therefore tell him i am making my covenant of peace with him.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
“sulonga ninyo ang mga midianhon ug pamatya sila,	“treat the Midianites as enemies and kill them.
human sa katalagman, ang Ginoo miingon kang Moises ug kang eleasar nga anak ni Aaron nga pari,	after the plague the Lord said to Moses and eleazar son of Aaron, the priest,
sa kang hesron, ang panimalay sa mga hesronhanon; sa kang carmi, ang panimalay sa mga carmihanon.	through hezron, the hezronite clan; through karmi, the karmite clan.
kini mao ang mga panimalay sa mga rubenhanon ug ang ilang gidaghanon 43730.	these were the clans of Reuben; those numbered were 43730.
ug ang anak ni palu: si eliab.	the son of pallu was eliab,
bisan pa niana, ang mga kaliwat ni korah wala mangamatay.	the line of korah, however, did not die out.
sa kang zera, ang panimalay sa mga zerahanon; sa kang shaul, ang panimalay sa mga shaulhanon.	through zerah, the zerahite clan; through shaul, the shaulite clan.
kini mao ang mga panimalay sa mga kaliwat ni Simeon, 22200.	these were the clans of Simeon; those numbered were 22200.
sa kang osni, ang panimalay sa mga osnihanon; sa kang eri, ang panimalay sa mga erihanon;	through ozni, the oznite clan; through eri, the erite clan;
sa kang arod, ang panimalay sa mga arodhanon; sa kang areli, ang panimalay sa mga arelihanon.	through arodi, the arodite clan; through areli, the arelite clan.
kini mao ang mga panimalay sa mga kaliwat ni Gad sumala niadtong mga naihap, 40500.	these were the clans of Gad; those numbered were 40500.
kini mao ang mga panimalay ni Juda sumala niadtong mga naihap, 76500.	these were the clans of Judah; those numbered were 76500.
sa kang jasub, ang panimalay sa mga jasubhanon; sa kang simron, ang panimalay sa mga simronhanon.	through jashub, the jashubite clan; through shimron, the shimronite clan.
