war	tl
An sala han mga Judiyo nagdara nganhi ha kalibutan hin damo nga mga kaupayan, ngan an ira espirituhanon nga kakulangan nagdara ngadto han mga Hentil hin damo nga kaupayan. Sanglit hin pagkadarudamo pa gud nga mga kaupayan kon makabig na an ngatanan nga mga Judiyo!	Ngayon kung ang pagkahulog nila ay siyang kayamanan ng sanlibutan, at ang pagkalugi nila ay siyang kayamanan ng mga Hentil, gaano pa kaya ang lubos na panunumbalik nila?
Naghihimangraw ako yana ha iyo nga mga Hentil: naparayaw ako hinin akon buruhaton samtang apostol pa ako ngadto han mga Hentil,	Ngayo'y nagsasalita ako sa inyong mga Hentil. Palibhasa ako nga'y isang apostol sa mga Hentil, niluluwalhati ko ang aking ministeryo
basi mangabugho an akon igkasi mga Judiyo, ngan tungod hito matalwas an iba ha ira.	baka sakaling mapukaw ko sa panibugho ang aking mga kapwa Judio at mailigtas ang ilan sa kanila.
Kay han pagsalikwaya ha ira, an mga tawo nga hadto mga kaaway han Dyos nahimo nga mga sangkay niya. Sanglit ano man an mahinanabo kon karawaton na hira? Magigin kinabuhi ini para han mga patay!	Sapagkat kung ang pagkatakuwil sa kanila ay siyang pakikipagkasundo ng sanlibutan, ano kaya ang pagtanggap sa kanila, kundi buhay mula sa mga patay?
Kon ihinahatag ngadto sa Dyos an syahan nga pinit han tinapay, iya liwat an bug-os nga tinapay; ngan kon ihinahalad ngadto sa Dyos an mga gamot hin kahoy, iya liwat an mga sanga.	Kung ang masang inialay bilang unang bunga ay banal, ay gayundin ang buong limpak; at kung ang ugat ay banal, gayundin ang mga sanga.
Pinanmanggi an iba nga mga sanga han tinanom nga kahoy nga olibo ngan iginpungot ngada hini an sanga hin ihalas nga kahoy nga olibo. Pareho kamo nga mga Hentil hadto nga ihalas nga sanga nga olibo, ngan yana nakakaangbit na kamo han makusog nga espirituhanon nga kinabuhi han mga Judiyo.	Subalit kung ang ilang mga sanga ay nabali, at ikaw, na isang olibong ligaw ay isinanib sa kanila, at ikaw ay naging kabahagi nila sa ugat ng katabaan ng punong olibo,
Sanglit kinahanglan diri niyo pagtamayon adton mga nahimulag sugad han mga nasanggi nga mga sanga. Kay ano nga maparayaw kamo? Usa la kamo hin usa nga sanga; diri kamo nagbubuhi han gamot—an gamot an nagbubuhi ha iyo.	huwag kang magmalaki sa mga sanga. Ngunit kung magmalaki ka, alalahanin mong hindi ikaw ang nagdadala sa ugat, kundi ang ugat ang nagdadala sa iyo.
Kundi masiring kamo, “Oo, kundi ginbanggi an mga sanga paghatag hin lugar ha amon.”	Sasabihin mo nga, “Ang mga sanga ay nabali upang ako ay maisanib.”
Matuod ito. Ginbanggi hira kay waray man hira tumoo, samtang nagpapabilin kamo kay natoo man kamo. Kundi ayaw pagparayaw; lugod kahadlok kamo.	Tama; sa kawalan nila ng pananampalataya ay nabali sila, at sa iyong pananampalataya'y nakatayo ka. Huwag kang magmalaki kundi matakot ka.
Waray malooy an Dyos han mga Judiyo nga pareho hin tinuod nga mga sanga; naghuhunahuna ba kamo nga malolooy hiya ha iyo?	Sapagkat kung hindi pinanghinayangan ng Diyos ang mga likas na sanga, ikaw man ay hindi panghihinayangan.
Nakikita naton dinhe an pagkamaloloy-on ngan pagkamakuri han Dyos. Makuri hiya hadton mga nanhimulag, kundi maloloy-on hiya ha iyo—kon magpabilin kamo dida han iya kalooy; kay kon diri, babanggion liwat kamo.	Tingnan mo nga ang kabaitan at ang kabagsikan ng Diyos: sa mga nahulog ay kabagsikan, ngunit sa iyo ay ang kabaitan ng Diyos kung mananatili ka sa kanyang kabaitan; kung hindi, ikaw man ay puputulin.
Ngan kon bayaan han mga Judiyo an ira diri pagtoo, ibabalik hira ngada han ira daan nga lugar, kay nakakahimo man an Dyos hin pagpabalik ha ira.	At sila man, kung hindi sila magpapatuloy sa di-pagsampalataya, sila ay mapapasanib, sapagkat makapangyarihan ang Diyos upang sila'y isanib na muli.
Kamo nga mga Hentil, sugad kamo han sanga nga nabanggi tikang han ihalas nga kahoy nga olibo, ngan supak ha kinaiya iginpapungot ngada han tinanom nga kahoy nga olibo. An mga Judiyo sugad hini nga tinanom nga olibo; sanglit masarusayon para han Dyos an pagpabalik hini nga nabanggi nga mga sanga ngada han ira kalugaringon nga kahoy.	Sapagkat kung ikaw nga na pinutol mula sa likas na olibong ligaw, at salungat sa kalikasan, ay isinanib ka sa pinayabong na punong olibo; gaano pa nga ang mga ito, na mga likas na sanga na maisasanib sa kanilang sariling punong olibo?
Kabugtoan ko, may tinago nga kamatuoran nga karuyag ko hibaroan niyo, kay makakapugong ini ha iyo hin paghunahuna nga maaram gud kamo. Amo ini an buot ko sidngon: diri kadayonan an pagkamatig-a han mga tawo han Israel, kundi tubtob la ini nga dumangop ha Dyos an igo nga kadamo han mga Hentil.	Upang kayo'y huwag magmarunong sa inyong sarili, mga kapatid, nais kong malaman ninyo ang hiwagang ito, na ang pagmamatigas ay nangyari sa isang bahagi ng Israel hanggang makapasok ang buong bilang ng mga Hentil.
Ngan amo na ini an pagkatalwas han bug-os nga Israel. Sumala han siring han Kasuratan, “Maabot an Magtaralwas tikang ha Sion, ngan kukuhaon an ngatanan nga karat-an tikang han katulinan ni Jacob.	Sa ganoon ang buong Israel ay maliligtas; gaya ng nasusulat, “Lalabas mula sa Zion ang Tagapagligtas; ihihiwalay niya ang kasamaan mula sa Jacob.”
Hihimoon ko ini nga ginsabotan ha ira, kon kuhaon ko na an ira mga sala.”	“At ito ang aking tipan sa kanila, kapag inalis ko ang kanilang mga kasalanan.”
Tungod nga ginsasalikway han mga Judiyo an Maupay nga Sumat, nahimo hira nga mga kaaway han Dyos tungod ha iyo nga mga Hentil. Kundi tungod nga pinili hira nga mga tawo han Dyos, mga sangkay gihapon hira niya tungod han mga patriyarka.	Tungkol sa ebanghelyo, sila'y mga kaaway alang-alang sa inyo; subalit tungkol sa paghirang, sila'y mga minamahal alang-alang sa mga ninuno.
Kay diri nababalhin an hunahuna han Dyos mahitungod han iya ginpipili ngan ginpapakaupay.	Sapagkat ang mga kaloob at ang pagtawag ng Diyos ay hindi mababago.
Mahitungod ha iyo nga mga Hentil, sinmupak kamo han Dyos han nag-agi nga panahon; kundi yana kinarawat na niyo an kalooy han Dyos kay sinmupak man an mga Judiyo.	Kung paanong kayo nang dati ay mga masuwayin sa Diyos, subalit ngayon kayo'y tumanggap ng habag sa pamamagitan ng kanilang pagsuway,
Ha sugad nga kaagi, tungod han kinarawat niyo nga kalooy, an mga Judiyo nasupak na yana han Dyos basi karawaton liwat nira yana an kalooy han Dyos.	gayundin naman ang mga ito na ngayon ay naging mga masuwayin upang sa pamamagitan ng habag na ipinakita sa inyo, sila rin ay tumanggap ngayon ng habag.
Kay ginhimo han Dyos an ngatanan nga mga tawo nga mga masupakon, basi makapakita hiya hin kalooy ha ira ngatanan.	Sapagkat kinulong ng Diyos ang lahat sa pagsuway upang siya'y mahabag sa lahat.
Hin pagkabahandianon gud han Dyos! Hin ka hilarom gud han iya kinaadman ngan hibaro! Hin-o in makakagsaysay han iya mga paghukom? Hin-o in makakasabot han iya mga paagi?	O ang kalaliman ng mga kayamanan ng karunungan at ng kaalaman ng Diyos! Hindi masuri ang mga hatol niya, at hindi masiyasat ang kanyang mga daan!
Sumala han siring han Kasuratan, “Hin-o in maaram han hunahuna han Ginoo? Hin-o in makakawaydong ha iya?	“Sapagkat sino ang nakakaalam ng pag-iisip ng Panginoon? O sino ang kanyang naging tagapayo?”
Hin-o in nakahatag na ha iya hin bisan ano, basi makagbalos hiya?”	“O sino ang nakapagbigay na sa kanya, at siya'y mababayaran?”
Kay ginhimo niya an ngatanan nga mga butang, ngan nagpapabilin an ngatanan nga mga butang pinaagi ha iya ngan para ha iya. Ngadto ha Dyos an himaya ha kadayonan! Amen.	Sapagkat mula sa kanya, at sa pamamagitan niya, at para sa kanya ang lahat ng mga bagay. Sumakanya nawa ang kaluwalhatian magpakailanman. Amen.
Sanglit, kabugtoan ko, tungod han dako nga kalooy han Dyos ha aton, nanginginyupo ako ha iyo; ighalad niyo ngadto sa Dyos an iyo kalugaringon sugad hin buhi nga halad nga tinubyan ha pag-alagad ha iya, ngan nakakalipay ha iya. Amo ini an matuod nga pagsingba nga angay niyo ighalad.	Kaya nga, mga kapatid, isinasamo ko sa inyo, alang-alang sa mga kahabagan ng Diyos, na inyong ialay ang inyong mga katawan na isang handog na buháy, banal, na kasiya-siya sa Diyos, na siya ninyong makatuwirang paglilingkod.
Ayaw na kamo pag-uyon han mga paagi hini nga kalibutan, kundi tugoti niyo an Dyos hin pagbag-o ha iyo pinaagi han hingpit nga pagkabalhin han iyo hunahuna. Ngan mahibabaro na kamo han kaburot-on han Dyos—kon ano an maupay, an hingpit, ngan nakakalipay ha iya.	Huwag ninyong tularan ang sanlibutang ito; kundi magbago kayo sa pamamagitan ng pagbabago ng inyong pag-iisip, upang mapatunayan ninyo kung alin ang mabuti, kasiya-siya, at lubos na kalooban ng Diyos.
Ngan tungod han grasya nga hatag han Dyos ha akon, nasiring ako ha iyo ngatanan: ayaw paghunahunaa an iyo kalugaringon nga labaw han iyo tinuod nga kahimtang. Lugod magmananong kamo ha iyo panhunahuna ngan maghukom han iya kalugaringon an kada usa ha iyo sugad han kadako han pagtoo nga iginhatag han Dyos ha iyo.	Sapagkat sinasabi ko, sa pamamagitan ng biyaya na ibinigay sa akin, na ang bawat isa sa inyo ay huwag mag-isip sa kanyang sarili nang higit kaysa nararapat niyang isipin; kundi mag-isip nang may katinuan, ayon sa sukat ng pananampalataya na ipinamahagi ng Diyos sa bawat isa.
May damo nga bahin an usa ta nga lawas, ngan magkalainlain an mga buruhaton hini ngatanan nga mga bahin.	Sapagkat kung paanong sa isang katawan ay mayroon tayong maraming mga bahagi, at ang mga bahagi ay hindi magkakatulad ang gawain;
Ha sugad nga kaagi, bisan kon damo kita, usa la kita nga lawas ha pakigkausa kan Cristo, ngan urosa kita ngatanan nga magkalainlain nga mga bahin hin usa nga lawas.	kaya't tayo na marami, ay iisang katawan kay Cristo, at mga bahagi na sama-sama sa isa't isa.
Sanglit angay ta gamiton an aton magkalainlain nga mga upa, sumala han maupay nga kaburut-on nga iginhatag ha aton han Dyos. Kon paghimangraw han mensahe han Dyos amo an upa ha aton, kinahanglan buhaton ta ito sumala han aton pagtoo.	Tayo ay may mga kaloob na magkakaiba ayon sa biyaya na ibinigay sa atin: kung propesiya ay gamitin ito ayon sa sukat ng pananampalataya;
Kon pag-alagad, kinahanglan mag-alagad kita. Kon pagtutdo, kinahanglan magtutdo kita.	kung paglilingkod ay sa paglilingkod, o ang nagtuturo ay sa pagtuturo;
Kon pagdasig han iba, kinahanglan buhaton ta ini. An nagpapaangbit han iya mga butang ha iba nga mga tawo, kinahanglan nga kinasingkasing an iya pagbuhat; an nagdudumara, kinahanglan nga magmaduruto; an nagbubuhat hin kalooy ha iba, kinahanglan nga malipayon an iya pagbuhat hini.	o ang nangangaral ay sa pangangaral; ang nagbibigay ay magbigay na may magandang-loob; ang namumuno ay may pagsisikap; ang mahabagin ay may kasiglahan.
Kinahanglan kinasingkasing gud an iya paghigugma. Pagdumti niyo an maraot, ngan pagpadayon kamo hin pagbuhat han maupay.	Ang pag-ibig ay maging walang pagkukunwari. Kapootan ninyo ang masama; panghawakan ang mabuti.
Magmapaso an paghigugma niyo sugad hin magburugto dida kan Cristo, ngan pagtinahoray kamo.	Magmahalan kayo na may pag-ibig bilang magkakapatid; sa pagpaparangal sa iba ay mag-unahan kayo,
Pagmaduruto kamo ngan ayaw kahubya. Pag-alagad kamo han Ginoo nga madasigon.	huwag maging tamad sa pagsisikap, maging maalab sa espiritu, na naglilingkod sa Panginoon.
Pagmalipayon kamo ha iyo paglaom, pagmapinailobon ha iyo mga kakurian, ngan pag-ampo kamo ha ngatanan nga panahon.	Magalak kayo sa pag-asa, maging matiisin sa kapighatian, matiyaga sa pananalangin.
Paangbita niyo han iyo mga butang an kabugtoan nga nagkikinahanglan, ngan karawata niyo adton mga nadangop ha iyo.	Magbigay sa mga pangangailangan ng mga banal at magmagandang-loob sa mga dayuhan.
Hangyoa niyo an Dyos nga pakaupayon niya adton mga nagpapakuri ha iyo; tinuod, hangyoa niyo nga pakaupayon niya, ngan diri niya panhimaraoton.	Pagpalain ninyo ang mga umuusig sa inyo; pagpalain ninyo, at huwag ninyong sumpain.
Duyogi hin kalipay adton mga malipayon; duyogi pagtangis adton mga nagtatangis.	Makigalak kayo sa mga nagagalak; makiiyak kayo sa mga umiiyak.
Pagpakita kamo hin pareho nga panginlabot ha ngatanan. Ayaw pagpalabilabi, kundi karawata niyo an ubos nga mga katungdanan. Ayaw kamo pagpakamaaram ha iyo kalugaringon.	Magkaisa kayo ng pag-iisip. Huwag ninyong ituon ang inyong pag-iisip sa mga palalong bagay, kundi makiayon kayo sa mga bagay na may kapakumbabaan. Huwag kayong magmagaling sa inyong mga sarili.
Kon may magbuhat hin maraot ha iyo, ayaw niyo bulsa hiya hin maraot. Tinguhaa niyo hin pagbuhat an ginhuhunahuna nga maupay han ngatanan.	Huwag ninyong gantihan ang sinuman ng masama sa masama. Isipin ninyo ang mga bagay na kapuri-puri sa harapan ng lahat ng mga tao.
Buhata an ngatanan nga mahihimo niyo hin pakigsangkay han ngatanan nga mga tawo.	Kung maaari, hanggang sa inyong makakaya, ay makipamuhay kayo nang mapayapa sa lahat ng mga tao.
Ayaw gud kamo pagbulos, kasangkayan ko, kundi lugod an Dyos an papagbuhata hini, kay nasiring an Kasuratan, “Ako an mabulos, ako an mabayad, nasiring an Ginoo.”	Mga minamahal, huwag ninyong ipaghiganti ang inyong sarili, kundi ipaubaya iyon sa galit ng Diyos; sapagkat nasusulat, “Akin ang paghihiganti; ako ang gaganti, sabi ng Panginoon.”
Lugod, sumala han siring han Kasuratan: “Kon gutomon an imo kaaway, pakaona hiya; kon uhawon, paimna hiya; kay ha pagbuhat mo hini, maaawod hiya han iya ginbuhat ha imo.”	Kaya't “kung ang iyong kaaway ay magutom, pakainin mo; kung siya'y mauhaw, painumin mo; sapagkat sa paggawa mo ng ganito ay mga baga ng apoy ang ibubunton mo sa kanyang ulo.”
Ayaw kamo pagpadaog han maraot; lugod dag-a niyo an maraot pinaagi han maupay.	Huwag kang padaig sa masama, kundi daigin mo ng mabuti ang masama.
Kinahanglan an ngatanan magpasakop han mga punoan han bungto kay waray pumunoan nga diri tikang sa Dyos, ngan an mga punoan yana iginpahimutang ini han Dyos.	Ang bawat tao ay magpasakop sa mga namamahalang awtoridad, sapagkat walang pamamahala na hindi mula sa Diyos; at ang mga pamamahalang iyon ay itinalaga ng Diyos.
Adton nasupak han pamunoan yana, nasupak han kanan Dyos iginpahimutang; ngan an bisan hin-o nga magbuhat hini, pagsisirotan.	Kaya't ang lumalaban sa may kapangyarihan ay lumalaban sa itinalaga ng Diyos; at ang mga lumalaban ay tatanggap ng kahatulan sa kanilang sarili.
An mga punoan diri angay kahadlokan hadton mga nagbubuhat hin maupay, kundi hadton mga nagbubuhat hin maraot. Karuyag ba nimo nga diri ka mahadlok han punoan? Buhata an maupay ngan pagdadayawon ka niya.	Sapagkat ang mga pinuno ay hindi kilabot sa mabuting gawa, kundi sa masama. At ibig mo bang huwag magkaroon ng takot sa may kapangyarihan? Gawin mo ang mabuti, at magkakamit ka ng kapurihan mula sa kanya:
Kay kanan Dyos hiya surugoon nga nagbubuhat para han imo kalugaringon nga kaupayan. Kundi kon magbuhat ka hin maraot, kahadloki hiya kay may gahom hiya hin pagkastigo. Surugoon hiya han Dyos ngan gintutuman niya an pagsirot han Dyos hadton mga nagbubuhat hin maraot.	sapagkat siya'y lingkod ng Diyos para sa kabutihan mo. Ngunit kung masama ang ginagawa mo, matakot ka, sapagkat hindi walang kabuluhan ang pagdadala niya ng tabak. Siya'y lingkod ng Diyos, upang ilapat ang poot sa gumagawa ng masama.
Tungod hini kinahanglan magsugot kamo han mga punoan—diri tungod la hin paglikay han sirot han Dyos, kundi tungod liwat han iyo konsensya.	Kaya't nararapat na magpasakop, hindi lamang dahil sa galit, kundi dahil din sa budhi.
Amo liwat ini an hinungdan kay ano nga nabayad kamo han iyo mga buhis, kay an mga punoan nag-aalagad para han Dyos, ha ira pagtuman han ira mga katungdanan.	Sapagkat sa gayunding dahilan ay nagbabayad din kayo ng buwis, sapagkat ang namamahala ay mga lingkod ng Diyos na patuloy na nangangasiwa sa bagay na ito.
Sanglit bayari niyo an iyo mga nautang ha ira; bayari hira han ngatanan nga mga buhis nga kinahanglan niyo pagbayaran, ngan tahora ngan pasidunggi niyo hira ngatanan.	Ibigay ninyo sa lahat ang sa kanila'y nararapat: buwis sa dapat buwisan; ambag sa dapat ambagan; paggalang sa dapat igalang; parangal sa dapat parangalan.
Mawaray gud kamo utang bisan kan kanay, labot la han utang hin paghigugmaay. Nakatuman na han Balaod an bisan hin-o nga nahigugma han iya igkasi—tawo.	Huwag kayong magkautang ng anuman sa kaninuman, kundi mag-ibigan sa isa't isa, sapagkat ang umiibig sa kanyang kapwa'y nakatupad na ng kautusan.
An ngatanan nga mga sugo nga “Diri ka manlibog; diri ka magpatay; diri ka mangawat; diri ka maipa,” ngan an iba pa nga mga sugo, natitig-ob ini dida hin usa nga sugo nga nasiring, “Higugmaon mo an imo igkasi tawo sugad ha imo ngahaw.”	Ang mga utos na, “Huwag kang mangangalunya; Huwag kang papatay; Huwag kang magnanakaw; Huwag kang mag-iimbot;” at kung mayroon pang ibang utos, ay nauuwi sa salitang ito, “Ibigin mo ang iyong kapwa na gaya ng iyong sarili.”
An nahigugma han iya igkasi tawo diri gud magbubuhat ha iya hin maraot. Sanglit an paghigugma amo an pagtuman han bug-os nga Balaod.	Ang pag-ibig ay hindi gumagawa ng masama sa kanyang kapwa; ang pag-ibig ang siyang katuparan ng kautusan.
Kinahanglan buhaton niyo ini kay maaram kamo nga inmabot na an takna nga kinahanglan magmata na kamo. Kay an takna han aton katalwasan haruharani na yana kay hadto han pagtikang ta hin pagtoo.	Bukod dito, alam ninyo ang panahon, na ngayo'y oras na upang magising kayo sa pagkakatulog. Sapagkat ngayon ay higit na malapit na sa atin ang kaligtasan kaysa noong tayo'y sumampalataya nang una.
Harapit na matapos an kagab-ihon, haraniay na an adlaw. Hunong na kita hin pagbuhat han mga butang han kasisidman, ngan isul-ot ta an mga hinganiban hin pakig-away dida ha kapaw-an.	Malalim na ang gabi, at ang araw ay malapit na. Kaya't iwaksi na natin ang mga gawa ng kadiliman, at ating isakbat ang mga sandata ng liwanag.
Manggawi na kita hin maupay sugad nga mga tawo nga aada ha kalamragan; waray na malaw-ay nga mga pagkalipay o paghinubog, waray na kalaw-ayan o kahugawan, waray na pag-inaragway o pangabugho.	Lumakad tayo nang maayos, gaya ng sa araw; huwag sa kalayawan at paglalasing, huwag sa kalaswaan at sa kahalayan, huwag sa mga away at paninibugho.
Kundi dad-a niyo an mga hinganiban han Ginoo Jesu-Cristo ngan ayaw na niyo pagtagda an iyo salaan nga kinaiya ngan ayaw patumani an ira mga ungara.	Kundi isuot ninyo ang Panginoong Jesu-Cristo, at huwag ninyong paglaanan ang laman, upang masunod ang mga pagnanasa nito.
Karawata niyo an tawo nga maluya an pagtoo, kundi ayaw pakiglantugi ha iya mahitungod han iya kalugaringon nga panhunahuna.	Ngunit ang mahina sa pananampalataya ay tanggapin ninyo, hindi upang mag-away tungkol sa mga kuru-kuro.
An pagtoo hin usa ka tawo natugot ha iya hin pagkaon hin bisan ano, kundi an tawo nga maluya an pagtoo nakaon la hin utan.	May taong naniniwala na makakain ang lahat ng mga bagay; ngunit ang mahina ay kumakain ng mga gulay.
An nakaon hin bisan ano diri magtamay hadton nakaon hin utan la; ngan adton nakaon hin utan la diri man maghukom hadton nakaon hin bisan ano, kay ginkarawat man hiya han Dyos.	Huwag hamakin ng kumakain ang hindi kumakain; at ang hindi kumakain ay huwag humatol sa kumakain; sapagkat sila'y tinanggap ng Diyos.
Hin-o ka nga maghuhukom han surugoon han iba? An iya kalugaringon nga Agaron amo an magbubuot kon magmamainuswagon ba hiya o diri. Ngan magmamainuswagon hiya kay makakapauswag man ha iya an Ginoo.	Sino kang humahatol sa alipin ng iba? Sa kanyang sariling panginoon siya ay tatayo o mabubuwal. Subalit siya'y patatayuin, sapagkat magagawa ng Panginoon na siya'y tumayo.
Nakahunahuna in usa ka tawo nga in usa nga adlaw labi ka importante kay han iba, samtang nakahunahuna in lain nga tawo nga pareho la ka importante an ngatanan nga mga adlaw. Kinahanglan magdig-on an kada usa han iya kalugaringon nga panhunahuna.	May taong nagpapahalaga sa isang araw nang higit kaysa iba, ngunit may iba namang nagpapahalaga sa bawat araw. Hayaang mapanatag ang bawat tao sa kanyang sariling pag-iisip.
An bisan hin-o nga nagmamahal hin usa nga adlaw nagpapasidungog han Ginoo; adton nakaon hin bisan ano nagpapasidungog han Ginoo kay nagpapasalamat hiya han Dyos tungod kan pagkaon. Adton diri nakaon hin iba nga mga karaonon nagpapasidungog liwat han Ginoo ngan nagpapasalamat hiya han Dyos.	Ang nagpapahalaga sa araw ay nagpapahalaga nito sa Panginoon; at ang kumakain ay kumakain para sa Panginoon, sapagkat siya'y nagpapasalamat sa Diyos; at ang hindi kumakain para sa Panginoon ay hindi kumakain at nagpapasalamat sa Diyos.
Waray usa ha aton nga nabubuhi ha iya la kalugaringon, waray usa ha aton nga namamatay ha iya la kalugaringon;	Walang sinuman sa atin ang nabubuhay sa kanyang sarili, at walang sinumang namamatay sa kanyang sarili.
kon nabubuhi o namamatay kita, tungod ito han Ginoo. Sanglit mamatay o mabuhi kita, kanan Ginoo gihapon kita.	Kung nabubuhay tayo, sa Panginoon tayo'y nabubuhay; o kung namamatay tayo, sa Panginoon tayo'y namamatay. Kaya't mabuhay man tayo o mamatay, tayo'y sa Panginoon.
Namatay ngan nabanhaw liwat hi Cristo basi magin Ginoo hiya han mga buhi ngan han mga minatay.	Sapagkat dahil dito si Cristo ay namatay at muling nabuhay, upang siya'y maging Panginoon ng mga patay at gayundin ng mga buháy.
Sanglit ikaw nga nakaon hin utan la, kay ano nga naghuhukom ka han imo bugto? Ngan ikaw nga nakaon hin bisan ano, kay ano nga nagtatamay ka han imo bugto? Matindog kita ngatanan ha atubangan han Dyos basi paghukman kita niya.	At ikaw, bakit mo hinahatulan ang iyong kapatid? O ikaw naman, bakit hinahamak mo ang iyong kapatid? Sapagkat tayong lahat ay tatayo sa harapan ng hukuman ng Diyos.
Kay nasiring an Kasuratan, “Samtang buhi ako, nasiring an Ginoo, maluhod an ngatanan ha akon atubangan ngan magtutug-an an ngatanan nga ako amo an Dyos.”	Sapagkat nasusulat, “Kung paanong buháy ako, sabi ng Panginoon, ang bawat tuhod ay luluhod sa akin, at ang bawat dila ay magpupuri sa Diyos.”
Sanglit an kada usa ha aton mahatag hin kasayoran ngadto ha Dyos han iya kalugaringon.	Kaya't ang bawat isa sa atin ay magbibigay-sulit sa Diyos ng kanyang sarili.
Sanglit undang na kita hin paghinukom han aton igkasi tawo. Lugod talinguhaon niyo ini: ayaw kamo pagbuhat hin bisan ano nga hipapakdolan han iyo bugto o makakahulog ha iya ngadto han sala.	Huwag na tayong humatol pa sa isa't isa; kundi ipasiya na huwag maglagay ng batong katitisuran o ng balakid sa daan ng kanyang kapatid.
Tungod han akon pakig-usa han Ginoo nga Jesus, nasayod gud ako nga waray pagkaon nga mahugaw ha iya la ngahaw, kundi kon in usa ka tawo natoo nga mahugaw in usa nga pagkaon, nagmamahugaw ito para ha iya.	Nalalaman ko, at naniniwala akong lubos sa Panginoong Jesus na walang anumang bagay na marumi sa kanyang sarili, maliban doon sa nagpapalagay na ang isang bagay ay marumi, sa kanya ito ay marumi.
Kon pagdaoton niyo an iyo bugto tungod han iyo kinakaon, an iyo ginbuhat diri tungod hin gugma. Ayaw itugot nga an pagkaon nga imo kinakaon makadaot han tawo nga naunongan ni Cristo!	Kung dahil sa pagkain ay nasasaktan ang kalooban ng iyong kapatid, hindi ka na lumalakad ayon sa pag-ibig. Huwag mong ipahamak dahil sa iyong pagkain ang mga taong alang-alang sa kanila ay namatay si Cristo.
Ayaw itugot nga adton iyo gintatagad nga maupay pagtamayon han iba.	Huwag nga ninyong hayaan na ang inyong kabutihan ay masabing masama.
Kay diri hiunong hin pagkaon ngan pag-inom an Ginhadian han Dyos, kundi hiunong hin pagkamatadong, kalinaw, ngan kalipay nga ihinahatag han Espiritu Santo.	Sapagkat ang kaharian ng Diyos ay hindi ang pagkain at pag-inom, kundi ang pagiging matuwid, kapayapaan, at ang kagalakan sa Espiritu Santo.
Ngan nalilipayan han Dyos ngan naruruyagan han mga tawo an bisan hin-o nga nag-aalagad kan Cristo hin sugad hini nga paagi.	Sapagkat ang naglilingkod nang ganito kay Cristo ay kalugud-lugod sa Diyos, at tinatanggap ng mga tao.
Sanglit kinahanglan dayuday talinguhaon ta an mga butang nga nagdadara hin kalinaw ngan nakakaparig-on han tagsa tagsa ha aton.	Kaya nga sundin natin ang mga bagay na magbubunga ng kapayapaan, at ang mga bagay na makapagpapatibay sa isa't isa.
Ayaw pagbungkaga an ginbuhat han Dyos tungod la hin pagkaon. Mahihimo kaonon an ngatanan nga pagkaon, kundi sayop an pagkaon hin bisan ano nga magigin tinikangan hin pakasala han iba.	Huwag mong wasakin ang gawa ng Diyos dahil sa pagkain. Tunay na ang lahat ng mga bagay ay malilinis; gayunman ay masama para sa iyo na sa pamamagitan ng iyong kinakain ay matisod ang iba.
An angay buhaton amo an diri na la pagkaon hin karne, pag-inom hin bino, o pagbuhat hin bisan ano nga makakapasala han iyo bugto.	Mabuti ang hindi kumain ng karne, ni uminom ng alak, ni gumawa ng anuman na ikatitisod ng iyong kapatid.
Sanglit tipigi ha iyo kalugaringon ngan sa Dyos an iyo tinutoohan mahitungod hini nga butang. Malipayon an tawo nga diri naabat hin pakasala kon an iya ginbubuhat matadong para ha iya!	Ang paniniwalang nasa iyo ay taglayin mo sa iyong sarili sa harapan ng Diyos. Mapalad ang hindi humahatol sa kanyang sarili dahil sa bagay na kanyang sinasang-ayunan.
Kundi kon may niya pagruhaduha mahitungod han iya kinakaon, sisirotan hiya han Dyos kon kumaon hiya, kay diri pinasikad hin pagtoo an iya buhat. Ngan sala an bisan ano nga diri pinasikad hin pagtoo.	Ngunit ang nag-aalinlangan ay hinahatulan kung kumakain, sapagkat hindi batay sa pananampalataya; at ang anumang hindi batay sa pananampalataya ay kasalanan.
Kita nga magdig-on an pagtoo kinahanglan bumulig hadton magluya hin pagpas-an han ira magbug-at nga mga darad-on, ngan diri magpahalipay han aton la kalugaringon.	Kaya't tayong malalakas ay nararapat magtiis sa kahinaan ng mahihina, at hindi upang magbigay-lugod sa ating mga sarili.
Lugod magpahalipay kita ngatanan han aton kabugtoan tungod han ira kaupayan, basi magmarig-on an ira pagtoo.	Bawat isa sa atin ay magbigay-lugod sa kanyang kapwa para sa kanyang kabutihan, tungo sa ikatitibay niya.
Kay waray hi Cristo magpahalipay han iya la kalugaringon. Lugod, sumala han siring han Kasuratan, “An mga pagtamay nga iginyubit ha imo nahinganhi ha akon.”	Sapagkat si Cristo man ay hindi nagbigay-lugod sa kanyang sarili; kundi gaya ng nasusulat, “Ang mga pag-alipusta ng mga umaalipusta sa iyo ay nahulog sa akin.”
Iginsurat an ngatanan nga nahisurat ha Kasuratan hin pagtutdo ha aton, basi mamay-ada unta naton paglaom pinaagi han pagpailob ngan pagpadasig nga iginhatag ha aton han Kasuratan.	Sapagkat ang anumang mga bagay na isinulat noong una ay isinulat upang tayo ay matuto, upang sa pamamagitan ng pagtitiyaga at sa pagpapasigla ng mga kasulatan ay magkaroon tayo ng pag-asa.
