msb	hil
Taud-taod pagbalik niya sa tulo na disipulos naabtan niya na tururog. Kaya ginhunga niya si Pedro, “Nano, dili niyo kaya magbantay kaupod ko sin usad lang ka oras?	Dayon nagbalik sia sa tatlo ka mga gintuton-an kag nakita niya sila nga nagakatulog. Nagsiling sia kay Pedro, “Ano kamo man! Indi gid bala kamo makapulaw upod sa akon bisan isa lang ka oras?
Kinahanglan kamo magbantay kag magpangadyi agod dili masugtan kay bisan makusog an pagbuot an lawas maluya.”	Magpulaw kamo kag magpangamuyo, agod indi kamo mahulog sa pagsulay. Ang espiritu handa ugaling ang lawas maluya.”
Sa ikaduha na beses nagharayo gihapon si Jesus kag nagpangadyi, “Ama ko, kun dili man lang mahali sa akon ini na kupa hasta na dili ko mainumnan, matuman lugod an pagbuot mo.”	Sa liwat naglakat si Jesus kag nagpangamuyo, “Amay ko, kon ini nga kupa sang pag-antos indi malikaw sa akon kon indi ko pag-imnon, ang imo kabubot-on amo ang matuman.”
Pagbalik naman niya sa mga disipulos naabtan man gihapon niya sinda na tururog kay ginadaog na gayod ini sinda san kapirawon.	Nagbalik liwat si Jesus kag nakita niya nga ang iya mga gintuton-an nga natulogan, kay tama gid ang ila katuyo.
Kaya binayaan naman niya sinda tapos sa ikatulo na beses nangadyi gihapon na amo man an ginasabi.	Sa liwat ginbayaan sila ni Jesus, naglakat sia kag nagpangamuyo sang amo man gihapon nga pangamuyo sa ikatlo nga tion.
Sa katapus-tapusi nagbalik siya sa mga disipulos kag sinabihan, “Nano, tururog pa ba gihapon kamo kag nagapahuruway? Kitaa baya niyo, adi na an oras na ako na Anak San Tawo igaintriga sa mga parakasala.	Dayon nagbalik sia sa iya mga gintuton-an kag nagsiling sa ila, “Nagakatulog pa bala kamo kag nagapahuway? Nag-abot na ang tion nga ang Anak sang Tawo itugyan na sa gahom sang mga makasasala.
Bangon na kamo! Kitaa! Ada na an matraydor sa akon kaya hamos na kita.”	Bangon kamo, malakat kita. Tan-awa, ang tawo nga magatugyan sa akon yari na!”
Nagasurmaton pa si Jesus san mag-abot si Judas, usad san dose na disipulos. May mga kaurupod siya na damo na katawuhan na sinugo san mga namumuno san kapadian kag mga namumuno san mga Judio. Armado man sinda sin mga talibong kag mga balbag.	Nagahambal pa si Jesus sang si Judas nga isa sang mga dose ka mga gintuton-an nag-abot. May upod sia nga madamo nga mga tawo nga nagadala sang mga espada kag mga inuglampos. Ini sila ginpadala sang pangulo nga mga pari kag sang mga katigulangan sang mga Judio.
Antes pa sani nagkasarabot na sinda na si Judas mahatag sin tanda sa inda, “An harukan ko amo na ina siya kaya dakupon niyo.”	Ang traidor naghatag sa mga tawo sini nga senyas, “Ang halukan ko nga tawo amo ina sia. Dakpa ninyo sia!”
Nagdiretso man dayon si Judas pagtulos kan Jesus kag nagsabi, “Kumusta ka, Sir?” tapos hinarukan siya.	Sa gilayon nagpalapit si Judas sa kay Jesus kag nagsiling, “Maayong gab-i, Manunodlo,” kag ginhalukan niya sia.
Didi nagsabi si Jesus sa iya, “Amigo, himua na dayon an tuyo mo.”	Si Jesus nagsabat, “Sigi abyan, himua na ang bulohaton mo!”
Pakasabi sani ginturulos siya ninda kag dinakop.	Dayon nagpalapit sila kag gindakop nila si Jesus kag ginsiguro nga indi sia makapalagyo.
Dahilan sadto usad san mga parasunod ni Jesus an nagbugnot san iya talibong kag may tinigbas na suruguon san pinakapuno san kapadian kaya nautas an talinga sani.	Ang isa sang mga kaupod ni Jesus naggabot sang iya espada kag ginlabo niya ang suloguon sang Pinakamataas nga Pari kag nautas ang iya dulonggan.
Ugaling sinabihan siya ni Jesus, “Ibalik mo sa taguban an imo talibong kay an tanan na nagagamit sana mapapatay man paagi sana.	Dayon si Jesus nagsiling sa iya, “Itagob mo ang imo espada, kay ang tanan nga nagagamit sang espada mapatay sa espada.
Nano, dili mo aram na kun gugustuhon ko makapangayo akoʼn bulig sa akon Ama na magsugo sin 7,000 na mga anghel agod magbantay sa akon?	Wala ka bala makahibalo nga sarang ako makapangayo sing bulig sa akon Amay kag sa gilayon padalhan niya ako sing sobra sa dose ka batalyon nga mga anghel?
Pero kun sugad sani pan-o matuman an Banal Na Kasuratan na nagasabi na ini dapat mangyari?”	Ugaling kon amo ina, ano bala ang pagkatuman sang ginasiling sang mga Kasulatan nga amo gid ini ang dapat matabo?”
Tapos inatubang ni Jesus an kadamuan kag ginhunga, “Nano, tulisan an paghuna niyo sa akon kay nagdarara pa kamo sin mga talibong kag mga balbag para lang dakupon ako? Adto ako pirme uruadlaw na nagatukdo sa templo pero wara man niyo pagdakupa.	Dayon si Jesus nagsiling sa mga tawo, “Nag-abot bala kamo nga may mga espada kag mga inuglampos sa pagdakop sa akon, subong bala nga daw buyong ako? Adlaw-adlaw yara ako sa Templo nga nagapungko kag nagapanudlo, kag wala ninyo ako pagdakpa.
Nangyari ugaling ini tanan agod matuman an mga nasurat san mga propeta.” Didi binarayaan siya san tanan na mga disipulos kag nagdurulag.	Pero ini tanan nahanabo agod matuman ang mga ginsulat sang mga propeta sa mga Kasulatan.”
Didto sa balay ni Caifas na pinakapuno san kapadian dinara si Jesus san mga tawo na nagdakop sa iya. Adto man didto nagtiripon an mga paratukdo san Kasuguan kag mga namumuno san mga Judio.	Dayon ginbayaan sia sang iya mga gintuton-an, kag nagpalalagyo sila tanan.
Nagsunod naman si Pedro pero sa huruharayo kag pag-abot sa balay san pinakapuno san kapadian nagsulod siya sa natad tapos nag-ingkod katakin san mga bantay agod magmasid kun nano an mangyayari.	Ang mga nagdakop kay Jesus nagdala sa iya sa balay ni Caifas, ang Pinakamataas nga Pari, sa diin nagtipon ang mga manunodlo sang Kasugoan kag ang mga katigulangan sang mga Judio.
Niyan an mga namumuno san kapadian kag an bilog na Konseho nagapangita sin mga buwaon na testigos kontra kan Jesus agod mahusgaran siya sin kamatayon.	Si Pedro nagsunod sa malayo, tubtob sa hardin sang balay sang Pinakamataas nga Pari. Nagsulod sia sa hardin kag nagpungko upod sa mga gwardya sa pagtan-aw kon ano ang mahanabo.
Pero wara sindaʼn maikondinar bisan pa ngani damoʼn nagtindog na nagtestigos sin kabuwaan.	Ang pangulo nga mga pari kag ang bug-os nga katapo sang konseho nagpangita sang indi matuod nga mga saksi batok kay Jesus agod nga mapapatay nila sia,
San katapus-tapusi may duha na nagtindog kag nagsabi, “Nagsurmaton ini, ‘Igwa akoʼn gahom na rubaon an templo san Dios tapos itindog man gihapon sa sulod sin tulo ka adlaw.’,”	pero wala sila sing may nakita, bisan pa nga madamo ang nagpalapit kag nagsugid sing mga butig batok sa iya. Sang ulihi may nagpalapit nga duha ka tawo
Didi tumindog an pinakapuno na padi kag naghunga kan Jesus, “Nano, wara kaʼn ikakasabat? Nano an masasabi mo sa mga ginpasibanghod ninda kontra sa imo?”	kag nagsiling, “Ini nga tawo nagsiling, ‘Sarang ko maguba ang Templo sang Dios kag sa sulod sang tatlo ka adlaw sarang ko mapatindog ini liwat.’”
Pero si Jesus nagpuyo lang. Kaya sinabihan siya san pinakapuno na padi, “Ginasugo ta ikaw sa ngaran san Dios na buhay na sabihon mo sa amon kun ikaw man gayod an Cristo na Anak san Dios.”	Ang Pinakamataas nga Pari nagtindog kag nagsiling kay Jesus, “Wala ka bala sing may isabat sa panumbongon nila batok sa imo?”
Ginsabat siya ni Jesus, “Ikaw an nagsabi sana pero ginasiguro ko sa iyo na dili na lang madugay makikita niyo ako na Anak san Tawo na nakaingkod sa tuo san Makagagahom. Tapos makikita naman niyo na magabalik ako sa kinab-an na nakatungtong sa mga dampog sa langit.”	Pero si Jesus wala magsabat. Sa liwat ang Pinakamataas nga Pari nagsiling sa iya, “Ginapasumpa ko ikaw sa ngalan sang Dios nga buhi: sugiri kami, ikaw bala ang Cristo, ang Anak sang Dios?”
Dahilan sani pinaksi san pinakapuno na padi an sadiri niya na bado sa kaurit kag nagsabi, “Pagbasang-basang ini sa Dios! Nano pa na ibidinsya an kinahanglan naton? Niyan nabati pa lang niyo an iya pagbasang-basang sa Dios.	Si Jesus nagsabat sa iya, “Ginsiling mo. Pero nagasiling ako sa inyo: sugod karon makita ninyo ang Anak sang Tawo nga nagapungko sa tuo sang Makagagahom, kag nagapalapit nga yara sa mga panganod sang langit!”
Nano sa paghuna niyo?”	Sa sini, gingisi sang Pinakamataas nga Pari ang iya bayu kag nagsiling, “Nagpasipala sia sa Dios! Wala na kita nagakinahanglan sang dugang pa nga mga saksi! Nabatian na ninyo ang iya pagpasipala!
Nagsarabat sinda, “Dapat siya patayon.”	Ano bala sa inyo?”
Tapos ginludaan an bayhon ni Jesus kag ginsuruntok siya. May iba pa myintras ginasampadong siya nagasarabi,	Nagsabat sila, “Nakasala sia, kag dapat sia patyon.”
“Tugmaha daw, Cristo! Sin-o an nagsampadong sa imo?”	Dayon ginduplaan nila sia sa guya kag ginbunal, kag ang mga nagtampa sa iya
Niyan myintras nagaingkod si Pedro sa natad san balay, may nagkadto sa iya na suruguon na babayi na ginasabihan, “Ikaw kaupod man ni Jesus na taga-Galilea.”	nagsiling, “Kon ikaw ang Cristo, pakta kon sin-o ang nagtampa sa imo!”
Didi nagpaambot si Pedro sa atubangan san tanan, “Dili ko aram kun nano an ginasabi mo.”	Si Pedro nagapungko sa gwa sang hardin. Nagpalapit sa iya ang isa ka suloguon nga babayi kag nagsiling, “Ikaw man kaupod ni Jesus nga taga-Galilea.”
Tapos naglakat siya pero pag-abot sa pwertahan may suruguon naman na babayi na nakakita sa iya. Sinabihan niya an mga tawo na adto didto, “Ini na tawo kaupod man sana na Jesus na taga-Nazaret.”	Pero ginpanghiwala niya ini sa atubang sang tanan kag nagsabat, “Wala ako makahibalo sang imo ginahambal.”
Pagkaaga nagtiripon an tanan na namumuno san kapadian kag san mga Judio. Nagplano sinda kun pan-o ipapatay si Jesus.	Aga pa gid, ang tanan nga pangulo nga mga pari kag ang mga katigulangan sang mga Judio nagplano sa pagpatay kay Jesus.
Tapos pakagapos ninda sa iya, ginpadara pakadto kan Pilato na gobernador na taga-Roma kag didto gin-intriga si Jesus.	Gingapos nila sia kag gindala nga itugyan kay Pilato nga Gobernador.
Si Judas naman na nagtraydor kan Jesus nagbasol gayod san iya ginhimo san maaraman na ginhusgaran ini sin kamatayon. Kaya inuli niya an 30 ka bilog na plata sa mga namumuno san kapadian kag san mga Judio.	Sang nahibaluan ni Judas nga traidor nga si Jesus ginhukman nga pagapatyon, ginbasol niya ang iya kaugalingon kag gin-uli ang traynta ka bilog nga pilak sa pangulo nga mga pari kag sa mga katigulangan sang mga Judio.
An sabi niya, “Nagkasala ako paagi san pagtraydor ko san waraʼn kasalasala na tawo.”	Nagsiling sia, “Nakasala ako paagi sa pagtugyan sini nga tawo nga wala sing sala agod patyon!”
Pero ginsabat siya ninda, “Nano an labot namon sana? Ikaw sana an may labot.”	Nagsabat sila, “Ano ang labot namon sina? Imo ina salabton!”
Tapos pinilak ni Judas an 30 ka bilog na plata sa may salog san templo tapos humali kag nagbitay san iya sadiri.	Ginpilak ni Judas ang kwarta sa sulod sang Templo kag naglakat kag ginbitay niya ang iya kaugalingon.
Pinamurot naman san mga namumuno san kapadian an mga plata kag nagsarabi, “Dili ini dapat ihulog sa surudlan san kwarta para sa templo kay kabayadan ini sin kamatayon.”	Ginpamulot sang pangulo nga mga pari ang kwarta kag nagsiling, “Ini nga kwarta bili sang dugo, kag batok sa aton Kasugoan nga ibutang sa talaguan sang manggad sa Templo.”
Kaya nagkaurusad sinda na ibakal sin uma san parahimoʼn kuron agod himuon na rulubngan san mga dayo.	Naghisugot sila nga ang kwarta ibakal nila sang Talamnan sang Manugkolon, agod himuon nga lulobngan sang mga dumoluong.
Dahilan sani gintawag idto na Uma san Dugo hasta niyan.	Gani yadto nga talamnan gintawag nga “Talamnan sang Dugo” tubtob sa sini nga adlaw.
Tapos natuman gayod an sinabi san propeta na si Jeremias,	Karon natuman ang ginsiling ni Jeremias nga propeta, “Ginkuha nila ang traynta ka bilog nga pilak, ang bili nga ginkaisahan sang mga tawo sa Israel nga ibayad sa iya,
“30 ka bilog na plata an kantidad na ginkauruyunan san mga taga-Israel na ibayad para sa iya.	kag ginbakal nila ini sang talamnan sang manugkolon, suno sa ginsugo sa akon sang Ginoo.”
Kinuha ninda ina kag uma an ginbakal ninda sa parahimo sin kuron pareho san ginsugo sa akon san Ginoo.”	Si Jesus nagtindog sa atubang sang Gobernador nga nagpamangkot sa iya, “Ikaw bala ang hari sang mga Judio?”
Niyan adto na si Jesus ginapaatubang sa gobernador. Tapos ginhunga siya sani, “Nano, ikaw an hadi san mga Judio?”	Nagsabat si Jesus, “Ginasiling mo.”
Nagsabat si Jesus, “Ikaw an nagsabi sana.”	Pero wala sia magsabat sa mga panumbongon sang pangulo nga mga pari kag sang mga katigulangan sang mga Judio.
San ginaakusar naman siya san mga namumuno san kapadian kag san mga Judio wara gayod siya magsabat.	Gani si Pilato nagsiling sa iya, “Wala ka bala makabati sang mga panumbongon nila batok sa imo?”
Kaya ginhunga gihapon siya ni Pilato, “Nano, dili mo nababati an tanan na mga akusasyon ninda kontra sa imo?”	Pero si Jesus wala gid magsabat, sa bagay nga natingala gid ang Gobernador.
Pero wara lang gayod gihapon magsabat si Jesus sin nano man sa inda. Kaya nagngalas gayod si Pilato.	Sa tagsa ka Piesta sang Pascua ang Gobernador may kinabatasan sa paghilway sang isa ka binilanggo nga pagapangayuon sang mga tawo.
Niyan sa kada pyista sugad sani nakaugalian na san gobernador na magpaluwas sin priso na gusto paluwason san mga tawo.	Sa sadto nga tion may isa ka bantog nga priso nga ginhingalanan kay Barrabas.
Sadto naman may bantog na priso na an ngaran Barabas.	Sang pagtipon sang mga tawo, si Pilato namangkot sa ila, “Sin-o bala sa ila ang luyag ninyo nga buy-an ko sa inyo? Si Barrabas ukon si Jesus nga ginatawag nga Cristo?”
Kaya san pagtiripon san kadamuan hinunga sinda ni Pilato, “Sin-o an gusto niyo na paluwason ko: si Barabas o si Jesus na ginatawag na Cristo?”	Nakahibalo gid sia nga gintugyan nila si Jesus sa iya tungod kay nahisa sila.
Ginhimo ini ni Pilato kay aram niya na gin-akusar si Jesus dahilan sa pagkaawa.	Sang nagapungko si Pilato sa hukmanan sa paghukom, ang iya asawa nagpadala sa iya sang mensahe, “Indi ka magpahilabot sinang matarong nga tawo, tungod kay kagab-i natublag gid ako sa akon damgo nahanungod sa iya.”
Pwera pa sani myintras nagaingkod na siya sa paghusgar may ginpasabi sa iya an iya asawa, “Ayaw pagpakiaram sana na matanos na tawo kay sani na adlaw damo akoʼn gintios paagi sa panamguhan manungod sana na tawo.”	Ang pangulo nga mga pari kag ang mga katigulangan sang mga Judio naghaylo sa mga tawo, agod nga pangayuon nila kay Pilato nga buy-an si Barrabas kag ipapatay si Jesus.
Ugaling an mga namumuno san kapadian kag san mga Judio ginsulsulan na an kadamuan na palibrihon si Barabas pero si Jesus ipapatay.	Pero ginpamangkot sila sang Gobernador, “Sin-o bala sa ila nga duha ang luyag ninyo nga buy-an ko sa inyo?”
Kaya ginhunga gihapon sinda san gobernador, “Sin-o sa duha an gusto niyo na palibrihon ko?”	Nagsabat sila, “Si Barrabas!”
“Si Barabas,” an sabat ninda.	Nagpamangkot si Pilato sa ila, “Ano karon ang himuon ko kay Jesus nga ginatawag nga Cristo?”
“Kun sugad nano an himuon ko sani na tawo na ginatawag na Cristo?” hunga naman ni Pilato.	Nagsabat sila tanan, “Ilansang sia sa krus!”
Nagsiriyak an tanan, “Ipapako siya sa krus!”	Namangkot si Pilato sa ila, “Ano bala nga sala ang iya nahimo?”
Naghunga gihapon si Pilato, “Kay nano? Nano an karautan na nahimo niya sa iyo?”	Dayon nagbaskog pa gid ang ila pagsinggit, “Ilansang sia sa krus!”
Pero mas lalo na nagsiriyak sindaʼn makusog, “Ipapako siya sa krus!”	Sang makita ni Pilato nga wala sia sing may mahimo kag basi nga magkinagamo ang mga tawo, nagkuha sia sang tubig kag nanghinaw sang iya mga kamot sa atubang sang mga tawo, kag nagsiling, “Wala ako sing labot sa kamatayon sini nga tawo! Inyo ina salabton!”
Pakakita ni Pilato na wara siyaʼn mahimo kundi nagatuna naman magsamok an katawuhan nagkuha siyaʼn tubig tapos ginhugasan an iya mga kamot sa atubangan san kadamuan na nagasabi, “Wara akoʼn labot sa kamatayon sani na tawo. Kamo na an bahala.”	Ang tanan nga mga tawo nagsabat, “Kami kag ang amon mga anak amo ang manabat sang iya kamatayon!”
Nagsarabat naman an tanan na katawuhan, “Kami kag san amon mga kaanakan amo an bahala manabat san iya kamatayon.”	Dayon ginbuy-an ni Pilato si Barrabas sa ila. Ginpabunal niya si Jesus kag pagkatapos gintugyan sia sa mga soldado nga ilansang sa krus.
Kaya pinalibre ni Pilato si Barabas para sa inda pero si Jesus naman ginpalatigo, tapos gin-intriga sa inda para ipapako sa krus.	Dayon gindala si Jesus sang mga soldado ni Pilato sa palasyo sang Gobernador, kag ginlibutan sia sang bug-os nga grupo sang mga soldado.
Paghali didto ginguyod si Jesus san mga suldados ni Pilato pasulod sa palasyo san gobernador kag ginpatiripon patalibod niya an tanan na kasuldadosan.	Gin-ubahan nila sia, kag ginpasuksokan sing kapa nga pula.
Hinubaan anay ninda si Jesus tapos ginsul-utan sin lila na kapa.	Dayon naghimo sila sing korona nga tunokon kag ginsuksok nila ini sa iya ulo kag ginpauyat nila sing tigbaw ang iya tuo nga kamot. Dayon nagluhodluhod sila sa atubang niya, kag ginyaguta nila sia nga nagasiling, “Mabuhay ang Hari sang mga Judio!”
Pakahimui ninda sin korona hali sa sanga na tunukon, ginkoronahan kag ginpahuyot siya sin bagakay sa iya tuo na kamot. Bilang pagtuya-tuya sa iya nagaluhud-luhod tayuay sinda sa iya atubangan kag nagasarabi, “Mabuhay an Hadi san mga Judio!”	Ginduplaan nila sia, ginkuha ang tigbaw sa iya kamot kag ginhanot ini sa iya ulo.
Ginaludaan siya ninda kag ginakuha an bagakay tapos ginbalbag sa ulo.	Sa tapos nila mayaguta si Jesus, ginkuhaan nila sia sing kapa, kag ginpasuksokan nila sia sang iya kaugalingon nga bayu. Dayon gindala nila sia sa gwa agod nga ilansang sa krus.
San matubsan na sinda sin kakatuya-tuya sa iya, ginhubaan naman siya kag ginsul-utan san iya mismo bado, tapos ginguyod siya paluwas agod ipako sa krus.	Sang nagapagwa sila sa siudad nasugata nila ang isa ka tawo nga taga-Cirene, nga ginhingalanan kay Simon. Ginpilit sia sang mga soldado sa pagpas-an sang krus ni Jesus.
Pagluwas ninda may nasugat na lalaki na taga-Cirene na an ngaran Simon. Ini siya ginpirit ninda na magpas-an san krus ni Jesus.	Nag-abot sila sa lugar nga gintawag Golgota, nga kon sayuron, “Ang Lugar sang Bagol.”
Pag-abot ninda sa lugar na ginatawag Golgota na an gusto sabihon lugar san kabunguan,	Didto ginhatagan nila si Jesus sing bino nga nasimbugan sing apdo, pero sang madimdiman niya ini, indi sia mag-inom.
ginpainom ninda si Jesus sin bino na hinaluan sin apdo pero pakatimtimi wara niya pag-inuma.	Ginlansang nila sia sa krus, kag ginpartida nila ang iya bayu paagi sa pagabutgabot.
Didto ginpako siya ninda sa krus kag ini ginpatindog. Tapos ginbarahin man ninda an iya mga sul-ot.	Sa tapos sadto nagpungko sila didto kag nagbantay sa iya.
36-38 Sa may uluhan naman niya may nakasurat na amo an akusasyon kontra sa iya, “AMO INI SI JESUS. SIYA AN HADI SAN MGA JUDIO.” Sa magluyo niya may duha na makawat na ginpako man sa mga krus. Tapos an mga suldados nag-iringkod didto kag nagbantay sa iya.	Sa ibabaw sang iya ulo ginbutang nila ang panumbongon nga nasulat batok sa iya, “Ini amo si Jesus, ang Hari sang mga Judio.”
Niyan gintuya-tuya man siya san mga nagaaragi na ginatangu-tango an inda ulo na	Dayon ginlansang man nila sa krus ang duha ka mga makawat upod kay Jesus, ang isa sa iya tuo kag ang isa sa iya wala.
nagasarabi, “Ikaw gali na magruba san templo kag mapatindog man lang sani sa sulod san tulo ka adlaw, isalbar mo an imo sadiri! Kun matuod na anak ka man gayod san Dios maglusad ka dida sa krus.”	Ang mga tawo nga nagaalagi naglungolungo sang ila mga ulo kag nagyaguta kay Jesus nga nagasiling,
Ginatuya-tuya man siya san mga namumuno san kapadian kaupod san mga paratukdo san Kasuguan kag san mga namumuno san mga Judio.	“Ikaw nga magguba sang Templo kag magpatindog sini liwat sa sulod sang tatlo ka adlaw. Luwasa ang imo kaugalingon! Kon ikaw ang Anak sang Dios, panaog ka sa krus!”
Nagsabi sinda, “Nasalbar niya an iba pero dili niya masalbar an iya sadiri. Kun siya man gayod an Hadi san Israel, dapat siya maglusad yana sa krus kay magatuod kita sa iya.	Sa amo man nga bagay ang pangulo nga mga pari, ang mga manunodlo sang Kasugoan kag ang mga katigulangan sang mga Judio nagyaguta sa iya nga nagasiling,
Nagasarig siya sa Dios. Kaya magpasalbar siya sa iya kun namumut-an man gayod siya sani kay nagaparasabi man siya, ‘Anak ako san Dios.’,”	“Ginluwas niya ang iban pero indi sia makaluwas sang iya kaugalingon! Indi bala sia ang Hari sang Israel? Kon magpanaog sia sa krus karon gid, magatuo kita sa iya!
Bisan man ngani an mga makawat na ginpako kadungan niya nagtuya-tuya man sa iya.	Nagasalig sia sa Dios kag nagasiling nga sia ang Anak sang Dios. Ti, tan-awon ta kon luwason sia sang Dios karon gid!”
Mga alas dose an udto san magdulom an bilog na nasyon hasta na mga alas tres an hapon.	Bisan pa ang mga buyong nga ginlansang upod sa iya nagyaguta man sa iya.
Pag-alas tres naman sumiyak si Jesus, “Eloi, Eloi, lama sabachtani?” na an gusto sabihon, “Dios ko, Dios ko, nano kay ginpabayaan mo ako?”	Sang udto nagdulom ang bug-os nga duta sa sulod sang tatlo ka oras.
Niyan may mga nagatirindog didto na pakabati sani nagsabi, “Ginatawag niya si Elias.”	Sang mga alas tres sa hapon si Jesus nagsinggit sa mabaskog nga tingog, “Eli, Eli, lema sabactani?” nga kon sayuron, “Dios ko, Dios ko, ngaa bala ginpatumbayaan mo ako?”
May usad naman sa inda na nagdali-dali dayon pagkuhaʼn ispungha na iya ginbasa san suka, binutang sa punta san bagakay tapos gin-itsa niya ini kan Jesus agod ipasupsop sa iya.	May mga tawo nga nagatindog didto nga nakabati sa iya kag nagsiling, “Ginatawag niya si Elias!”
Pero may nagsaraway na iba sa iya, “Hulat anay kay kitaon ta kun mag-abot man gayod si Elias agod ilibre siya sa krus.”	Sa gilayon nagdalagan ang isa sa ila, nagkuha sang espongha, gintum-oy ini sa maaslom nga bino, kag gintakod sa punta sang tukon kag gintinguhaan nila ang pagpainom sini sa iya.
Pero nagsiyak gihapon didi si Jesus sin makusog kag sana mismo gin-intriga niya an iya espirito sa Dios.	Pero ang iban nagsiling, “Hulat anay, tan-awon ta kon maabot si Elias sa pagluwas sa iya!”
Sadto man nagisi sa tunga an kurtina san templo tuna sa ibabaw paubos. Naglinog kag napihak an kabatuhan.	Liwat nagsinggit si Jesus sa mabaskog nga tingog kag nabugto ang iya ginhawa.
Naabrihan an mga rulubngan kag damoʼn nagkamaratay na mga banal an nagkaburuhay gihapon.	Dayon ang kurtina sa Templo nagisi sa tunga, halin sa ibabaw paidalom. Naglinog kag nagkalabuka ang mga bato,
Nagruluwas man sinda sa rulubngan. San pagkabuhay gihapon ni Jesus nagsulod sinda sa banal na lungsod kun diin nagpakirita sinda sa damoʼn katawuhan.	nagbukas ang mga lulobngan, kag nagkalabanhaw ang madamo nga mga tawo sang Dios nga nagkalamatay sang una.
Paglinog kag pakakita san tanan na pangyayari, nagkaharadlok an namumuno san mga suldados kag san mga kaurupod niya na adto didto nagabantay kan Jesus. Tapos nakasabi, “Matuod man gayod na ini na tawo anak san Dios!”	Naggwa sila sa mga lulobngan, kag sa tapos mabanhaw si Jesus nagkadto sila sa Balaan nga Siudad, sa diin nakita sila sang madamo nga mga tawo.
May damo man didto na kababayihan na nagamarasid sa may huruharayo. Ini sinda an nagsurunod kan Jesus kasadto hali pa sa Galilea kay nagaasikaso sa iya.	Ang opisyal kag ang mga soldado nga nagabantay kay Jesus kinulbaan gid, sang mabatyagan nila ang linog kag makita ang tanan nga mga butang nga nagkahanabo. Nagsiling sila, “Matuod gid nga Anak sia sang Dios!”
An iba sa inda sinda Maria Magdalena, Maria na iloy ni Santiago kag Jose kag an iloy san mga anak na lalaki ni Zebedeo.	May madamo nga mga babayi didto sa unhan nga nagalantaw. Ini sila nagsunod kay Jesus halin sa Galilea nga nagbulig sa iya.
Antes magtunod an adlaw sadto may nag-abot na mayaman na taga-Arimatea. Si Jose an iya ngaran kag nagin disipulos man siya ni Jesus.	Ang iban sa ila amo sanday Maria Magdalena, Maria nga iloy ni Santiago kag ni Jose, kag ang iloy sang mga anak ni Zebedeo.
Nagpakadto siya kan Pilato agod ayuon an lawas ni Jesus. Nagsugo man si Pilato na ihatag ini sa iya.	Sang sirom na, nag-abot ang isa ka tawo nga manggaranon gikan sa Arimatea. Ang iya ngalan si Jose kag gintuton-an man sia ni Jesus.
Kaya kinuha ni Jose an lawas kag pinutos ini sa bag-o na tela na lino.	Nagkadto sia kay Pilato kag ginpangayo niya ang bangkay ni Jesus. Gani si Pilato nagmando nga ihatag ini sa iya.
Tapos ginlubong sa sadiri niya na rulubngan na bag-o pa lang niya ginpabuho sa bato. Ginpaligidan naman niya sin dako man na bato para sirahan an pwertahan sani tapos nag-uli na siya.	Gani ginkuha ni Jose ang bangkay, kag ginsamburan sing bag-o nga tela nga lino.
Sinda Maria Magdalena naman kag san usad pa na Maria nagairingkod didto na nakaatubang sa rulubngan.	Ginbutang niya ang bangkay sa iya kaugalingon nga lulobngan, nga bag-o lang ginguhab sa bato. Dayon ginpaligid niya ang isa ka daku nga bato sa pwertahan sang lulobngan kag naglakat.
Pagkaotro adlaw na amo an pakatapos san ginatawag na adlaw san Pagpreparar nakipagkita kan Pilato an mga namumuno san kapadian kag san mga Pariseo.	Si Maria Magdalena, kag ang isa pa ka Maria ato didto nagapungko nga nagaatubang sa lulobngan.
Myintras maaga pa san primero na adlaw san semana pakalipas san Adlaw San Pagpahuway, si Maria Magdalena kag san iba pa na Maria nagpakadto sa rulubngan agod makita.	Aga pa gid sang nahauna nga adlaw sang simana, sa tapos ang Adlaw nga Inugpahuway, nagkadto si Maria Magdalena kag ang isa pa ka Maria sa pagtan-aw sang lulobngan.
Sadto mismo naglinog sin makusog kay may naglusad hali sa langit na anghel san Ginoo agod makadto sa rulubngan. Kaya nagpakadto man siya didto kag pinaligid an bato hali sa pwertahan tapos gin-ingkudan ina.	Sa hinali naglinog sing mabaskog, kag ang isa ka anghel sang Ginoo nagkunsad halin sa langit. Iya ginpaligid ang bato nga nagatakop sa lulobngan kag iya ini ginpungkoan.
An kapawa san iya bayhon bagaʼn kilat kag an iya bado maputi-puti gayod pareho san gapas.	Ang iya dagway nagakirab subong sang kilat, kag ang iya bayu maputi gid kaayo.
Dahilan sani nagkurudog an mga bantay sa kahadlok sa iya kag nagkaturumba na bagaʼn mga patay.	Ang mga gwardya nagkulurog sa kakulba kag nagkalatumba nga nanginsubong sila sang patay nga mga tawo.
Tapos nagsurmaton an anghel sa mga babayi, “Dili kamo dapat mahadlok kay aram ko na an ginahanap niyo si Jesus na ginpako sa krus.	Ang anghel nagsiling sa mga babayi, “Indi kamo magkahadlok. Nakahibalo ako nga ginapangita ninyo si Jesus nga ginlansang sa krus.
Wara na siya didi kay nabuhay gihapon siya pareho san ginsabi niya. Kadi kag kitaa ngani an ginlubngan sa iya.	Wala sia diri. Nabanhaw sia, suno sa iya ginsiling. Dali kamo diri kag tan-awa ang lugar nga ginpahamyangan sa iya.
