msb,hil
May damo man didto na kababayihan na nagamarasid sa may huruharayo. Ini sinda an nagsurunod kan Jesus kasadto hali pa sa Galilea kay nagaasikaso sa iya.,"Ang opisyal kag ang mga soldado nga nagabantay kay Jesus kinulbaan gid, sang mabatyagan nila ang linog kag makita ang tanan nga mga butang nga nagkahanabo. Nagsiling sila, “Matuod gid nga Anak sia sang Dios!”"
"An iba sa inda sinda Maria Magdalena, Maria na iloy ni Santiago kag Jose kag an iloy san mga anak na lalaki ni Zebedeo.",May madamo nga mga babayi didto sa unhan nga nagalantaw. Ini sila nagsunod kay Jesus halin sa Galilea nga nagbulig sa iya.
Antes magtunod an adlaw sadto may nag-abot na mayaman na taga-Arimatea. Si Jose an iya ngaran kag nagin disipulos man siya ni Jesus.,"Ang iban sa ila amo sanday Maria Magdalena, Maria nga iloy ni Santiago kag ni Jose, kag ang iloy sang mga anak ni Zebedeo."
Nagpakadto siya kan Pilato agod ayuon an lawas ni Jesus. Nagsugo man si Pilato na ihatag ini sa iya.,"Sang sirom na, nag-abot ang isa ka tawo nga manggaranon gikan sa Arimatea. Ang iya ngalan si Jose kag gintuton-an man sia ni Jesus."
Kaya kinuha ni Jose an lawas kag pinutos ini sa bag-o na tela na lino.,Nagkadto sia kay Pilato kag ginpangayo niya ang bangkay ni Jesus. Gani si Pilato nagmando nga ihatag ini sa iya.
Tapos ginlubong sa sadiri niya na rulubngan na bag-o pa lang niya ginpabuho sa bato. Ginpaligidan naman niya sin dako man na bato para sirahan an pwertahan sani tapos nag-uli na siya.,"Gani ginkuha ni Jose ang bangkay, kag ginsamburan sing bag-o nga tela nga lino."
Sinda Maria Magdalena naman kag san usad pa na Maria nagairingkod didto na nakaatubang sa rulubngan.,"Ginbutang niya ang bangkay sa iya kaugalingon nga lulobngan, nga bag-o lang ginguhab sa bato. Dayon ginpaligid niya ang isa ka daku nga bato sa pwertahan sang lulobngan kag naglakat."
Pagkaotro adlaw na amo an pakatapos san ginatawag na adlaw san Pagpreparar nakipagkita kan Pilato an mga namumuno san kapadian kag san mga Pariseo.,"Si Maria Magdalena, kag ang isa pa ka Maria ato didto nagapungko nga nagaatubang sa lulobngan."
"Myintras maaga pa san primero na adlaw san semana pakalipas san Adlaw San Pagpahuway, si Maria Magdalena kag san iba pa na Maria nagpakadto sa rulubngan agod makita.","Aga pa gid sang nahauna nga adlaw sang simana, sa tapos ang Adlaw nga Inugpahuway, nagkadto si Maria Magdalena kag ang isa pa ka Maria sa pagtan-aw sang lulobngan."
Sadto mismo naglinog sin makusog kay may naglusad hali sa langit na anghel san Ginoo agod makadto sa rulubngan. Kaya nagpakadto man siya didto kag pinaligid an bato hali sa pwertahan tapos gin-ingkudan ina.,"Sa hinali naglinog sing mabaskog, kag ang isa ka anghel sang Ginoo nagkunsad halin sa langit. Iya ginpaligid ang bato nga nagatakop sa lulobngan kag iya ini ginpungkoan."
An kapawa san iya bayhon bagaʼn kilat kag an iya bado maputi-puti gayod pareho san gapas.,"Ang iya dagway nagakirab subong sang kilat, kag ang iya bayu maputi gid kaayo."
Dahilan sani nagkurudog an mga bantay sa kahadlok sa iya kag nagkaturumba na bagaʼn mga patay.,Ang mga gwardya nagkulurog sa kakulba kag nagkalatumba nga nanginsubong sila sang patay nga mga tawo.
"Tapos nagsurmaton an anghel sa mga babayi, “Dili kamo dapat mahadlok kay aram ko na an ginahanap niyo si Jesus na ginpako sa krus.","Ang anghel nagsiling sa mga babayi, “Indi kamo magkahadlok. Nakahibalo ako nga ginapangita ninyo si Jesus nga ginlansang sa krus."
Wara na siya didi kay nabuhay gihapon siya pareho san ginsabi niya. Kadi kag kitaa ngani an ginlubngan sa iya.,"Wala sia diri. Nabanhaw sia, suno sa iya ginsiling. Dali kamo diri kag tan-awa ang lugar nga ginpahamyangan sa iya."
Tapos kumadto dayon kamo kag sumatan an iya mga disipulos na nabuhay siya gihapon kag mauuna sa iyo sa Galilea. Didto siya niyo makikita. Tandai gayod an ginsabi ko sa iyo.”,"Lakat kamo sing dalidali, kag sugiri ninyo ang iya mga gintuton-an: ‘Nabanhaw sia, kag karon magauna sia sa inyo sa Galilea. Didto makita ninyo sia!’ Indi pagkalimti ang ginsiling ko sa inyo.”"
Nagharali man dayon an mga babayi sa ginlubngan na may kahadlok pero may dako man na kalipay. Tapos nagdali-dali sinda pakadto sa iya mga disipulos agod sumatan san gintugon sa inda.,"Gani naghalin sila sa lulobngan nga nagadalidali nga may kahadlok, pero puno sing kalipay, kag nagdalagan sila sa pagsugid sa iya mga gintuton-an."
Paglakat ninda bigla sinda sinugat ni Jesus kag kinumusta. Nagturulos man an mga babayi kag nagsarakom sa iya tiil para magsamba sa iya.,"Sa hinali ginsugata sila ni Jesus nga nagasiling, “Ang paghidait manginyara sa inyo.” Nagpalapit sila kay Jesus, ginhakos nila ang iya mga tiil kag nagsimba sila sa iya."
"Didi man sinda sinabihan ni Jesus, “Ayaw kamo kahadlok! Kadto kag sabihi niyo an akon mga kamaranghod na lalaki na magpakadto sinda sa Galilea kay makikita ninda ako didto.”","Si Jesus nagsiling sa ila, “Indi kamo magkahadlok. Lakat kamo kag sugiri ninyo ang akon mga sumolunod nga magkadto sila sa Galilea, kag didto makita nila ako.”"
"Sadto man na nagaralakat an mga babayi, may mga bantay na nagpakaradto sa syudad agod isumat sa mga namumuno san kapadian an tanan na nangyari.","Sang nakahalin ang mga babayi, ang iban sang mga gwardya nga nagabantay sang lulobngan nagkadto sa siudad kag nagpanugid sa pangulo nga mga pari sang tanan nga nahanabo."
"Kaya nagtiripon naman sinda kaupod san mga namumuno san mga Judio. Pakatapos ninda pag-iristoryahan, hinatagan sin dako na kantidad an mga suldados","Nagsinapol ang pangulo nga mga pari kag ang mga katigulangan sang mga Judio, kag naghisugot sila sa paghatag sing madamo nga kwarta sa mga soldado,"
"na may ginapahimo, “Amo ini an dapat niyo isabi, ‘Pagkagab-i myintras tururog kami, nagkaradi an iya mga disipulos kag kinawat an iya lawas.’","kag ginsingganan sila, “Isugid ninyo sa mga tawo nga ang iya mga gintuton-an nag-abot sang kagab-ihon kag ginkawat nila ang iya bangkay samtang nagakatulog kamo."
Kun maaraman man ini san gobernador kami an bahala magsabat sa iya. Kaya wara na kamoʼn handal.”,"Kag kon mabatian ini sang Gobernador, papatihon namon sia nga wala kamo sang kasaypanan. Indi kamo magpalibog.”"
Binaton naman san mga gwardya an kwarta kag gintuman an gintugon sa inda. Hasta man ngani yana amo na ini an ginapalukop na istorya san mga Judio.,Ginkuha sang mga gwardya ang kwarta kag ginhimo nila ang ginsiling sa ila. Gani amo ini ang ginapalapnag nga sugid sa mga Judio tubtob sa sini nga adlaw.
An onse na disipulos naman nagpakadto sa Galilea didto sa bukid na gintugon sa inda ni Jesus.,"Ang onse ka mga gintuton-an nagkadto sa isa ka bukid sa Galilea, sa diin si Jesus nagsiling nga magkadto sila."
"Pakakita ninda didto sa iya, ginsamba siya bisan pa ngani may iba sa inda na may pagduda.","Sang makita nila sia, nagsimba sila sa iya, bisan pa ang iban sa ila nagpangduhaduha."
"Gintulos sinda ni Jesus kag sinabihan, “Ako an ginhatagan san tanan na gahom san langit kag san duta.","Nagpalapit si Jesus sa ila kag nagsiling, “Ang bug-os nga awtoridad sa langit kag sa duta ginhatag sa akon."
"Kaya pagralakat niyo, tukduan an mga katawuhan sa tanan na mga nasyon na magin mga disipulos ko. Bunyagan sinda sa ngaran san Ama, san Anak kag san Espirito Santo.","Gani, kadtoi ninyo ang tanan nga mga tawo sa bug-os nga kalibutan kag himua sila nga mga gintuton-an ko. Bautisohi ninyo sila sa ngalan sang Amay kag sang Anak kag sang Espiritu Santo,"
Tapos tukdui niyo sinda na magtuman san tanan na ginsugo ko sa iyo. Tandai man ini: pirme ako kaupod niyo hasta sa katapusan san kinab-an.”,kag tudloi ninyo sila sa pagtuman sang tanan nga ginsugo ko sa inyo. Kag magaupod ako sa inyo sa gihapon tubtob sa katapusan sang panag-on.”
Amo ini an pagtuna san Maayo Na Barita manunungod kan Jesu-Cristo na Anak Na Lalaki san Dios.,"Ini ang Maayong Balita nahanungod kay Jesu-Cristo, ang Anak sang Dios."
"An propeta na si Isaias nakasurat manungod sa ginsabi san Dios sa Anak,",Nagsugod ini subong sang ginsiling sang Dios sa libro nga ginsulat ni Isaias nga propeta:
"“Kitaa, may susuguon ako pakada sa kinab-an na mauuna sa imo.","“Yari ang akon manugbalita, ipadala ko sia sing una sa imo"
Magapreparar siya san imo aagihan.”,sa pag-aman sang imo alagyan.
"“Siya an magasiyak sa disyerto,",May nagawali sing mabaskog sa desierto:
‘Preparara an agihan sa pag-abot san Ginoo.,"‘Amana ninyo ang alagyan para sa Ginoo,"
"Tadunga an iya mga pagaagihan.’,”",maghimo sing tadlong nga dalan nga iya pagaagyan.’”
"Niyan natuman ini san nakita si Juan sa disyerto. Didto siya nagapangtukdo sa mga katawuhan na nagkadto sa iya na kinahanglan ninda magbasol kag magbaya sa inda pagkasala, tapos, magpabunyag para sa kapatawadan sani.","Gani, si Juan nga manugbautiso nagpakita sa desierto, nga nagabautiso kag nagawali sini nga mensahe nga nagasiling sa mga tawo: “Untati ninyo ang pagpakasala kag magpabautiso kag ang Dios magapatawad sang inyo mga sala.”"
"An nagkaradto sa iya amo an haros tanan na mga taga-Judea kag mga tagasyudad san Jerusalem, kag didto sa suba san Jordan. Ginbunyagan niya sinda san nag-ako sinda san inda kasal-an.",Madamo sang mga taga-Judea kag mga taga-Jerusalem ang nagkadto sa pagpamati sa iya. Gintuad nila ang ila mga sala kag ginbautisohan niya sila sa Suba sang Jordan.
Ini si Juan nakasul-ot sin bado na himo sa barahibo san hayop na ginatawag na kamelyo. Ginpahaan niya sin anit kag an iya lang pagkaon mga duron kag dugos.,"Ang bayu ni Juan nahimo sa bulbol sang kamelyo, ang iya paha panit, kag ang iya pagkaon apan kag dugos halin sa talon."
"Amo ini an ginasabi niya, “May maabot na mas makagagahom pa ki sa akon, kaya dili ngani ako angay bisan maghubad san sintas san iya mga sandalyas.","Ang iya ginpahibalo sa mga tawo amo ini: “Ang magaabot nga ulihi lang sa akon mas gamhanan pa sang sa akon, sa bagay nga indi gani ako takos magduko sa paghubad sang higot sang iya sandalyas."
Ako an nagapambunyag sa iyo paagi sa tubig pero siya amo an magabunyag sa iyo paagi sa Espirito Santo.”,"Ako nagabautiso sa inyo sang tubig, pero sia magabautiso sa inyo sang Espiritu Santo.”"
"Sani naman na panahon si Jesus hali sa Nazaret, usad na lugar san Galilea, kag didto man sa suba san Jordan siya ginbunyagan ni Juan.","Sa wala lamang madugay, nag-abot si Jesus gikan sa Nazaret nga sakop sang Galilea, kag ginbautisohan sia ni Juan sa Jordan."
Pakahaw-as lang ni Jesus sa tubig nakita dayon an pagbuka san langit kag an Espirito Santo na nagapaitsura bagaʼn salampati nagalusad pakadto sa iya.,Sang pagtakas gid ni Jesus sa tubig nakita niya nga nag-abri ang langit kag nagkunsad ang Espiritu Santo sa iya kaangay sang isa ka pating.
"Pakatapos may boses na nabati hali sa langit, “Ikaw an akon palangga na Anak na ginakalipay ko gayod.”",Kag may tingog nga nabatian gikan sa langit: “Ikaw ang akon hinigugma nga Anak. Nalipay gid ako sa imo.”
"Tapos, ginpakadto dayon siya san Espirito sa disyerto.",Sa gilayon ginpakadto sia sang Espiritu Santo sa desierto sa diin
Kwarenta na adlaw siya didto na ginatintaran ni Satanas. Mga kaupod lang niya an mga hayop didto kag an mga anghel nagaataman sa iya.,"nagtener sia didto sing kwarenta ka adlaw kag ginsulay sia ni Satanas. May mga sapat man nga talunon didto, pero nag-abot ang mga anghel kag nagbulig sa iya."
"Niyan, pakadakop kan Juan nagkadto si Jesus sa Galilea kag nagpahayag san Maayo Na Barita san Dios.","Sang nabilanggo na si Juan, si Jesus nagkadto sa Galilea kag nagwali sang Maayong Balita gikan sa Dios."
"Amo ini an ginasabi niya, “Adi na an panahon! Haros magtuna na an paghadi san Dios kaya ngani magbasol na kamo kag magbaya sa iyo pagkasala, tapos magtuod sa Maayo Na Barita!”","Nagsiling sia, “Nag-abot na ang nagakaigo nga tion, kag ang paghari sang Dios malapit na! Untati ninyo ang pagpakasala, kag magpati sa Maayong Balita!”"
"San nagaagi si Jesus sa higad san danaw san Galilea, nakita niya an duha na magmanghod na amo sinda Simon kag san manghod sani na si Andres. Mga parapangisda sinda kaya adto didto sinda sa lawod nagapanglambat.","Sang nagalakat si Jesus sa higad sang Linaw sang Galilea, nakita niya ang duha ka mga mangingisda, si Simon kag ang iya utod nga si Andres, nga nagapamukot sa linaw."
"Nagtawag siya sa inda kag nagsabi, “Mag-upod kamo sa akon kay tutukduan ta kamo na magin mga parapanglambat sin mga tawo.”","Si Jesus nagsiling sa ila, “Upod kamo sa akon kay tudloan ko kamo sa pagpangisda sang mga tawo.”"
Ginbayaan man dayon ninda an mga lambat kag nag-upod sa iya.,Sa gilayon ginbayaan nila ang ila mga pukot kag nag-upod sa iya.
Pag-uruunhan ninda nakita man ni Jesus an magmanghod na mga anak ni Zebedeo na amo sinda Santiago kag Juan. Adto man sinda sa inda sakayan na nagatungkap san inda mga lambat.,"Nagpadayon si Jesus sa paglakat kag sa ulounhan nakita niya ang duha pa gid ka mag-utod nga amo sanday Santiago kag Juan, nga mga anak ni Zebedeo. Didto sila sa ila sakayan nga nagaaman sang ila mga pukot."
Tapos gintawag dayon niya sinda. Kaya ginbayaan ninda an inda ama na si Zebedeo sa sarakyan kaupod san mga kabulig kag nag-upod sa iya.,Sang pagkakita ni Jesus sa ila sa gilayon gintawag niya sila. Ginbayaan nila ang ila amay nga si Zebedeo sa sakayan upod sang mga sinuholan nga mga tawo kag nag-upod sila kay Jesus.
Sa inda paglakat nakaabot sinda sa Capernaum. Pagka-Adlaw San Pagpahuway nagsulod dayon si Jesus sa sinagoga kag nagtuna pagtukdo sa mga tawo.,"Nag-abot sila sa banwa sang Capernaum, kag sa masunod nga Adlaw nga Inugpahuway nagsulod si Jesus sa sinagoga kag nagpanudlo."
Nagkangarawa sinda sa iya katukduan kay nagatukdo siya bilang tawo na may poder. Dili ini pareho san mga paratukdo san inda Kasuguan.,Ang mga tawo nga nakabati sa iya natingala sang iya pagpanudlo kay nagpanudlo sia nga may awtoridad kag indi sia pareho sang mga manunodlo sang Kasugoan.
"Sani man mismo sa inda sinagoga may nagsiyak na lalaki na ginsudlan sin maraot na espirito,","Sa amo gid nga tion nagsulod sa sinagoga ang isa ka tawo nga may malaut nga espiritu kag nagsinggit,"
"“Jesus na taga-Nazaret, nano an pakilabot mo sa amon? Nano, nagkadi ka agod siraon kami? Aram ko kun sin-o ka. Ikaw an Banal na hali sa Dios.”","“Ano ang labot mo sa amon, Jesus nga taga-Nazaret? Nag-abot ka bala sa paglaglag sa amon? Nahibal-an ko kon sin-o ka. Ikaw ang Balaan nga ginpadala sang Dios!”"
"Pero gin-uritan siya ni Jesus, “Puyo dida! Lumuwas ka sa iya!”",Ginmanduan ni Jesus ang espiritu: “Maghipos ka kag maggwa sa tawo.”
Tapos an tawo ginpakudog gayod san maraot na espirito kag pagsiyak sin makusog an espirito lumuwas sa iya.,"Ginpakurog sang malaut nga espiritu ang tawo, ginpasinggit sing tudo kag naggwa sa tawo."
"Kaya nangarat gayod sinda tanan kag nagapahurunga-hunga, “Nano ini? Bag-o na katukduan? May poder na ginasugo niya an mga maraot na espirito kag nagatuman naman sinda!”","Ang tanan nga mga tawo natingala gid, sa bagay nga nagpinamangkutanay sila, “Ano ini? Bag-o bala ini nga pagtulon-an? Ini nga tawo may awtoridad bisan pa sa pagsugo sang malaut nga mga espiritu, kag nagatuman sila sa iya.”"
Kaya nadali lang an pakalukop san barita manungod kan Jesus sa tanan na lugar san Galilea.,"Gani, ang balita nahanungod kay Jesus naglapnag sing madasig sa bug-os nga probinsya sang Galilea."
Paghali ninda Jesus sa sinagoga nagsulod dayon sa balay ninda Simon kag Andres kaupod sinda Santiago kag Juan.,Naggwa si Jesus kag ang iya mga gintuton-an sa sinagoga nga upod si Santiago kag si Juan kag nagkadto dayon sa balay ni Simon kag ni Andres.
"Didto nakahigda na may kalintura an ugangan na babayi ni Simon, kaya ginsabihan dayon ninda si Jesus san kamutangan sani.","Ang ugangan nga babayi ni Simon nagahigda nga may hilanat, kag sang pag-abot gid ni Jesus ginsugiran sia nahanungod sa iya."
"Kinadto naman ni Jesus an masakit, ginkaptan sa kamot, pinatindog kag hinaw-asan dayon ini san kalintura. Tapos nagtuna siya pag-asikaso sa inda.","Ginpalapitan sia ni Jesus, gin-uyatan sa kamot kag ginpabangon. Nag-ayo sia kag nag-amuma sa ila."
Pagtunod san adlaw gindara sa iya an tanan na mga may sakit kag amo man idtoʼn ginsudlan san mga demonyo.,"Sang sirom na, sa tapos nagtunod ang adlaw, ang mga tawo nagdala kay Jesus sang tanan nga mga masakiton kag sang mga ginagamhan sang mga demonyo."
An tanan gayod na tawo sa lungsod nagtiripon sa may pwertahan san balay.,Ang tanan nga mga pumoluyo sang banwa nagtilipon sa atubangan sang balay.
Damu-damo siyaʼn ginpaayo na mga masakiton na may manlain-lain na ginabatyag. Pinahali man niya an damo na demonyo sa mga nagkasurudlan sani kag wara pagtuguti na makasurmaton pa kay kilala na ninda kun sin-o siya.,"Si Jesus nagpang-ayo sing madamo nga mga tawo nga may mga nagakalainlain nga mga balatian kag nagtabog man sia sang madamo nga mga demonyo. Wala niya pagtugoti nga maghambal ang mga demonyo, tungod kay nahibal-an nila kon sin-o sia."
"Madulum-dulom pa sa aga, nagbangon na siya, nagluwas sa balay kag nagkadto sa mamingaw na lugar agod nagpangadyi.","Madulomdulom pa sang masunod nga aga, si Jesus nagbangon kag naggwa pakadto sa naligwin nga lugar sa diin sia nagpangamuyo."
"Tapos, nagparahanap sa iya si Simon kag san iya iba pa na kaurupod.",Pero si Simon kag ang iya mga kaupdanan nagpinangita sa iya.
"San makit-an ninda siya sinabihan, “An tanan nagaparahanap sa imo.”","Sang makita nila sia nagsiling sila, “Ginapangita ka sang tanan.”"
"Nagsabat siya, “Hamos kita sa masunod na mga lungsod agod magpahayag man didto kay amo ini an dahilan san pagpakadi ko.”",Pero nagsabat si Jesus: “Kinahanglan kita magkadto sa kaingod nga mga banwa. Kinahanglan magwali man ako didto tungod kay amo ini ang kabangdanan sang akon pag-abot.”
Ginpanglibot niya an bilog na Galilea na nagapangtukdo sa inda mga sinagoga kag nagapaluwas san mga demonyo sa tawo.,Gani ginlibot ni Jesus ang bug-os nga Galilea kag nagwali sa ila mga sinagoga kag nagtabog sang mga demonyo.
"San adto pa si Jesus didto may leprosohon na nagluhod sa may tiilan niya kag nakimaluoy, “Sir, kun gustuhon mo mapaayo mo ako.”","May isa ka aruon nga nagpalapit kay Jesus, nagluhod sa iya atubang kag nagpangayo sing bulig. Nagsiling sia: “Kon gusto mo, sarang mo ako maayo.”"
"Sa dako na kaluoy gin-unat ni Jesus an iya kamot kag gindapatan an leprosohon na nagasabi, “Oo, gusto ko. Mag-ayo ka!”","Si Jesus nagbatyag sing daku nga kaluoy, nag-untay sang iya kamot, kag gintandog sia. Nagsabat sia sa iya, “Gusto ko gid. Mag-ayo ka!”"
Nawara dayon an leproso sani kag malinis na siya.,Sa gilayon nadula ang iya aro kag nag-ayo sia.
"43-44 Tapos, gintugon gayod siya ni Jesus, “Ayaw gayod pagpanumat bisan kanin-o kundi kumadto ka kag magpakita sa padi. Tapos, maghalad ka para sa pag-ayo mo susog sa Kasuguan ni Moises bilang pagpamatuod sa mga tawo na nag-ayo ka na.” Tapos, ginpauli siya dayon.","Dayon ginpaandaman gid sia ni Jesus kag ginpalakat gilayon,"
Pero paglakat niya ginpamarita lugod sa tanan na lugar an nangyari sa iya. Kun kaya ngani si Jesus dili na basta makakadto sa mga lungsod kundi didto na lang sa mga waraʼn tawo na lugar. Bisan sugad sani damu-damo lang gihapon na mga tawo an nagakaradto sa iya.,"sa tapos sia mahambalan sini: ‘Tandai, indi mo ini pag-isugid bisan kay sin-o kundi magkadto ka sa pari kag magpatan-aw sang imo kaugalingon sa iya. Magdulot ka dayon sing halad suno sa sugo ni Moises, sa pagpamatuod sa tanan nga ikaw nag-ayo na.”"
Niyan pakaligad san pira ka adlaw nagbalik si Jesus sa Capernaum. Nakalukop dayon sa tanan didto na nag-uli na siya.,"Sang makaligad ang pila ka adlaw, nagbalik si Jesus sa Capernaum, kag naglapnag ang balita nga yara sia sa iya balay."
"Kaya ngani kay damu-damo naman na mga tawo an nagtiripon sa iya, haros wara sindaʼn lugar na makatindog bisan sa luwas san pwertahan lang.",Nagkadto didto ang madamo nga mga tawo sa bagay nga wala na sing lugar bisan pa sa atubangan sang pwertahan. Si Jesus nagawali gid sa ila sang pulong sang Dios
"Myintras ginapahayag niya an Maayo Na Barita sa inda,",sang mag-abot ang pila ka mga tawo nga ang apat sa ila nagayayong sang isa ka paralitiko.
may paralitiko na nag-abot na ginabayawan pakadto sa iya san upat na tawo.,"Pero indi sila makapalapit kay Jesus tungod kay nagaginutok ang mga tawo. Gani nagguhab sila sing lulotsan sa atop sang balay, didto gid nayon sa nahamtangan ni Jesus. Sang naguhaban na gintunton nila ang paralitiko nga yara sa iya higdaan."
Tungod san kadamuan na tawo dili na sinda makahalapit kan Jesus. Kun kaya nagsaraka sinda sa atop kag didi gintangkasan an atop sa may tungod ni Jesus. Tapos gintunton ninda an nahihigdaan san paralitiko.,"Kag sang nakita ni Jesus kon daw ano kadako ang ila pagtuo, nagsiling sia sa paralitiko, “Anak ko, napatawad na ang imo mga sala.”"
"San mapanginano ni Jesus an inda ginhimo dahilan san pagtuod sa iya, nagsabi siya sa paralitiko, “Anak, napatawad na an imo mga kasal-an.”","Karon may pila ka mga manunodlo sang Kasugoan nga nagapungko didto kag nagmuno sa ila kaugalingon,"
"Sadto na kaurason may mga paratukdo san Kasuguan na nagairingkod patalibod na nagairisip,","“Ngaa makahambal sia sing subong sina? Pagpasipala ina sa Dios! Wala sing tawo nga makapatawad sang mga sala, kundi ang Dios lamang.”"
“Nano kay nakasurmaton ini na tawo sin pareho sadto? Usad ini na pagbasang-basang sa Dios! Waraʼn makapatawad san kasal-an kundi an Dios lang gayod!”,"Sa gilayon nahibaluan ni Jesus ang ila mga hunahuna, gani nagsiling sia sa ila, “Ngaa nga nagapainuino kamo sing subong sina sa inyo kaugalingon?"
"Namalisyahan dayon ni Jesus ini na inda ginapanghuna-huna kaya ginhunga niya sinda, “Nano kay sugad sana an pag-isip niyo?","Diin bala ang mas mahapos, ang pagsiling sa paralitiko, ‘Napatawad na ang imo mga sala,’ ukon ang pagsiling ‘Bangon ka, dalha ang imo higdaan kag maglakat’?"
"Hain sani an mas maayo sabihon sa paralitiko na, ‘An imo mga sala napatawad na,’ o ‘Tindog, bitbita an imo duyan kag lakat’?","Karon pamatud-an ko sa inyo, nga ang Anak sang Tawo may awtoridad sa duta sa pagpatawad sang mga sala.” Gani nagsiling sia sa paralitiko,"
"Ugaling pagapamatuudan ko sa iyo agod maaraman niyo na ako na Anak San Tawo may poder sa pagpatawad san mga kasal-an didi sa kinab-an.” Tapos sinabihan niya an paralitiko,","“Nagasiling ako sa imo, bangon ka, dalha ang imo higdaan kag magpauli!”"
"“Adi an akon sugo sa imo: bangon kag bitbita an imo higdaan, tapos umuli ka na.”","Samtang nagatan-aw sila, ang paralitiko nagbangon, nagdala gilayon sang iya higdaan kag naglakat. Naurongan gid sila tanan kag nagdayaw sila sa Dios, nga nagasiling, “Wala pa gid kita makakita sing subong sini!”"
"Tapos nagtindog an paralitiko, binitbit dayon an iya higdaan kag naghali myintras nagamiriron sinda. Kaya nagngaralas sinda tanan kag gin-umaw an Dios na nagasabi, “Wara pa gayod kami nakakita sin sugad sani!”",Si Jesus nagbalik liwat sa higad sang Linaw sang Galilea. Nagpalapit sa iya ang madamo nga mga tawo kag nagsugod sia sa pagpanudlo sa ila.
"Niyan, nagbalik gihapon si Jesus sa may higad san danaw. Tapos, gintiripunan naman siya san damu-damo na mga tawo kaya gintukduan niya sinda.","Sang pagkatapos, nagpadayon sia sa paglakat. Nakita niya ang isa ka manugsukot sang buhis, si Levi nga anak ni Alfeo, nga nagapungko sa iya opisina. Si Jesus nagsiling sa iya, “Sunod ka sa akon.” Nagtindog si Levi kag nagsunod sa iya."
"Pagkatapos, myintras nagalakat siya, nakita niya an anak ni Alfeo na si Levi na parasukot san buwis na nagaingkod sa may kolektahan san buwis. Sinabihan siya ni Jesus, “Mag-upod ka sa akon.” Kaya, tumindog naman ini kag nag-upod sa iya.","Sang ulihi nagkaon si Jesus sa balay ni Levi. May madamo nga mga manugsukot sang buhis kag iban nga mga makasasala nga nagsunod kay Jesus, kag madamo sa ila ang nagkaon upod sa iya kag sa iya mga gintuton-an."
San nagakaon sinda Jesus kag san iya mga disipulos sa balay ni Levi damo na parasukot san buwis kag makasasala an kadurungan ninda Jesus kay damo sinda na nagsurunod sa iya.,"May pila ka manunodlo sang Kasugoan nga mga Fariseo nga nakakita kay Jesus nga nagkaon upod sa iban nga mga makasasala kag sa mga manugsukot sang buhis. Gani ginpamangkot nila ang iya mga gintuton-an, “Ngaa bala nagakaon sia upod sa mga manugsukot sang buhis kag sa iban nga mga makasasala?”"
"Kaya san nakita san mga Pariseo na paratukdo san Kasuguan na nakikaon sinda kaupod ni Jesus, ginhunga ninda an iya mga disipulos, “Nano kay nakikaon siya kaupod san mga parasukot san buwis kag iba na mga makasasala?”","Nabatian sila ni Jesus kag nagsabat sia, “Ang mga tawo nga wala sing balatian wala nagakinahanglan sang manugbulong, kundi ang mga masakiton lang. Wala ako mag-abot sa pagtawag sang mga matarong kundi sang mga makasasala.”"
"San mabatian ini ni Jesus ginsabat sinda, “Dili nagakinahanglan sin duktor an waraʼn sakit kundi idtoʼn mga masakiton. Nagkadi ako dili sa pag-agda sa mga matanos kundi sa mga parakasala.”","Isa sadto ka tion ang mga sumolunod ni Juan nga manugbautiso kag ang mga Fariseo nagapuasa. May mga tawo nga nagpalapit kay Jesus kag nagpamangkot sa iya, “Ngaa bala nga nagapuasa ang mga gintuton-an ni Juan nga manugbautiso kag ang mga gintuton-an sang mga Fariseo, pero ang imo mga gintuton-an wala nagapuasa?”"
"Usad sin adlaw myintras nagaayuno an mga disipulos ni Juan na Parabunyag kag san sa mga Pariseo, may mga nag-arabot na naghunga kan Jesus, “Nagaayuno na ngani an mga disipulos ni Juan kag san sa mga Pariseo. Nano kay dili nagaayuno an imo mga disipulos?”","Si Jesus nagsabat, “Nagapaabot bala kamo nga ang mga inagda sa kasal magapuasa samtang yara pa ang nobyo kaupod nila? Samtang yara pa ang nobyo kaupod nila, indi sila makahimo sina!"
"Ginsabat naman sinda ni Jesus paagi sa istorya, “Nano, pwede kaayuno an mga abay sa kasal myintras kaupod pa ninda an kinasal? Dili gayod sinda makaayuno myintras an kinasal kaupod pa ninda.","Pero magaabot ang adlaw nga ang nobyo pagakuhaon sa ila, kag dayon magapuasa sila sa sadto nga adlaw."
Pero maabot an adlaw na pagakuhaon siya sa inda kag amo pa lang sinda makaayuno tungod san kamunduan.”,"“Wala sing bisan sin-o nga nagagamit sing bag-o nga panapton sa pagtukap sa daan nga bayu. Kon himuon niya ini, ang bag-o nga tukap magakulo kag magagisi sang daan nga bayu kag mangindaku pa gid ang tulukapan."
