en,ceb
"above his head they placed the written charge against him: this is Jesus, the king of the Jews ..","ibabaw sa iyang ulo, ilang gibutang ang sumbong batok kaniya nga nagingon, “mao kini si Jesus, ang hari sa mga judio.”"
"two rebels were crucified with him, one on his right and one on his left.","ug dihay duha ka tulisan nga gilansang sa krus tupad kaniya, usa sa iyang tuo ug usa sa iyang wala."
"those who passed by hurled insults at him, shaking their heads",ug ang mga nangagi nagbiaybiay kaniya ug naglingolingo sa ilang mga ulo
in the same way the rebels who were crucified with him also heaped insults on him.,ug ang mga tulisan nga gilansang sa krus tupad kang Jesus nanamastamas usab kaniya sa samang paagi.
from noon until three in the afternoon darkness came over all the land.,sukad sa udtong tutok mingitngit ang tibuok yuta hangtod sa ikatulo nga takna sa hapon. ikasiyam nga takna.
"when some of those standing there heard this, they said, “hes calling Elijah.”","ug dihay pipila nga nagtindog sa duol nga nakadungog niini ug sila miingon, “kining tawhana nagtawag kang elias.”"
"the rest said, “now leave him alone. lets see if Elijah comes to save him.”","apan ang uban miingon, “pasagdi lang, tanawon nato kon moanhi ba si elias aron sa pagluwas kaniya.”"
"and when Jesus had cried out again in a loud voice, he gave up his spirit.",ug si Jesus mituaw pagusab sa kusog nga tingog ug mitugyan sa iyang espiritu.
"at that moment the curtain of the temple was torn in two from top to bottom. the earth shook, the rocks split",ug unya ang tabil sa templo nagisi gikan sa taas ngadto sa ubos ug ang yuta mikurog ug ang mga batong tiunay nangliki.
and the tombs broke open. the bodies of many holy people who had died were raised to life.,ug ang mga lubong nangaabli ug ang mga lawas sa daghang nangamatay nga mga balaan namangon ug nanggula sa ilang lubong.
"many women were there, watching from a distance. they had followed Jesus from Galilee to care for his needs.","ug usab didtoy daghang mga babaye nga nagpaantaw, nga misunod kang Jesus sukad pa sa Galilea sa pagalagad kaniya."
"going to Pilate, he asked for Jesus’ body, and Pilate ordered that it be given to him.",siya miadto kang pilato ug gipangayo niya ang lawas ni Jesus. ug si pilato nagsugo nga ipahatag kini kaniya.
"Joseph took the body, wrapped it in a clean linen cloth,",gikuha ni Jose ang lawas ug giputos niya kini sa hinlo nga panaptong lino
Mary magdalene and the other Mary were sitting there opposite the tomb.,"ug didto sila si Maria magdalena ug ang lain pa nga Maria, nanglingkod atbang sa lubnganan."
"“take a guard,” Pilate answered. “go, make the tomb as secure as you know how.”","ug si pilato miingon kanila, “pagkuha kamo ug bantay ug lakaw, ligonon gayod kini ninyo kutob sa inyong mahimo.”"
"his appearance was like lightning, and his clothes were white as snow.",ang iyang dagway sama sa kilat ug ang iyang bisti puti kaayo.
the guards were so afraid of him that they shook and became like dead men.,"ug tungod sa kalisang kaniya, ang mga bantay nangurog ug nahimong daw mga patay."
"the angel said to the women, “do not be afraid, for i know that you are looking for Jesus, who was crucified.","apan ang anghel miingon sa mga babaye, “ayaw kamo kahadlok! nasayod ako nga nangita kamo kang Jesus nga gilansang sa krus."
"he is not here; he has risen, just as he said. come and see the place where he lay.","wala siya dinhi, kay nabanhaw siya sumala sa iyang giingon. dali kamo, tanawa ninyo ang dapit diin siya nahimutang."
"telling them, “you are to say, ‘his disciples came during the night and stole him away while we were asleep.’","ug giingnan, “sultihi ang mga tawo, ‘ang iyang mga tinunan miadto sa kagabhion ug gikawat nila siya samtang nangatulog kami.’"
"if this report gets to the governor, we will satisfy him and keep you out of trouble.”","ug kon modangat kini sa mga dalunggan sa gobernador, kami ray mahibalong mopasabot kaniya ug malingkawas kamo sa kasamok.”"
"then the eleven disciples went to Galilee, to the mountain where Jesus had told them to go.","ug ang napulo ug usa ka tinunan nangadto sa Galilea, sa usa ka bukid nga gipaadtoan ni Jesus kanila."
"when they saw him, they worshiped him; but some doubted.","ug sa ilang pagkakita kaniya gisimba nila siya, apan dihay uban nga nagduhaduha."
"then Jesus came to them and said, “all authority in heaven and on earth has been given to me.","ug si Jesus miduol ug miingon kanila, “ang tanang kagahom sa langit ug sa yuta gihatag kanako."
look! the Lord is coming from his dwelling place; he comes down and treads on the heights of the earth.,"kay tanawa, ang Ginoo mogula gikan sa iyang dapit, ug manaog ug magtamak sa mga habog nga dapit sa yuta."
therefore you will have no one in the assembly of the Lord to divide the land by lot.,busa ikaw walay bisan usa nga malatid pinaagi sa pagripa diha sa katilingban sa Ginoo.
"who build Zion with bloodshed, and Jerusalem with wickedness.",nga nagtukod sa Zion uban sa dugo ug sa Jerusalem uban sa sayop.
"your hand will be lifted up in triumph over your enemies, and all your foes will be destroyed.","ang imong kamot bayawon ibabaw sa imong mga kaaway, ug laglagon ang tanan nimong mga kaaway."
"“in that day,” declares the Lord ,, “i will destroy your horses from among you and demolish your chariots.","nianang adlawa, nagingon ang Ginoo, laglagon nako ang imong mga kabayo gikan kanimo, ug gubon nako ang imong mga karwahi;"
i will destroy the cities of your land and tear down all your strongholds.,ug gunobon nako ang mga siyudad sa imong yuta ug pukanon nako ang imong mga salipdanan;
i will destroy your witchcraft and you will no longer cast spells.,"ug wagtangon nako ang mga pagsalamangka gikan sa imong kamot, ug ikaw dili na makabaton ug mga tigpanagan;"
i will uproot from among you your asherah poles when i demolish your cities.,ug ibton nako ang imong mga asera gikan kanimo ug laglagon nako ang imong mga siyudad.
i will take vengeance in anger and wrath on the nations that have not obeyed me.”,ug diha sa kasuko ug kapungot ipahamtang nako ang panimalos ngadto sa mga nasod nga wala motuman.
"“my people, what have i done to you? how have i burdened you? answer me.","“o akong katawhan, unsay akong nabuhat kanimo? diin man ako makapalaay kanimo? tubaga ako!"
"shall i acquit someone with dishonest scales, with a bag of false weights?","ipakamatarong ba nako ang tawo nga may tikasan nga mga timbangan, ug may bag sa mga malimbongon nga timbang?"
"therefore, i have begun to destroy you, to ruin you because of your sins.","busa ako nagsugod sa paghampak kanimo, naghimo kanimo nga biniyaan tungod sa imong mga sala."
"but as for me, i watch in hope for the Lord ,, i wait for God my savior; my God will hear me.","apan alang kanako, ako motutok sa Ginoo, ako maghulat sa Dios sa akong kaluwasan; ang akong Dios magpatalinghog kanako."
"the earth will become desolate because of its inhabitants, as the result of their deeds.","apan ang yuta mahimong biniyaan tungod kanila nga nagpuyo niini, tungod sa bunga sa ilang mga binuhatan."
"the beginning of the good news about Jesus the Messiah, the son of God,","ang sinugdan sa maayong balita mahitungod kang jesucristo, ang anak sa Dios."
"“a voice of one calling in the wilderness, ‘prepare the way for the Lord, make straight paths for him.’ ””","ang tingog nga nagsinggit diha sa kamingawan, ‘andama ninyo ang dalan alang sa Ginoo, tulira ninyo ang iyang mga agianan—’ ””"
"i baptize you with water, but he will baptize you with the Holy Spirit.” Spirit.”",ako nagbautismo kaninyo sa tubig apan siya magbautismo kaninyo sa Espiritu Santo.” Santo.”
at that time Jesus came from Nazareth in Galilee and was baptized by John in the Jordan.,niadtong mga adlawa miabot si Jesus gikan sa Nazaret sa Galilea ug siya gibautismohan ni Juan didto sa Jordan.
"and a voice came from heaven: “you are my son, whom i love; with you i am well pleased.”","ug gikan sa langit nadungog ang usa ka tingog, “ikaw ang akong anak nga pinalangga, kanimo nalipay ako.”"
"at once the spirit sent him out into the wilderness,",dihadiha ang espiritu miabog kaniya ngadto sa kamingawan.
"after John was put in prison, Jesus went into Galilee, proclaiming the good news of God.","unya human sa pagdakop kang Juan, si Jesus miadto sa Galilea, nagwali sa maayong balita gikan sa Dios"
"“come, follow me,” Jesus said, “and i will send you out to fish for people.”","ug si Jesus miingon kanila, “sunod kamo kanako ug himoon ko kamong mga mananagat ug tawo.”"
at once they left their nets and followed him.,dihadiha gibiyaan nila ang ilang mga pukot ug misunod kaniya.
"just then a man in their synagogue who was possessed by an impure spirit cried out,","ug dihadiha, sa ilang sinagoga didtoy tawo nga gisudlan ug usa ka hugaw nga espiritu."
“be quiet!” said Jesus sternly. “come out of him!”,"apan gibadlong siya ni Jesus nga nagingon, “hilom, ug gula gikan kaniya!”"
the impure spirit shook the man violently and came out of him with a shriek.,"ug ang hugaw nga espiritu nga mipalimbaglimbag pagayo sa tawo, migula gikan kaniya nga nagsiyagit sa kusog nga tingog."
news about him spread quickly over the whole region of Galilee.,ug ang iyang kabantog mikaylap dayon sa tanang kasikbit nga kayutaan sa Galilea.
"simons motherinlaw was in bed with a fever, and they immediately told Jesus about her.","ang babayeng ugangan ni Simon naghigda kay gihilantan man, ug gisuginlan dayon nila si Jesus mahitungod kaniya."
"the whole town gathered at the door,",ug ang mga tawo sa tibuok lungsod nagtapok atubangan sa pultahan.
"Simon and his companions went to look for him,","gipangita siya ni Simon ug sa iyang mga kauban,"
"and when they found him, they exclaimed: “everyone is looking for you!”","ug sa nakitan na nila siya, sila miingon kaniya, “ang tanan nangita kanimo.”"
"so he traveled throughout Galilee, preaching in their synagogues and driving out demons.","ug gilibot niya ang tibuok Galilea, nagwali siya sulod sa ilang mga sinagoga ug naghingilin sa mga demonyo."
"Jesus was indignant. he reached out his hand and touched the man. “i am willing,” he said. “be clean!”","ug puno sa kaluoy, gituyhad ni Jesus ang iyang kamot ug mihikap sa sanlahon ug miingon kaniya, “buot ako, mahinlo ikaw.”"
immediately the leprosy left him and he was cleansed.,dihadiha nahanaw ang iyang sanla ug nahinlo siya.
Jesus sent him away at once with a strong warning:,"ug si Jesus mipahimangno kaniya sa higpit gayod, ug mipalakaw dayon kaniya,"
"a few days later, when Jesus again entered Capernaum, the people heard that he had come home.","sa pagbalik niya sa Capernaum human sa pipila ka adlaw, nabalita nga siya anaa sa balay."
"some men came, bringing to him a paralyzed man, carried by four of them.",unya didtoy nangabot nga nagdala ngadto kaniya ug usa ka paralitiko nga giyayongan sa upat ka lalaki.
"when Jesus saw their faith, he said to the paralyzed man, “son, your sins are forgiven.”","sa pagkakita ni Jesus sa ilang pagsalig, siya miingon sa paralitiko, “anak, ang imong mga sala gipasaylo na.”"
"now some teachers of the law were sitting there, thinking to themselves,","ug dihay pipila sa mga eskriba nga nanglingkod didto, ug nangutana sulod sa ilang mga kasingkasing,"
"but i want you to know that the son of man has authority on earth to forgive sins.” so he said to the man,","apan aron mahibalo kamo nga ang anak sa tawo may kagahom ibabaw sa yuta sa pagpasaylo ug mga sala,” siya miingon sa paralitiko,"
"“i tell you, get up, take your mat and go home.”","“ako magingon kanimo, bangon, dada ang imong higdaanan ug pauli ngadto sa imong balay.”"
"once again Jesus went out beside the lake. a large crowd came to him, and he began to teach them.",si Jesus miadto na usab sa baybayon ug ang tibuok panon sa katawhan miduol kaniya ug gitudloan niya sila.
"but the time will come when the bridegroom will be taken from them, and on that day they will fast.","apan moabot ra ang mga adlaw nga ang nabana kuhaon na gikan kanila, ug unya magpuasa na sila nianang adlawa."
"the Pharisees said to him, “look, why are they doing what is unlawful on the sabbath?”","ang mga pariseo miingon kaniya, “tanawa, nganong naghimo man sila sa gidili panahon sa adlaw nga igpapahulay?”"
"then he said to them, “the sabbath was made for man, not man for the sabbath.","unya siya miingon kanila, “ang adlaw nga igpapahulay gibuhat alang sa tawo, dili ang tawo alang sa adlaw nga igpapahulay."
so the son of man is Lord even of the sabbath.”,busa ang anak sa tawo agalon bisan sa adlaw nga igpapahulay.”
"another time Jesus went into the synagogue, and a man with a shriveled hand was there.","unya si Jesus misulod pagusab sa sinagoga, ug didtoy usa ka tawo nga may kamot nga mikuyos."
"Jesus said to the man with the shriveled hand, “stand up in front of everyone.”","ug siya miingon sa tawo nga may kamot nga mikuyos, “duol ngari.”"
"for he had healed many, so that those with diseases were pushing forward to touch him.",kay daghan man ang iyang gipangayo nga tungod niana ang tanang mga may sakit nagdinuotay paingon kaniya aron sa paghikap kaniya.
but he gave them strict orders not to tell others about him.,apan gibaoran niya sila sa higpit gayod nga dili nila ipaila siya.
"Jesus went up on a mountainside and called to him those he wanted, and they came to him.",unya mitungas si Jesus sa bungtod ug iyang gitawag ngadto kaniya ang iyang mga nahimutan ug sila miduol kaniya.
and to have authority to drive out demons.,ug sa pagbaton ug kagahom sa paghingilin sa mga demonyo.
"these are the twelve he appointed: Simon (to whom he gave the name Peter),","unya gipili niya ang napulo ug duha, si Simon nga ginganlan usab ug Pedro,"
"and Judas iscariot, who betrayed him.",ug si Judas iscariote nga nagbudhi kang Jesus.
"if a kingdom is divided against itself, that kingdom cannot stand.","kon ang usa ka gingharian nabahin batok sa iyang kaugalingon, kana nga gingharian dili makabarog."
"if a house is divided against itself, that house cannot stand.","ug kon ang usa ka panimalay nabahin batok sa iyang kaugalingon, kana nga panimalay dili makabarog."
"and if satan opposes himself and is divided, he cannot stand; his end has come.","ug kon si satanas nakigbatok sa iyang kaugalingon ug nabahin, dili siya makabarog, hinuon nagpaingon sa iyang kataposan."
"he said this because they were saying, “he has an impure spirit.”","kay sila nagingon, “aduna siyay hugaw nga espiritu.”"
“who are my mother and my brothers?” he asked.,"ug siya mitubag, “kinsa ba ang akong inahan ug ang akong mga igsoong lalaki?”"
whoever does gods will is my brother and sister and mother.”,si bisan kinsa nga nagbuhat sa kabubuton sa Dios mao ang akong igsoong lalaki ug akong igsoong babaye ug akong inahan.”
"he taught them many things by parables, and in his teaching said:","gitudloan niya sila sa daghang mga butang pinaagi ug mga sambingay, ug sa iyang pagpanudlo siya miingon kanila,"
“listen! a farmer went out to sow his seed.,“paminaw! dihay usa ka magpupugas nga milakaw aron sa pagsabod ug binhi.
"as he was scattering the seed, some fell along the path, and the birds came and ate it up.","ug sa iyang pagsabod, may mga binhi nga nahulog sa daplin sa dalan ug ang mga langgam nanugok ug kini ilang gipanuktok."
"some fell on rocky places, where it did not have much soil. it sprang up quickly, because the soil was shallow.","ang ubang mga binhi nahulog sa kabatoan, diin dili daghan ang yuta, ug kini migitib dayon kay wala may igong giladmon ang yuta."
"but when the sun came up, the plants were scorched, and they withered because they had no root.","ug unya sa pagsubang sa adlaw, nalawos kini ug kay wala may gamot, kini nalaya."
"then Jesus said, “whoever has ears to hear, let them hear.”","ug siya miingon, “ang may dalunggan sa pagpangdungog kinahanglang magpatalinghog.”"
the farmer sows the word.,ang magpupugas nagsabod sa pulong.
"still others, like seed sown among thorns, hear the word;",ug ang uban mao ang gikasabod diha sa kasampinitan. kini sila mao kadtong nakadungog sa pulong
"for whatever is hidden is meant to be disclosed, and whatever is concealed is meant to be brought out into the open.",kay walay nasalipdan nga dili ipadayag o natago nga dili ibutyag.
"if anyone has ears to hear, let them hear.”","si bisan kinsa nga may mga dalunggan sa pagpangdungog, kinahanglang magpatalinghog.”"
"whoever has will be given more; whoever does not have, even what they have will be taken from them.”","kay siya nga adunay iya hatagan ug labaw pa, apan siya nga walay iya kuhaan sa bisan unsa nga anaa kaniya.”"
"he also said, “this is what the kingdom of God is like. a man scatters seed on the ground.","ug siya miingon, “ang gingharian sa Dios sama sa usa ka tawo nga magsabod ug binhi diha sa yuta,"
"all by itself the soil produces grainfirst the stalk, then the head, then the full kernel in the head.","ang yuta, sa iyang kaugalingon, mohatag ug abot, ang una mao ang dahon, unya ang uhay ug unya ang busok nga lugas sa uhay."
"as soon as the grain is ripe, he puts the sickle to it, because the harvest has come.”","apan inigkahinog na sa uhay, dihadiha iyang gamiton ang galab kay ang tingani miabot na.”"
"it is like a mustard seed, which is the smallest of all seeds on earth.","kini sama sa liso sa mustasa nga sa pagpugas niini diha sa yuta, kini gamay kay sa ubang mga liso dinhi sa kalibotan,"
"that day when evening came, he said to his disciples, “let us go over to the other side.”","sa maong adlaw, sa dihang miabot na ang kagabhion, siya miingon kanila, “manabok kita ngadto sa pikas daplin.”"
"he said to his disciples, “why are you so afraid? do you still have no faith?”","ug siya miingon kanila, “nganong nangalisang man kamo? wala ba diay kamoy pagsalig?”"
they went across the lake to the region of the gerasenes.,"unya miabot sila sa pikas nga daplin sa lanaw, sa kayutaan sa mga gerasenhon."
"when Jesus got out of the boat, a man with an impure spirit came from the tombs to meet him.","ug sa pagkawas na niya sa sakayan, gisugat siya sa usa ka tawo nga gikan sa mga lubnganan. kini siya may hugaw nga espiritu"
"when he saw Jesus from a distance, he ran and fell on his knees in front of him.","sa pagkakita niya kang Jesus gikan sa layo, midagan siya ngadto kaniya ug mihapa sa pagsimba kaniya,"
"for Jesus had said to him, “come out of this man, you impure spirit!”","kay si Jesus miingon man kaniya, “gula gikan sa tawo, ikaw nga hugawng espiritu!”"
"then Jesus asked him, “what is your name?” “my name is legion,” he replied, “for we are many.”","unya si Jesus nangutana kaniya, “unsay imong ngalan?” ug siya mitubag, “ang akong ngalan legion, kay daghan kami.”"
and he begged Jesus again and again not to send them out of the area.,ug nangamuyo siya pagyo kang Jesus nga unta dili niya sila abogon pagawas niadtong yutaa.
a large herd of pigs was feeding on the nearby hillside.,didtoy usa ka dakong panon sa mga baboy nga nangaonkaon didto sa bakilid.
"the demons begged Jesus, “send us among the pigs; allow us to go into them.”","ug sila mihangyo kaniya nga nagingon, “paadtoa kami nianang mga baboy ug pasudla kami kanila.”"
those who had seen it told the people what had happened to the demonpossessed manand told about the pigs as well.,ang mga nakakita niini nanugilon mahitungod sa nahitabo sa gidemonyohan ug sa mga baboy.
then the people began to plead with Jesus to leave their region.,unya misugod sila sa paghangyo kang Jesus sa pagpahawa sa ilang kayutaan.
"as Jesus was getting into the boat, the man who had been demonpossessed begged to go with him.","ug samtang misakay si Jesus sa sakayan, ang tawo nga kaniadto gidemonyohan mihangyo kaniya nga unta pakuyogon siya kang Jesus."
so Jesus went with him. a large crowd followed and pressed around him.,ug si Jesus miuban kaniya. ug misunod kaniya ang usa ka dakong panon sa katawhan ug midutdot sila kaniya.
and a woman was there who had been subject to bleeding for twelve years.,unya dihay usa ka babaye nga walay undang ang pagdugo sulod na sa napulo ug duha ka tuig.
"because she thought, “if i just touch his clothes, i will be healed.”","kay siya nagingon man, “kon makahikap lang ako sa iyang mga bisti, maayo gayod ako.”"
immediately her bleeding stopped and she felt in her body that she was freed from her suffering.,"dihadiha mitangon ang iyang pagsigi ug dugo, ug gibati niya diha sa iyang lawas nga siya naayo gikan sa iyang sakit."
but Jesus kept looking around to see who had done it.,ug gilibot niya pagtanaw kon kinsa ang naghimo niadto.
"overhearing what they said, Jesus told him, “dont be afraid; just believe.”","apan sa walay pagpanumbaling sa ilang gisulti, si Jesus miingon sa pangulo sa sinagoga, “ayaw kahadlok, salig lamang.”"
"he did not let anyone follow him except Peter, James and John the brother of James.",ug wala siyay gitugotan sa pagkuyog kaniya gawas kang Pedro ug kang Santiago ug kang Juan nga igsoon ni Santiago.
"when they came to the home of the synagogue leader, Jesus saw a commotion, with people crying and wailing loudly.","sa pagabot nila sa balay sa pangulo sa sinagoga, nakita niya ang kaguliyang ug ang mga tawo nga nanghilak pagayo ug nagminatay."
"he took her by the hand and said to her, “talitha koum!” (which means “little girl, i say to you, get up!” ).).","unya gigunitan niya ang kamot ug miingon kaniya, “talita, cumi”, nga sa ato pa, “inday, ingnon ko ikaw, bangon!”"
immediately the girl stood up and began to walk around (she was twelve years old). at this they were completely astonished.,dihadiha mibangon ang bata ug milakaw kay siya napulo ug duha na man ang panuigon. ug dihadiha giabot sila ug dakong kahibulong.
"Jesus left there and went to his hometown, accompanied by his disciples.",si Jesus mibiya gikan didto ug miadto sa iyang kaugalingong lungsod ug ang iyang mga tinunan mikuyog kaniya.
"he could not do any miracles there, except lay his hands on a few sick people and heal them.",ug didto wala siya makahimo ug mga milagro gawas sa pagtapion sa iyang mga kamot sa pipila ka masakiton ug iyang gipangayo sila.
wear sandals but not an extra shirt.,"gawas sa pagsulob ug sandalyas, apan dili magsulob ug duha ka bisti."
"whenever you enter a house, stay there until you leave that town.","ug siya miingon kanila, “asa gani kamong balaya modayon, pabilin kamo didto hangtod sa inyong pagbiya sa maong dapit."
they went out and preached that people should repent.,busa nanglakaw sila ug nagwali nga kinahanglang maghinulsol ang mga tawo.
they drove out many demons and anointed many sick people with oil and healed them.,"gipanghinginlan nila ang daghang mga demonyo, ug gihidhiran nila ug lana ang daghang mga masakiton ug gipangayo sila."
"but when Herod heard this, he said, “John, whom i beheaded, has been raised from the dead!”","apan sa pagkadungog niini ni herodes, siya miingon, “si Juan nga akong gipapunggotan ug ulo nabanhaw.”"
"for John had been saying to Herod, “it is not lawful for you to have your brothers wife.”","kay si Juan miingon man kang herodes, “dili uyon sa balaod ang pagangkon nimo sa asawa sa imong igsoon.”"
"so herodias nursed a grudge against John and wanted to kill him. but she was not able to,","ug si herodias nasilag kang Juan ug buot unta niyang patyon siya. apan wala siya makahimo niini,"
"the king was greatly distressed, but because of his oaths and his dinner guests, he did not want to refuse her.","ang hari nasubo gayod pagayo apan tungod sa iyang mga panumpa ug sa iyang mga dinapit, dili niya buot balibaran ang dalaga."
the apostles gathered around Jesus and reported to him all they had done and taught.,unya ang mga apostoles mibalik ngadto kang Jesus ug gisugilon kaniya ang tanan nga ilang nahimo ug gipanudlo.
so they went away by themselves in a boat to a solitary place.,ug sakay sa sakayan nangadto sila sa usa ka dapit nga awaaw nga silasila ra.
then Jesus directed them to have all the people sit down in groups on the green grass.,unya gisugo niya silang tanan sa pagpanglingkod nga magpundokpundok diha sa lunhawng mga balili.
so they sat down in groups of hundreds and fifties.,sa tinag100 ug tinag50 sila nagpundokpundok ug nanglingkod.
"they all ate and were satisfied,",ug nangaon silang tanan ug nangabusog.
and the disciples picked up twelve basketfuls of broken pieces of bread and fish.,ug ilang nahipos ang napulo ug duha ka bukag nga puno sa mga tipik sa pan ug sa isda.
the number of the men who had eaten was five thousand.,ang mga nangaon sa pan mga lima ka libo ka lalaki.
"after leaving them, he went up on a mountainside to pray.","ug sa nakapanamilit na siya kanila, miadto siya sa bungtod aron magampo."
"later that night, the boat was in the middle of the lake, and he was alone on land.","sa pagkakilomkilom na, ang sakayan didto na sa tunga sa lanaw, ug siya mao rang usa niadtong dapita."
"but when they saw him walking on the lake, they thought he was a ghost. they cried out,","apan sa ilang pagkakita kaniya nga naglakaw ibabaw sa tubig, nagtuo sila nga siya usa ka multo ug sila naniyagit,"
"then he climbed into the boat with them, and the wind died down. they were completely amazed,","unya siya misakay sa sakayan uban kanila, ug ang hangin milurang. ug nahibulong gayod sila pagayo"
for they had not understood about the loaves; their hearts were hardened.,"kay wala man sila makasabot mahitungod sa pan, hinuon ang ilang mga kasingkasing nagmagahi."
"when they had crossed over, they landed at gennesaret and anchored there.","sa dihang nakatabok na sila, miabot sila sa yuta sa genesaret ug midunggo sa baybayon."
"as soon as they got out of the boat, people recognized Jesus.","ug sa pagkawas na nila sa sakayan, dihadiha sa pagkaila sa mga tawo kaniya,"
the Pharisees and some of the teachers of the law who had come from Jerusalem gathered around Jesus,"unya nagpundok ngadto kang Jesus ang mga pariseo ug pipila ka eskriba nga nangabot gikan sa Jerusalem,"
they worship me in vain; their teachings are merely human rules.’,kawang lamang ang ilang pagsimba kanako kay gitudlo man nila ingon nga pagtulunan ang kasugoan gikan sa mga tawo.’
you have let go of the commands of God and are holding on to human traditions.”,inyong gibiyaan ang kasugoan sa Dios ug gituman ang gikabilin nga kalagdaan sa mga tawo.”
then you no longer let them do anything for their father or mother.,"sa ingon niana, wala na ninyo siya tugoti sa pagbuhat ug bisan unsa alang sa iyang amahan o inahan,"
"again Jesus called the crowd to him and said, “listen to me, everyone, and understand this.","unya gitawag niya pagusab ang mga tawo ug miingon siya kanila, “paminaw kanako kamong tanan, ug sabta ninyo kini:"
he went on: “what comes out of a person is what defiles them.,"ug siya miingon, “ang mogula gikan sa tawo mao ang makapahugaw sa tawo."
"adultery, greed, malice, deceit, lewdness, envy, slander, arrogance and folly.","kahakog, kadaotan, pagpanglimbong, kaulag, pagkadaotan ug tinanawan, pagpasipala, pagkamapahitason, binuang."
all these evils come from inside and defile a person.”,"kining tanang daotan nga mga butang naggikan sa sulod, ug makapahugaw kini sa tawo.”"
"“Lord,” she replied, “even the dogs under the table eat the childrens crumbs.”","apan mitubag siya ug miingon kaniya, “Ginoo, bisan pa ang mga iro ilalom sa lamisa magkaon sa mga mumho gikan sa mga bata.”"
"then he told her, “for such a reply, you may go; the demon has left your daughter.”","si Jesus miingon kaniya, “tungod sa imong gisulti, lakaw, ang demonyo migawas na gikan sa imong anak.”"
"she went home and found her child lying on the bed, and the demon gone.","ug siya mipauli, ug iyang nakita ang bata nga naghigda sa higdaanan ug wala na ang demonyo."
"he looked up to heaven and with a deep sigh said to him, “ephphatha!” (which means “be opened!” ).).","samtang naghangad siya sa langit, nanghupaw siya ug miingon kaniya, “effata,” nga sa ato pa, “maabli ka.”"
"at this, the mans ears were opened, his tongue was loosened and he began to speak plainly.","ug dihadiha naabli ang iyang mga dalunggan ug miluag ang iyang dila, ug siya tinaw nang mosulti."
“i have compassion for these people; they have already been with me three days and have nothing to eat.,"“naluoy ako sa katawhan, kay tulo na karon ka adlaw ang ilang paguban kanako, ug wala silay makaon."
"if i send them home hungry, they will collapse on the way, because some of them have come a long distance.”","ug kon papaulion nako sila nga walay kaon, panguyapan sila sa dalan ug ang uban kanila layo ug gigikanan.”"
"“how many loaves do you have?” Jesus asked. “seven,” they replied.","nangutana siya kanila, “pila ba ka buok ang pan nga anaa kaninyo?” sila mitubag, “pito.”"
the people ate and were satisfied. afterward the disciples picked up seven basketfuls of broken pieces that were left over.,ug nangaon sila ug nangabusog. ug gihipos nila ang mga tipik nga nahibilin nga mipuno sa pito ka bukag.
"about four thousand were present. after he had sent them away,",dihay mga upat ka libo ka tawo.
he got into the boat with his disciples and went to the region of dalmanutha.,"unya gipapauli niya sila ug misakay dayon siya sa sakayan uban sa iyang mga tinunan, ug miadto sa kayutaan sa dalmanuta."
"then he left them, got back into the boat and crossed to the other side.","ug gibiyaan niya sila, ug sa pagsakay niya pagbalik sa sakayan, mitabok siya ngadto sa pikas nga daplin."
"the disciples had forgotten to bring bread, except for one loaf they had with them in the boat.","ang mga tinunan nakalimot sa pagdala ug pan, ug usa lamang ka pan ang diha kanila sa sakayan."
"they discussed this with one another and said, “it is because we have no bread.”",ug gihisgotan nila sa usa ug usa nga wala silay pan.
"he said to them, “do you still not understand?”","unya siya miingon kanila, “wala pa ba gihapon kamo makasabot?”"
"he looked up and said, “i see people; they look like trees walking around.”","siya miyahat ug mitubag nga nagingon, “nakakita ako ug mga tawo, apan daw mga kahoy sila nga naglakaw.”"
"Jesus sent him home, saying, “dont even go into the village.”","ug gipapauli niya siya nga nagingon, “ayaw gayod pagsulod sa balangay.”"
"“but what about you?” he asked. “who do you say i am?” Peter answered, “you are the Messiah.”","ug nangutana siya kanila, “apan unsa may inyong ikasulti, kinsa man ako?” si Pedro mitubag kaniya, “ikaw mao ang Cristo.”"
Jesus warned them not to tell anyone about him.,ug gipahimangnoan niya sila sa dili pagpanugilon kang bisan kinsa mahitungod kaniya.
"he spoke plainly about this, and Peter took him aside and began to rebuke him.",gisulti niya kini kanila sa walay lipodlipod. unya gihiklin siya ni Pedro ug gisugdan sa pagbadlong.
or what can anyone give in exchange for their soul?,ug unsa may ikahatag sa tawo agig bugti sa iyang kinabuhi?
"his clothes became dazzling white, whiter than anyone in the world could bleach them.",ug ang iyang mga bisti misilaw sa hilabihang kaputi nga walay tawo dinhi sa kalibotan nga makapaputi ug sama niini.
"and there appeared before them Elijah and Moses, who were talking with Jesus.",ug didto mipakita kanila si elias uban kang Moises ug nakigsulti sila kang Jesus.
"(he did not know what to say, they were so frightened.)","kay siya wala mahibalo kon unsay angay isulti, kay nangalisang man sila pagayo."
"suddenly, when they looked around, they no longer saw anyone with them except Jesus.","ug sa kalit, sa ilang paglibot ug tanaw, wala na silay lain nga nakita gawas lamang kang Jesus nga uban kanila."
"and they asked him, “why do the teachers of the law say that Elijah must come first?”",unya sila nangutana kaniya “nganong moingon man ang mga eskriba nga si elias kinahanglang moanhi paguna?”
