en	ceb
That place was called the Valley of Eshkol because of the cluster of grapes the Israelites cut off there.	Kadtong dapita ginganlan nila ug Walog sa Escol tungod sa pungpong sa mga ubas nga giputol sa katawhan sa Israel.
At the end of forty days they returned from exploring the land.	Human sa 40 ka adlaw namauli sila gikan sa pagpaniid sa yuta.
That night all the members of the community raised their voices and wept aloud.	Unya ang tibuok nga katilingban mipatugbaw sa ilang tingog ug naninggit ug ang katawhan nanghilak niadtong gabhiona.
And they said to each other, “We should choose a leader and go back to Egypt.”	Ug miingon sila sa usa ug usa, “Magpili kita ug usa ka pangulo, ug mamalik kita sa Ehipto.”
Then Moses and Aaron fell facedown in front of the whole Israelite assembly gathered there.	Unya si Moises ug si Aaron mihapa sa atubangan sa tibuok nga katilingban sa katawhan sa Israel nga nagtigom.
“Now may the Lord’s strength be displayed, just as you have declared:	Busa karon, himoang dako ang gahom sa Ginoo, sumala sa imong gisaad nga nag-ingon,
The Lord replied, “I have forgiven them, as you asked.	Ug ang Ginoo miingon, “Ako nagpasaylo kanila sumala sa imong pulong.
Nevertheless, as surely as I live and as surely as the glory of the Lord fills the whole earth,	Apan sa pagkatinuod gayod, ingon nga ako buhi, ug ingon nga ang himaya sa Ginoo nagpuno sa tibuok kayutaan,
The Lord said to Moses and Aaron:	Ug ang Ginoo misulti kang Moises ug kang Aaron,
But as for you, your bodies will fall in this wilderness.	Apan kamo, ang inyong mga lawas nga patay mangapukan dinhi niining kamingawan.
When Moses reported this to all the Israelites, they mourned bitterly.	Ug si Moises misulti niining mga pulonga sa tanang katawhan sa Israel ug ang katawhan nagbangutan sa hilabihan.
But Moses said, “Why are you disobeying the Lord ’s command? This will not succeed!	Apan si Moises miingon, “Ngano nga naglapas man kamo sa sugo sa Ginoo ? Apan dili kana mouswag.
Do not go up, because the Lord is not with you. You will be defeated by your enemies,	Ayaw kamo pagtungas, kay ang Ginoo dili mag-uban kaninyo, aron dili kamo patyon sa atubangan sa inyong mga kaaway.
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
“Speak to the Israelites and say to them: ‘After you enter the land I am giving you as a home	“Sultihi ang katawhan sa Israel: Sa diha nga mosulod kamo sa yuta nga inyong puy-an nga akong gihatag kaninyo,
and a third of a hin of wine as a drink offering. Offer it as an aroma pleasing to the Lord .	Ug alang sa halad nga ilimnon, ihalad nimo ang bino nga ikatulo nga bahin sa usa ka hin, usa ka kahumot alang sa Ginoo.
Do this for each one, for as many as you prepare.	Sumala sa gidaghanon sa giandam ninyo, mao usab ang buhaton ninyo sa matag usa sumala sa ilang gidaghanon.
The same laws and regulations will apply both to you and to the foreigner residing among you.’ ”	Usa ka balaod ug usa ka tulumanon alang kaninyo ug alang sa usa ka langyaw nga nagpuyo uban kaninyo.”
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
“Speak to the Israelites and say to them: ‘When you enter the land to which I am taking you	“Sultihi ang katawhan sa Israel: Sa pag-abot ninyo sa yuta nga akong dad-an kaninyo,
“ ‘Now if you as a community unintentionally fail to keep any of these commands the Lord gave Moses—	“Apan kon masayop kamo ug dili magtuman niining tanang mga sugo nga gisulti sa Ginoo kang Moises,
and they kept him in custody, because it was not clear what should be done to him.	Unya gibutang nila siya sa bilanggoan, tungod kay wala pa ipahayag kon unsay buhaton kaniya.
The Lord said to Moses,	Unya ang Ginoo miingon kang Moises,
Then you will remember to obey all my commands and will be consecrated to your God.	Busa hinumdomi ug buhata ninyo ang tanan nakong kasugoan ug magbalaan kamo alang sa inyong Dios.
When Moses heard this, he fell facedown.	Sa diha nga nabati kini ni Moises, mihapa siya
Moses also said to Korah, “Now listen, you Levites!	Ug si Moises miingon kang Korah, “Pamati, kamong mga kaliwat ni Levi!
Then Moses summoned Dathan and Abiram, the sons of Eliab. But they said, “We will not come!	Ug si Moises mipatawag kang Datan ug kang Abiram nga mga anak ni Eliab, ug sila miingon, “Dili kami mangadto.
The Lord said to Moses and Aaron,	Ug ang Ginoo miingon kang Moises ug kang Aaron,
“Separate yourselves from this assembly so I can put an end to them at once.”	“Palayo kamo gikan sa taliwala niining katilingban aron hutdon nako sila sa usa ka pagpamilok.”
Then the Lord said to Moses,	Ug ang Ginoo misulti kang Moises,
“Say to the assembly, ‘Move away from the tents of Korah, Dathan and Abiram.’ ”	“Sultihi ang tibuok nga katilingban: Palayo kamo gikan sa palibot sa tolda ni Korah, ni Datan ug ni Abiram.”
Moses got up and went to Dathan and Abiram, and the elders of Israel followed him.	Unya si Moises mitindog ug miadto kang Datan ug kang Abiram, ug ang mga kadagkoan sa Israel misunod kaniya.
As soon as he finished saying all this, the ground under them split apart	Ug sa pagkahuman niya ug sulti niining tanang mga pulong, nabuka ang yuta sa ubos nila
And fire came out from the Lord and consumed the 250 men who were offering the incense.	Ug migula ang kalayo gikan sa Ginoo ug milamoy sa 250 ka tawo nga naghalad sa insenso.
The Lord said to Moses,	Unya ang Ginoo miingon kang Moises,
Then Moses and Aaron went to the front of the tent of meeting,	Ug si Moises ug si Aaron nangadto sa atubangan sa tolda nga tagboanan.
and the Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
“Get away from this assembly so I can put an end to them at once.” And they fell facedown.	“Palayo kamo gikan sa taliwala niining katilingban aron hutdon nako sila sa usa ka pagpamilok.” Ug sila mihapa.
He stood between the living and the dead, and the plague stopped.	Ug siya mibarog sa taliwala sa mga patay ug sa mga buhi ug ang katalagman mihunong.
But 14,700 people died from the plague, in addition to those who had died because of Korah.	Unya kadtong mga nangamatay pinaagi sa katalagman 14,700, wala pay labot sa mga nangamatay tungod sa hitabo ni Korah.
Then Aaron returned to Moses at the entrance to the tent of meeting, for the plague had stopped.	Unya mibalik si Aaron ngadto kang Moises nga didto sa ganghaan sa tolda nga tagboanan, sa diha nga ang katalagman mihunong.
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
Place them in the tent of meeting in front of the ark of the covenant law, where I meet with you.	Unya ibutang kini sila sa tolda nga tagboanan sa atubangan sa pagpamatuod diin ako makigtagbo kaninyo.
Moses placed the staffs before the Lord in the tent of the covenant law.	Ug gibutang ni Moises ang mga sungkod sa atubangan sa Ginoo didto sa tolda sa pagpamatuod.
Moses did just as the Lord commanded him.	Busa gibuhat kini ni Moises sumala sa sugo sa Ginoo kaniya, kini gibuhat niya.
The Israelites said to Moses, “We will die! We are lost, we are all lost!	Ug ang katawhan sa Israel miingon kang Moises, “Tan-awa, kami mangahanaw, kami mangawala, kaming tanan mangawala.
Anyone who even comes near the tabernacle of the Lord will die. Are we all going to die?”	Ang tanan nga magpaduol, ang mopaduol sa Tolda sa Ginoo mamatay. Mangamatay ba diay kaming tanan?”
“Everything in Israel that is devoted to the Lord is yours.	Ang tanan nga ginahin nga butang sa Israel maimo.
Their meat is to be yours, just as the breast of the wave offering and the right thigh are yours.	Ug ang unod niini maimo, ingon man ang dughan nga binayaw, ug ingon man ang tuo nga paa maimo.
From now on the Israelites must not go near the tent of meeting, or they will bear the consequences of their sin and will die.	Ug sukad karon dili moduol ang katawhan sa Israel sa tolda nga tagboanan, kay makadala unya sila ug sala ug mangamatay.
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
Your offering will be reckoned to you as grain from the threshing floor or juice from the winepress.	Ug isipon alang kaninyo ang inyong halad ingon nga trigo gikan sa giokanan ug ingon nga gikan sa kapuno sa pug-anan sa mga ubas.
The Lord said to Moses and Aaron:	Unya ang Ginoo miingon kang Moises ug kang Aaron,
Give it to Eleazar the priest; it is to be taken outside the camp and slaughtered in his presence.	Ug ihatag ninyo kini kang Eleasar nga pari, ug kini dad-on niya ngadto sa gawas sa kampo ug patyon kini diha sa iyang atubangan.
“Whoever touches a human corpse will be unclean for seven days.	“Ang makahikap sa patay nga lawas ni bisan kinsa mahugaw sa pito ka adlaw.
and every open container without a lid fastened on it will be unclean.	Ug ang tanan nga sudlanan nga walay tabon sa ibabaw, hugaw.
Now there was no water for the community, and the people gathered in opposition to Moses and Aaron.	Ug walay tubig alang sa katilingban, ug sila nagtigom pagtingob batok kang Moises ug batok kang Aaron.
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
So Moses took the staff from the Lord ’s presence, just as he commanded him.	Busa gikuha ni Moises ang sungkod gikan sa atubangan sa Ginoo, sumala sa iyang sugo kaniya.
The whole Israelite community set out from Kadesh and came to Mount Hor.	Ug mipanaw sila gikan sa Cades ug ang katawhan sa Israel, ang tibuok nga katilingban, miabot sa Bukid sa Hor.
At Mount Hor, near the border of Edom, the Lord said to Moses and Aaron,	Ug ang Ginoo miingon kang Moises ug kang Aaron didto sa Bukid sa Hor, sa mga utlanan sa yuta ni Edom,
Get Aaron and his son Eleazar and take them up Mount Hor.	Dad-a si Aaron ug si Eleasar nga iyang anak ug patungasa sila sa Bukid sa Hor.
The Israelites moved on and camped at Oboth.	Ug mipanaw ang katawhan sa Israel ug nagkampo didto sa Obot.
From there they moved on and camped in the Zered Valley.	Gikan didto mipanaw sila ug nagkampo didto sa Walog sa Zered.
and the slopes of the ravines that lead to the settlement of Ar and lie along the border of Moab.”	ug ang bakilid sa mga walog nga miabot ngadto sa nahimutangan sa Ar, ug nagpaingon ngadto sa utlanan sa Moab.”
from Mattanah to Nahaliel, from Nahaliel to Bamoth,	ug gikan sa Matana ngadto sa Nahaliel, ug gikan sa Nahaliel ngadto sa Bamot,
Israel sent messengers to say to Sihon king of the Amorites:	Unya ang Israel nagpadala ug mga sulugoon ngadto kang Sihon nga hari sa mga Amorihanon ug miingon,
So Israel settled in the land of the Amorites.	Busa mipuyo ang Israel didto sa yuta sa mga Amorihanon.
and Moab was terrified because there were so many people. Indeed, Moab was filled with dread because of the Israelites.	Ug ang Moab nahadlok pag-ayo sa katawhan kay daghan sila; nalisang ang Moab tungod sa katawhan sa Israel.
God came to Balaam and asked, “Who are these men with you?”	Ug ang Dios miadto kang Balaam ug miingon, “Kinsa ba kining mga tawhana nga uban kanimo?”
Balaam said to God, “Balak son of Zippor, king of Moab, sent me this message:	Ug si Balaam miingon sa Dios, “Si Balak nga anak ni Zipor, nga hari sa Moab nagpasugo nganhi kanako nga nag-ingon,
So the Moabite officials returned to Balak and said, “Balaam refused to come with us.”	Ug ang mga pangulo sa Moab mitindog ug nangadto kang Balak, ug miingon, “Si Balaam mibalibad sa pag-uban kanamo.”
Then Balak sent other officials, more numerous and more distinguished than the first.	Unya si Balak nagsugo na usab ug mga pangulo nga daghan pa ug labaw pa ka dungganan kay kanila.
Balaam got up in the morning, saddled his donkey and went with the Moabite officials.	Busa si Balaam mibangon sa pagkabuntag ug gimonturahan niya ang iyang asno ug miuban sa mga pangulo sa Moab.
Then Balaam went with Balak to Kiriath Huzoth.	Ug miuban si Balaam kang Balak ug miadto sila sa lungsod sa Kiriat-husot.
Balak sacrificed cattle and sheep, and gave some to Balaam and the officials who were with him.	Ug si Balak naghalad ug mga baka ug mga karnero ug gipadala niya kang Balaam ug sa mga pangulo nga uban kaniya.
How can I curse those whom God has not cursed? How can I denounce those whom the Lord has not denounced?	Unsaon nako pagtunglo sa wala tungloha sa Dios? Unsaon nako pagpanghimaraot sa wala panghimaraota sa Ginoo ?
He answered, “Must I not speak what the Lord puts in my mouth?”	Ug siya mitubag, “Kinahanglan ba nga dili ako magtagad sa pagsulti sa unsay gibutang sa Ginoo sa akong baba?”
Balaam said to Balak, “Stay here beside your offering while I meet with him over there.”	Si Balaam miingon kang Balak, “Tindog dinhi duol sa imong halad nga sunogon samtang ako makigtagbo sa Ginoo didto sa unahan.”
Then he spoke his message: “Arise, Balak, and listen; hear me, son of Zippor.	Si Balaam mihimo sa iyang pakigpulong ug miingon, “Tindog, Balak, ug pamati; pamatia ako, O anak ni Zipor.
I have received a command to bless; he has blessed, and I cannot change it.	Tan-awa, ako nakadawat ug sugo sa pagpanalangin; ug siya nagpanalangin ug ako dili makabakwi niini.
God brought them out of Egypt; they have the strength of a wild ox.	Ang Dios nagdala kanila gikan sa Ehipto; sila adunay sungay sama sa ihalas nga baka.
Then Balak said to Balaam, “Neither curse them at all nor bless them at all!”	Unya si Balak miingon kang Balaam, “Ayaw gayod sila tungloha o panalangini.”
And Balak took Balaam to the top of Peor, overlooking the wasteland.	Busa si Balak midala kang Balaam ngadto sa kinatumyan sa Peor nga nagdungaw sa kamingawan.
“How beautiful are your tents, Jacob, your dwelling places, Israel!	pagkaanindot sa imong mga tolda, O Jacob, ang imong mga puluy-anan, O Israel!
Balaam answered Balak, “Did I not tell the messengers you sent me,	Ug si Balaam miingon kang Balak, “Wala ba usab ako magsulti sa imong mga sulugoon nga imong gipaadto kanako,
A ruler will come out of Jacob and destroy the survivors of the city.”	Gikan kang Jacob adunay usa nga magmando, ug maglaglag sa nahibilin sa mga siyudad!”
yet you Kenites will be destroyed when Ashur takes you captive.”	Bisan pa niana si Kain gun-obon. Hangtod kanus-a ba nga si Asur magdala kanimo ingon nga bihag?”
Then he spoke his message: “Alas! Who can live when God does this?	Ug siya mibungat sa iyang pakigpulong ug miingon, “Pagkaalaot, kinsa man ang mabuhi sa diha nga buhaton kini sa Dios?
Ships will come from the shores of Cyprus; they will subdue Ashur and Eber, but they too will come to ruin.”	Apan mangabot ang mga sakayan gikan sa Kitim, ug sakiton nila ang Asur ug ang Eber ug siya usab malaglag.”
Then Balaam got up and returned home, and Balak went his own way.	Unya si Balaam mitindog ug mibalik ngadto sa iyang dapit, ug si Balak usab milakaw.
but those who died in the plague numbered 24,000.	Apan kadtong mga nangamatay pinaagi sa katalagman, 24,000.
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
Therefore tell him I am making my covenant of peace with him.	Busa isulti, ‘Tan-awa, naghatag ako kaniya sa akong kasabotan sa pakigdait,
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
“Treat the Midianites as enemies and kill them.	“Sulonga ninyo ang mga Midianhon ug pamatya sila,
After the plague the Lord said to Moses and Eleazar son of Aaron, the priest,	Human sa katalagman, ang Ginoo miingon kang Moises ug kang Eleasar nga anak ni Aaron nga pari,
through Hezron, the Hezronite clan; through Karmi, the Karmite clan.	sa kang Hesron, ang panimalay sa mga Hesronhanon; sa kang Carmi, ang panimalay sa mga Carmihanon.
These were the clans of Reuben; those numbered were 43,730.	Kini mao ang mga panimalay sa mga Rubenhanon ug ang ilang gidaghanon 43,730.
The son of Pallu was Eliab,	Ug ang anak ni Palu: si Eliab.
The line of Korah, however, did not die out.	Bisan pa niana, ang mga kaliwat ni Korah wala mangamatay.
through Zerah, the Zerahite clan; through Shaul, the Shaulite clan.	sa kang Zera, ang panimalay sa mga Zerahanon; sa kang Shaul, ang panimalay sa mga Shaulhanon.
These were the clans of Simeon; those numbered were 22,200.	Kini mao ang mga panimalay sa mga kaliwat ni Simeon, 22,200.
through Ozni, the Oznite clan; through Eri, the Erite clan;	sa kang Osni, ang panimalay sa mga Osnihanon; sa kang Eri, ang panimalay sa mga Erihanon;
through Arodi, the Arodite clan; through Areli, the Arelite clan.	sa kang Arod, ang panimalay sa mga Arodhanon; sa kang Areli, ang panimalay sa mga Arelihanon.
These were the clans of Gad; those numbered were 40,500.	Kini mao ang mga panimalay sa mga kaliwat ni Gad sumala niadtong mga naihap, 40,500.
These were the clans of Judah; those numbered were 76,500.	Kini mao ang mga panimalay ni Juda sumala niadtong mga naihap, 76,500.
through Jashub, the Jashubite clan; through Shimron, the Shimronite clan.	sa kang Jasub, ang panimalay sa mga Jasubhanon; sa kang Simron, ang panimalay sa mga Simronhanon.
These were the clans of Issachar; those numbered were 64,300.	Kini mao ang mga panimalay ni Isacar sumala niadtong mga naihap, 64,300.
These were the clans of Zebulun; those numbered were 60,500.	Kini mao ang mga panimalay sa mga Zabulonhanon sumala niadtong mga naihap, 60,500.
The descendants of Joseph by their clans through Manasseh and Ephraim were:	Ang mga anak ni Jose sumala sa ilang mga panimalay: si Manases ug si Efraim.
through Asriel, the Asrielite clan; through Shechem, the Shechemite clan;	ug sa kang Arsiel, ang panimalay sa mga Arsielhanon; ug sa kang Sekem, ang panimalay sa mga Sekemhanon;
through Shemida, the Shemidaite clan; through Hepher, the Hepherite clan.	ug sa kang Semida, ang panimalay sa mga Semidahanon; ug sa kang Hefer, ang panimalay sa mga Heferhanon.
These were the clans of Manasseh; those numbered were 52,700.	Kini mao ang mga panimalay ni Manases ug ang mga naihap, 52,700.
These were the descendants of Shuthelah: through Eran, the Eranite clan.	Ug kini mao ang mga kaliwat ni Sutela: sa kang Eran, ang panimalay sa mga Eranhanon.
through Shupham, the Shuphamite clan; through Hupham, the Huphamite clan.	sa kang Sefufam, ang panimalay sa mga Sefufamhanon; sa kang Hufam, ang panimalay sa mga Hufamhanon.
These were the clans of Benjamin; those numbered were 45,600.	Kini mao ang mga kaliwat ni Benjamin sumala sa ilang mga panimalay, ug ang ilang gidaghanon, 45,600.
All of them were Shuhamite clans; and those numbered were 64,400.	Ang tanang mga panimalay sa mga Suhamhanon, sumala sa mga naihap, 64,400.
and through the descendants of Beriah: through Heber, the Heberite clan; through Malkiel, the Malkielite clan.	Sa mga anak ni Beria: sa kang Heber, ang panimalay sa mga Heberhanon; sa kang Malkiel, ang panimalay sa mga Malkielhanon.
(Asher had a daughter named Serah.)	Ug ang ngalan sa anak nga babaye ni Aser mao si Sera.
These were the clans of Asher; those numbered were 53,400.	Kini mao ang mga panimalay sa mga kaliwat ni Aser sumala niadtong mga naihap, 53,400.
through Jezer, the Jezerite clan; through Shillem, the Shillemite clan.	sa kang Jeser, ang panimalay sa mga Jeserhanon; sa kang Silem, ang panimalay sa mga Silemhanon.
These were the clans of Naphtali; those numbered were 45,400.	Kini mao ang mga panimalay ni Neftali sumala sa ilang mga panimalay ug ang ilang gidaghanon, 45,400.
The total number of the men of Israel was 601,730.	Kini mao ang gidaghanon sa katawhan sa Israel, 601,730.
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
“The land is to be allotted to them as an inheritance based on the number of names.	“Pinaagi niini, ang yuta bahinon ingon nga usa ka panulondon sumala sa gidaghanon sa mga ngalan.
Aaron was the father of Nadab and Abihu, Eleazar and Ithamar.	Ug kang Aaron nangatawo si Nadab, si Abihu, si Eleasar ug si Itamar.
But Nadab and Abihu died when they made an offering before the Lord with unauthorized fire.)	Apan si Nadab ug si Abihu nangamatay sa diha nga mihalad sila ug dili balaan nga kalayo sa atubangan sa Ginoo.
So Moses brought their case before the Lord ,	Busa gidala ni Moises ang ilang gipangayo sa atubangan sa Ginoo.
and the Lord said to him,	Ug ang Ginoo miingon kang Moises,
If he has no daughter, give his inheritance to his brothers.	Ug kon siya walay anak nga babaye, ihatag ninyo ang iyang panulondon ngadto sa iyang mga igsoon nga lalaki.
If he has no brothers, give his inheritance to his father’s brothers.	Ug kon siya walay mga igsoon nga lalaki, ihatag ninyo ang iyang panulondon ngadto sa mga igsoon nga lalaki sa iyang amahan.
Then the Lord said to Moses, “Go up this mountain in the Abarim Range and see the land I have given the Israelites.	Ang Ginoo miingon kang Moises, “Tungas niining bukira sa Abarim ug tan-awa ang yuta nga akong gihatag sa katawhan sa Israel.
After you have seen it, you too will be gathered to your people, as your brother Aaron was,	Ug sa diha nga imong makita kini, matipon usab ikaw ngadto sa imong katawhan, ingon nga si Aaron nga imong igsoon gitipon,
Moses said to the Lord ,	Unya si Moises miingon sa Ginoo,
Give him some of your authority so the whole Israelite community will obey him.	Ug magbutang ikaw sa uban nimong kagahom sa ibabaw niya aron ang tibuok nga katilingban sa katawhan sa Israel motuman kaniya.
The Lord said to Moses,	Ug ang Ginoo miingon kang Moises,
Offer one lamb in the morning and the other at twilight,	Ang usa ka nating karnero ihalad nimo sa buntag, ug ang usa usab ka nating karnero ihalad nimo sa pagkakilomkilom.
“ ‘On the fourteenth day of the first month the Lord ’s Passover is to be held.	“Sa ikanapulo ug upat nga adlaw sa unang bulan mao ang Pagsaylo sa Ginoo .
On the first day hold a sacred assembly and do no regular work.	Sa unang adlaw himoon ang usa ka balaan nga panagtigom, dili kamo mabuhat ug bug-at nga buluhaton.
and with each of the seven lambs, one-tenth.	usa ka ikanapulo nga bahin ang inyong ihalad alang sa matag usa, sa pito ka nating karnero
Offer these in addition to the regular morning burnt offering.	Ihalad nimo kini gawas sa halad nga sunogon sa buntag nga mao ang dayon nga halad nga sunogon.
On the seventh day hold a sacred assembly and do no regular work.	Ug sa ikapito nga adlaw himoon ninyo ang usa ka balaan nga panagtigom; dili kamo magbuhat ug bug-at nga buluhaton.
and with each of the seven lambs, one-tenth.	ug usa ka ikanapulo nga bahin alang sa matag pito ka nating karnero,
and with each of the seven lambs, one-tenth.	ug usa ka ikanapulo nga bahin sa matag usa sa pito ka nating karnero,
and with each of the seven lambs, one-tenth.	usa ka ikanapulo nga bahin alang sa matag usa sa pito ka nating karnero,
and with each of the fourteen lambs, one-tenth.	ug usab usa ka ikanapulo nga bahin alang sa matag usa sa napulo ug upat ka nating karnero,
“ ‘On the eighth day hold a closing special assembly and do no regular work.	“Sa ikawalo nga adlaw maghimo kamo ug balaan nga panagtigom, dili kamo magbuhat ug bug-at nga buluhaton.
Moses told the Israelites all that the Lord commanded him.	Ug si Moises misulti sa katawhan sa Israel sumala sa tanan nga sugo sa Ginoo kang Moises.
Moses said to the heads of the tribes of Israel: “This is what the Lord commands:	Ug si Moises miingon sa mga pangulo sa mga banay sa katawhan sa Israel, “Kini mao ang butang nga gisugo sa Ginoo .
“If a woman living with her husband makes a vow or obligates herself by a pledge under oath	Ug kon nanaad siya diha sa balay sa iyang bana o naghigot sa iyang kaugalingon sa katungdanan sa panumpa,
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
“Take vengeance on the Midianites for the Israelites. After that, you will be gathered to your people.”	“Panimasli ang mga Midianhon tungod sa katawhan sa Israel. Human niana, matipon ikaw ngadto sa imong katawhan.”
Send into battle a thousand men from each of the tribes of Israel.”	Magpadala ikaw ug usa ka libo gikan sa matag banay sa Israel ngadto sa panggubatan.”
So twelve thousand men armed for battle, a thousand from each tribe, were supplied from the clans of Israel.	Busa dihay gipaadto gikan sa linibo sa Israel, usa ka libo gikan sa matag banay, 12,000 ang nasangkapan alang sa gubat.
They fought against Midian, as the Lord commanded Moses, and killed every man.	Ug nakiggubat sila batok sa Midian, sumala sa gisugo sa Ginoo kang Moises, ug gipatay nila ang tanang lalaki.
They burned all the towns where the Midianites had settled, as well as all their camps.	Gisunog nila ang tanang kalungsoran sa mga dapit diin sila magpuyo ug ang tanan nilang mga kampo,
They took all the plunder and spoils, including the people and animals,	ug gidala nila ang tanan nga inilog ug ang tanan nga dinakpan, mga tawo ug mga mananap.
Moses, Eleazar the priest and all the leaders of the community went to meet them outside the camp.	Si Moises ug si Eleasar nga pari, ug ang tanang mga pangulo sa katilingban migula sa pagsugat kanila didto sa gawas sa kampo.
“Have you allowed all the women to live?” he asked them.	Si Moises miingon kanila, “Gipasagdan ba ninyo nga mabuhi ang tanang mga babaye?
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
Divide the spoils equally between the soldiers who took part in the battle and the rest of the community.	ug bahina sa duha ka bahin ang mga dinakpan, taliwala sa mga manggugubat nga miadto sa gubat ug sa tibuok nga katilingban.
Take this tribute from their half share and give it to Eleazar the priest as the Lord ’s part.	Kuhaa kini gikan sa katunga nila ug ihatag kang Eleasar nga pari, ingon nga usa ka halad ngadto sa Ginoo.
So Moses and Eleazar the priest did as the Lord commanded Moses.	Ug mibuhat si Moises ug si Eleasar nga pari sumala sa gisugo sa Ginoo kang Moises.
Moses and Eleazar the priest accepted from them the gold—all the crafted articles.	Ug si Moises ug si Eleasar nga pari midawat sa bulawan gikan kanila, ang tanang alahas nga hinimo.
Each soldier had taken plunder for himself.	Kay ang mga manggugubat nakasakmit man ang matag usa alang sa iyang kaugalingon.
Why do you discourage the Israelites from crossing over into the land the Lord has given them?	Ug ngano nga luyahon man ninyo ang kasingkasing sa katawhan sa Israel sa pagtabok ngadto sa yuta nga gihatag sa Ginoo kanila?
This is what your fathers did when I sent them from Kadesh Barnea to look over the land.	Mao kini ang gibuhat sa inyong katigulangan, sa diha nga ako nagpadala kanila gikan sa Kades-barnea aron sa pagtan-aw sa yuta.
The Lord ’s anger was aroused that day and he swore this oath:	Ug ang kasuko sa Ginoo misilaob niadtong adlawa ug siya nanumpa nga nag-ingon,
We will not return to our homes until each of the Israelites has received their inheritance.	Dili kami mamauli sa among mga balay hangtod nga ang katawhan sa Israel makapanunod ang matag usa sa iyang panulondon.
The Gadites built up Dibon, Ataroth, Aroer,	Ug ang mga kaliwat ni Gad mitukod sa Dibon, sa Atarot, sa Aroer,
Atroth Shophan, Jazer, Jogbehah,	sa Atrot-sofan, sa Jaser, sa Jogbeha,
Beth Nimrah and Beth Haran as fortified cities, and built pens for their flocks.	sa Bet-nimra ug sa Bet-haran, mga siyudad nga kinutaan ug may mga toril alang sa mga karnero.
And the Reubenites rebuilt Heshbon, Elealeh and Kiriathaim,	Ug ang mga kaliwat ni Ruben mitukod sa Hesbon, sa Eleale, sa Kiriataim,
So Moses gave Gilead to the Makirites, the descendants of Manasseh, and they settled there.	Ug si Moises mihatag sa Gilead ngadto kang Makir nga anak ni Manases ug siya mipuyo didto.
And Nobah captured Kenath and its surrounding settlements and called it Nobah after himself.	Ug si Noba miadto ug gikuha ang Kenat ug ang mga balangay niini ug ginganlan kini ug Noba, sunod sa iyang ngalan.
The Israelites left Rameses and camped at Sukkoth.	Busa ang katawhan sa Israel mipanaw gikan sa Rameses ug nagkampo didto sa Sucot.
They left Sukkoth and camped at Etham, on the edge of the desert.	Ug mipanaw sila gikan sa Sucot ug nagkampo didto sa Etam dapit sa utlanan sa kamingawan.
They left Etham, turned back to Pi Hahiroth, to the east of Baal Zephon, and camped near Migdol.	Ug mibiya sila gikan sa Etam ug namalik ngadto sa Pi-hahirot, sa silangan sa Baal-sefon ug nagkampo sila atbang sa Migdol.
They left Elim and camped by the Red Sea.	Unya mibiya sila gikan sa Elim ug nagkampo sa daplin sa Dagat nga Pula.
They left the Red Sea and camped in the Desert of Sin.	Unya mibiya sila gikan sa Dagat nga Pula, ug nagkampo didto sa kamingawan sa Sin.
They left the Desert of Sin and camped at Dophkah.	Unya mibiya sila gikan sa kamingawan sa Sin ug nagkampo didto sa Dofka.
They left Dophkah and camped at Alush.	Unya mibiya sila gikan sa Dofka ug nagkampo didto sa Alus.
They left Alush and camped at Rephidim, where there was no water for the people to drink.	Unya mibiya sila gikan sa Alus ug nagkampo didto sa Refidim diin walay tubig nga mainom ang katawhan.
On the plains of Moab by the Jordan across from Jericho the Lord said to Moses,	Ug ang Ginoo miingon kang Moises didto sa kapatagan sa Moab, duol sa Jordan sa Jerico,
“Speak to the Israelites and say to them: ‘When you cross the Jordan into Canaan,	“Sultihi ang katawhan sa Israel: Sa diha nga kamo manabok sa Jordan ngadto sa yuta sa Canaan,
Take possession of the land and settle in it, for I have given you the land to possess.	ug panag-iyahon ninyo ang yuta ug magpuyo didto kay gihatag na nako ang yuta aron inyong panag-iyahon.
And then I will do to you what I plan to do to them.’ ”	Ug akong buhaton nganha kaninyo ang sama sa akong gihunahuna nga buhaton kanila.”
The Lord said to Moses,	Ang Ginoo miingon kang Moises,
where it will turn, join the Wadi of Egypt and end at the Mediterranean Sea.	ug ang utlanan moliko gikan sa Asmon ngadto sa sapa sa Ehipto ug ang kinutoban niini adto sa Dagat.
“ ‘For your northern boundary, run a line from the Mediterranean Sea to Mount Hor	“Ug kini mao ang inyong utlanan dapit sa amihanan. Gikan sa Dakong Dagat ilatid ang inyong linya ngadto sa bukid sa Hor.
and from Mount Hor to Lebo Hamath. Then the boundary will go to Zedad,	Gikan sa bukid sa Hor timan-an ninyo hangtod sa agianan sa Hamat ug ang tumoy sa utlanan adto sa Sedad.
